time,close,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 3,Lower ATR 3,RSI Stoch,RSI
2022-08-29T14:00:00+02:00,19884,19829.13294,19848.32899,19910.12363,20053.50566,20362.27016,20243.45799,19453.19999,92.79409275,50.73935051
2022-08-29T15:00:00+02:00,20069.5,19882.54784,19868.43545,19919.23085,20054.07689,20356.47273,20287.09095,19449.77994,96.14114105,60.50278097
2022-08-29T16:00:00+02:00,20160.5,19944.31499,19894.98677,19933.01766,20057.87771,20352.59208,20348.77402,19441.19952,100,64.24649829
2022-08-29T17:00:00+02:00,20249,20012.02277,19927.16979,19951.07379,20064.70351,20350.54075,20374.3651,19479.97448,100,67.4752663
2022-08-29T18:00:00+02:00,20306.5,20077.46215,19961.65435,19971.38386,20073.3391,20349.66866,20419.55,19503.75871,100,69.40826526
2022-08-29T19:00:00+02:00,20269,20120.02612,19989.59487,19988.3905,20080.32699,20348.07126,20443.81939,19535.37034,96.77991233,66.62716091
2022-08-29T20:00:00+02:00,20168.5,20130.79809,20005.85897,19998.68247,20083.47602,20344.51539,20464.38889,19547.32906,85.56329781,59.72077264
2022-08-29T21:00:00+02:00,20089.5,20121.62074,20013.4627,20003.87204,20083.69117,20339.46558,20463.02619,19563.89921,66.36996377,54.90304925
2022-08-29T22:00:00+02:00,20171,20132.59391,20027.78427,20013.42221,20086.80934,20336.12963,20470.62894,19584.9396,55.30497988,58.61243124
2022-08-29T23:00:00+02:00,20196.5,20146.79526,20043.12207,20023.8838,20090.72686,20333.36469,20480.04926,19606.19487,53.71340179,59.72857125
2022-08-30T00:00:00+02:00,20197,20157.95187,20057.11097,20033.77615,20094.52233,20330.6644,20479.86479,19634.35715,59.13707365,59.75149116
2022-08-30T01:00:00+02:00,20277.5,20184.51812,20077.14634,20047.70323,20101.05725,20329.61164,20515.66774,19638.62493,64.80710241,63.36646692
2022-08-30T02:00:00+02:00,20253,20199.73632,20093.13303,20059.43447,20106.48377,20328.09457,20521.43863,19664.82744,66.41644011,61.55441884
2022-08-30T03:00:00+02:00,20151,20188.90602,20098.39367,20064.66679,20108.07364,20324.58775,20534.356,19662.43133,53.67321743,54.55926164
2022-08-30T04:00:00+02:00,20184,20187.8158,20106.17606,20071.48583,20110.7853,20321.80383,20526.31966,19686.03246,32.8400024,56.28994665
2022-08-30T05:00:00+02:00,20259.5,20203.74562,20120.1146,20082.2295,20116.09653,20320.57009,20533.71223,19706.51697,23.00840937,60.03982934
2022-08-30T06:00:00+02:00,20457,20260.02437,20150.74055,20103.64495,20128.27166,20323.27168,20598.22406,19703.25703,45.95068255,67.81766449
2022-08-30T07:00:00+02:00,20409.5,20293.24118,20174.26413,20121.12239,20138.31553,20324.97917,20610.99882,19737.52944,64.52187285,64.56285681
2022-08-30T08:00:00+02:00,20389.5,20314.63203,20193.83103,20136.45825,20147.2864,20326.25681,20613.62038,19774.04168,73.91211888,63.18774991
2022-08-30T09:00:00+02:00,20426.5,20339.49158,20214.98275,20153.03206,20157.25832,20328.24182,20646.35858,19783.60693,69.60992769,64.68624073
2022-08-30T10:00:00+02:00,20385.5,20349.71567,20230.48432,20166.31595,20165.4098,20329.37565,20655.36902,19805.59962,65.08015516,61.68956173
2022-08-30T11:00:00+02:00,20415,20364.2233,20247.25847,20180.52646,20174.32374,20331.07118,20654.75855,19839.7584,64.6511569,63.01711495
2022-08-30T12:00:00+02:00,20388,20369.50701,20260.05316,20192.38209,20181.95504,20332.19848,20677.66037,19842.44594,55.22211259,60.93581869
2022-08-30T13:00:00+02:00,20395.5,20375.28323,20272.36651,20203.98883,20189.58164,20333.45198,20672.25178,19872.48124,54.28795206,61.31799743
2022-08-30T14:00:00+02:00,20329,20364.99807,20277.51501,20211.13233,20194.56087,20333.36382,20688.05133,19866.97868,36.84505488,56.07916623
2022-08-30T15:00:00+02:00,20261,20341.88739,20276.01364,20213.98191,20196.93369,20331.93087,20704.47594,19847.55134,20.81356873,51.25670162
2022-08-30T16:00:00+02:00,19825,20227.02352,20235.0124,20191.75437,20183.65035,20321.89264,20756.62025,19713.40455,3.821235983,32.16034655
2022-08-30T17:00:00+02:00,19752,20121.46274,20191.10218,20166.62555,20168.23426,20310.60764,20722.16662,19660.03775,1.48E-14,30.13590554
2022-08-30T18:00:00+02:00,19607,20007.13769,20138.00199,20134.64695,20148.19018,20296.67481,20715.7761,19560.22787,1.48E-14,26.55959169
2022-08-30T19:00:00+02:00,19674.5,19933.2182,20095.86544,20108.35283,20131.27268,20284.35452,20659.36998,19532.36091,3.33179519,30.68349514
2022-08-30T20:00:00+02:00,19761,19894.94749,20065.42313,20088.5041,20118.04865,20273.99106,20616.21305,19514.6332,11.29578917,35.66880379
2022-08-30T21:00:00+02:00,19939,19904.73694,20053.93012,20079.96101,20111.65406,20267.35758,20635.77076,19472.08947,26.99172376,44.51259337
2022-08-30T22:00:00+02:00,19964.5,19918.01762,20045.80011,20073.36324,20106.39856,20261.3604,20631.93785,19459.66236,40.36337814,45.66498846
2022-08-30T23:00:00+02:00,19872,19907.79148,20030.0001,20061.85677,20098.02718,20253.65029,20620.44943,19439.55076,46.73435477,42.23811743
2022-08-31T00:00:00+02:00,19897,19905.39337,20017.90918,20052.43638,20090.84764,20246.58791,20596.18356,19439.6348,46.5022673,43.47279867
2022-08-31T01:00:00+02:00,19803.5,19882.7504,19998.41744,20038.21144,20080.58522,20237.81389,20575.45793,19421.37694,42.71384014,40.02675936
2022-08-31T02:00:00+02:00,19945,19896.58365,19993.5613,20032.88508,20075.74289,20232.01559,20569.34891,19417.7737,47.87412323,46.88830984
2022-08-31T03:00:00+02:00,20222,19968.89839,20014.32846,20043.69164,20080.96636,20231.81727,20615.20266,19413.45426,65.74360945,57.20931505
2022-08-31T04:00:00+02:00,20322,20047.36542,20042.2986,20059.59498,20089.5747,20233.60306,20637.9675,19446.6297,86.16192037,60.21508169
2022-08-31T05:00:00+02:00,20391.5,20123.83977,20074.04418,20078.56098,20100.35775,20236.72973,20662.62959,19485.45877,100,62.20227958
2022-08-31T06:00:00+02:00,20331,20169.87537,20097.4038,20092.98607,20108.59497,20238.59647,20669.12597,19525.68163,97.3979334,59.41994015
2022-08-31T07:00:00+02:00,20345.5,20208.90307,20119.958,20107.41543,20117.05587,20240.71337,20667.34287,19572.57313,95.22901529,59.88309745
2022-08-31T08:00:00+02:00,20237,20215.14683,20130.59818,20114.82027,20121.33959,20240.63984,20701.88413,19559.31223,87.44218526,54.83933706
2022-08-31T09:00:00+02:00,20245,20221.78087,20140.99835,20122.25911,20125.75603,20240.72618,20697.29959,19584.69711,81.17129023,55.1393642
2022-08-31T10:00:00+02:00,20226,20222.71845,20148.72577,20128.18716,20129.33617,20240.43457,20708.14835,19589.30319,71.33868968,54.21808199
2022-08-31T11:00:00+02:00,20163.5,20209.5588,20150.06888,20130.20504,20130.55631,20238.91112,20685.81842,19614.31935,62.56974348,51.18829105
2022-08-31T12:00:00+02:00,20322.5,20234.65684,20165.74444,20141.19332,20137.41144,20240.56634,20717.11901,19614.36987,64.62858781,57.6690817
2022-08-31T13:00:00+02:00,20305,20250.28866,20178.40404,20150.5537,20143.39675,20241.84226,20715.68042,19641.12765,68.47292686,56.77558854
2022-08-31T14:00:00+02:00,20295,20260.22451,20189.00367,20158.80778,20148.81115,20242.89489,20735.15317,19642.85417,76.0655138,56.23937801
2022-08-31T15:00:00+02:00,20295.5,20268.06351,20198.68515,20166.61876,20154.05004,20243.93657,20751.03826,19646.33204,69.94882611,56.26162089
2022-08-31T16:00:00+02:00,20088.5,20228.16051,20188.66832,20162.15483,20151.70896,20240.85862,20757.49621,19619.84043,44.77267238,45.86730661
2022-08-31T17:00:00+02:00,20134.5,20207.34706,20183.74393,20160.57455,20151.09436,20238.75251,20776.86982,19590.61803,25.07973323,48.15936707
2022-08-31T18:00:00+02:00,20031,20168.15882,20169.85812,20153.17029,20146.80527,20234.6386,20762.9393,19576.77693,4.677204878,43.67813233
2022-08-31T19:00:00+02:00,19971.5,20124.45686,20151.82556,20142.78913,20140.54437,20229.42793,20761.04381,19542.60731,4.677204878,41.29900436
2022-08-31T20:00:00+02:00,19995,20095.68867,20137.56869,20134.34404,20135.34636,20224.78579,20726.41421,19548.72318,2.384104011,42.62819668
2022-08-31T21:00:00+02:00,20214,20121.98008,20144.51699,20138.89581,20138.15542,20224.57221,20763.08783,19525.94616,26.72266284,53.25172707
2022-08-31T22:00:00+02:00,20187.5,20136.54006,20148.42454,20141.67319,20139.91772,20223.83811,20739.52603,19557.32305,48.50638324,51.99703999
2022-08-31T23:00:00+02:00,20268,20165.75338,20159.29503,20148.89187,20144.49209,20224.7126,20739.88927,19578.70079,74.90095372,55.43227817
2022-09-01T00:00:00+02:00,20144,20160.9193,20157.90458,20148.61233,20144.47451,20223.11433,20740.09923,19575.70993,67.36342896,49.55003118
2022-09-01T01:00:00+02:00,20050.5,20136.38167,20148.14052,20143.00591,20141.11828,20219.69623,20726.99984,19569.28121,54.37633208,45.61904657
2022-09-01T02:00:00+02:00,20054,20118.07464,20139.5823,20137.91986,20138.00691,20216.41511,20724.23738,19554.92721,35.27551684,45.79241046
2022-09-01T03:00:00+02:00,20111.5,20116.61361,20137.02936,20136.41015,20137.06024,20214.33759,20707.56622,19566.4925,34.93238041,48.6866007
2022-09-01T04:00:00+02:00,20111.5,20115.47725,20134.70851,20134.98672,20136.14737,20212.3012,20693.95702,19575.45999,42.59365454,48.6866007
2022-09-01T05:00:00+02:00,20015,20093.14897,20123.82592,20128.13033,20131.82068,20208.39425,20694.66382,19552.98801,39.52998613,44.10340946
2022-09-01T06:00:00+02:00,20045,20082.4492,20116.65992,20123.38003,20128.71994,20205.15872,20668.58084,19564.73901,33.71421278,45.81124606
2022-09-01T07:00:00+02:00,20031.5,20071.12716,20108.91811,20118.12974,20125.2478,20201.71993,20642.20182,19575.63441,26.32197946,45.14282985
2022-09-01T08:00:00+02:00,19975,20049.76557,20096.74374,20109.9509,20119.88181,20197.23043,20612.82861,19580.65887,22.20385487,42.35733199
2022-09-01T09:00:00+02:00,19891.5,20014.59544,20078.08522,20097.46799,20111.72532,20191.17636,20601.02117,19555.14927,11.56173058,38.56957893
2022-09-01T10:00:00+02:00,19920,19993.57423,20063.71383,20087.32696,20104.87798,20185.80653,20575.22579,19552.20188,6.360498714,40.5245218
2022-09-01T11:00:00+02:00,19921.5,19977.55774,20050.7853,20077.85114,20098.32877,20180.57274,20558.22497,19543.34563,7.940549207,40.63160885
2022-09-01T12:00:00+02:00,20012,19985.21157,20047.25937,20074.08821,20095.2456,20177.23466,20541.27478,19553.24396,24.30801236,46.84956719
2022-09-01T13:00:00+02:00,20064,20002.72011,20048.78124,20073.51174,20094.12969,20174.99239,20540.72412,19556.83836,53.77691323,50.08451494
2022-09-01T14:00:00+02:00,19987,19999.22675,20043.16477,20068.56822,20090.30362,20171.26977,20543.89744,19542.43209,70.20717618,45.65346843
2022-09-01T15:00:00+02:00,19969.5,19992.62081,20036.46797,20062.90718,20085.98921,20167.27433,20529.39831,19543.53763,71.54503495,44.6858484
2022-09-01T16:00:00+02:00,19690,19925.37174,20004.97088,20041.59819,20071.84674,20157.82335,20533.08477,19476.85699,38.21170162,32.74763251
2022-09-01T17:00:00+02:00,19774,19891.73358,19983.97353,20026.30687,20061.20935,20150.22289,20512.40071,19455.54635,27.99614856,38.09995806
2022-09-01T18:00:00+02:00,19654,19838.90389,19953.97593,20005.03219,20046.66616,20140.39669,20499.6226,19408.32927,12.5908419,33.94388533
2022-09-01T19:00:00+02:00,19717,19811.81414,19932.43267,19988.57321,20034.89237,20132.0126,20503.06886,19361.79648,22.26874728,37.78117374
2022-09-01T20:00:00+02:00,19802,19809.63322,19920.57515,19977.91188,20026.57479,20125.4777,20499.52305,19341.62726,30.96716268,42.62406021
2022-09-01T21:00:00+02:00,19862.5,19821.38139,19915.29559,19971.31692,20020.71497,20120.27022,20478.49721,19352.09398,53.86756027,45.85453035
2022-09-01T22:00:00+02:00,20058.5,19874.07442,19928.31418,19976.29881,20022.06444,20119.04705,20505.92996,19350.69839,77.52298822,54.74436978
2022-09-01T23:00:00+02:00,20076.5,19919.05788,19941.78561,19982.02459,20024.00857,20118.20453,20509.3217,19374.24953,91.86707951,55.46748931
2022-09-02T00:00:00+02:00,20064.5,19951.37835,19952.94147,19986.73747,20025.45469,20117.14107,20504.36783,19401.5151,99.07702744,54.83839518
2022-09-02T01:00:00+02:00,20124.5,19989.84983,19968.5377,19994.60962,20028.99202,20117.2868,20501.14789,19435.9275,99.07702744,57.43769824
2022-09-02T02:00:00+02:00,20067.5,20007.10542,19977.53427,19998.77478,20030.36731,20116.30092,20489.99374,19465.0748,94.76480591,54.24362725
2022-09-02T03:00:00+02:00,20039.5,20014.30422,19983.16752,20001.10194,20030.69347,20114.78011,20475.62988,19490.70516,89.28275178,52.69348235
2022-09-02T04:00:00+02:00,20022,20016.01439,19986.69774,20002.29611,20030.38299,20112.94288,20468.94851,19504.44698,81.53518453,51.6990599
2022-09-02T05:00:00+02:00,20150,20045.78897,20001.5434,20010.73633,20034.65503,20113.67668,20497.02626,19506.06055,85.84740606,57.94989082
2022-09-02T06:00:00+02:00,20156.5,20070.39142,20015.63037,20019.06569,20039.00663,20114.52467,20509.2573,19522.00343,92.25243274,58.24540242
2022-09-02T07:00:00+02:00,20116.5,20080.63777,20024.80033,20024.63336,20041.77425,20114.56378,20502.23963,19547.36104,96.44470197,55.65342835
2022-09-02T08:00:00+02:00,20105,20086.0516,20032.09121,20029.22574,20044.03232,20114.3744,20489.89199,19574.29044,90.9907055,54.8970475
2022-09-02T09:00:00+02:00,20105,20090.26236,20038.71928,20033.5557,20046.20973,20114.18877,20481.07001,19596.36856,83.84587573,54.8970475
2022-09-02T10:00:00+02:00,20090,20090.20405,20043.38117,20036.78109,20047.77367,20113.70979,20469.34969,19617.41264,75.41850698,53.79113168
2022-09-02T11:00:00+02:00,20128.5,20098.71426,20051.11924,20042.02217,20050.65676,20114.00266,20465.3043,19636.93418,70.60256674,56.22848672
2022-09-02T12:00:00+02:00,20059,20089.88887,20051.83568,20042.99233,20050.95473,20112.9135,20466.32895,19637.34241,44.41406317,50.99894739
2022-09-02T13:00:00+02:00,20080,20087.69135,20054.39607,20045.10705,20051.99206,20112.26175,20462.74696,19646.04517,29.68458957,52.4383527
2022-09-02T14:00:00+02:00,20265.5,20127.20438,20073.58734,20057.70094,20059.61734,20115.29617,20523.37745,19623.79722,39.95452628,62.82616998
2022-09-02T15:00:00+02:00,20253,20155.15896,20089.89758,20068.86088,20066.52387,20118.02298,20545.05983,19634.73533,70.52521294,61.84593686
2022-09-02T16:00:00+02:00,20348,20198.01253,20113.36143,20084.81169,20076.57659,20122.57698,20586.79781,19639.92506,97.23735333,66.16644381
2022-09-02T17:00:00+02:00,20346.5,20231.00974,20134.55585,20099.76531,20086.21671,20127.0111,20597.74677,19671.36493,96.95789732,66.03928437
2022-09-02T18:00:00+02:00,20120,20206.34091,20133.23259,20100.92157,20087.42325,20126.87226,20623.87416,19642.59102,66.38721066,50.31502665
2022-09-02T19:00:00+02:00,19790.5,20113.93182,20102.07508,20083.1832,20076.81885,20120.21143,20638.02797,19566.1222,33.05387732,36.64534259
2022-09-02T20:00:00+02:00,19924,20071.72475,20085.88644,20074.08702,20071.36104,20116.32605,20650.09269,19521.68019,7.581302803,43.35959481
2022-09-02T21:00:00+02:00,19907,20035.11925,20069.62403,20064.53919,20065.491,20112.18098,20636.06555,19503.18252,14.46125296,42.73845374
2022-09-02T22:00:00+02:00,19959.5,20018.31497,20059.61276,20058.53695,20061.70561,20109.1576,20609.37988,19509.84563,24.28153262,45.34250668
2022-09-02T23:00:00+02:00,19964.5,20006.35609,20050.96614,20053.16341,20058.23398,20106.29309,20583.96419,19517.9681,26.80703088,45.5962595
2022-09-03T00:00:00+02:00,19981.5,20000.83251,20044.65104,20049.06836,20055.49348,20103.82194,20568.50637,19520.79571,31.06066598,46.50561351
2022-09-03T01:00:00+02:00,19940.5,19987.42529,20035.18276,20042.86445,20051.38657,20100.58784,20538.01271,19532.35282,30.18913479,44.57064987
2022-09-03T02:00:00+02:00,19991.5,19988.33078,20031.2116,20039.92934,20049.24776,20098.42768,20526.3037,19536.11951,32.33530209,47.49697617
2022-09-03T03:00:00+02:00,19945.5,19978.81283,20023.41964,20034.53338,20045.54248,20095.39941,20497.93373,19548.90555,30.83861919,45.18010168
2022-09-03T04:00:00+02:00,19932.5,19968.52109,20015.15422,20028.7029,20041.50525,20092.17368,20470.45301,19559.85542,30.7804961,44.51917415
2022-09-03T05:00:00+02:00,19888.5,19950.73862,20003.6402,20020.6913,20036.04078,20088.14054,20444.09622,19563.18417,24.87347369,42.26552197
2022-09-03T06:00:00+02:00,19921,19944.13004,19996.12745,20014.99466,20031.93218,20084.83083,20415.08662,19577.16829,24.14431822,44.50035639
2022-09-03T07:00:00+02:00,19932.5,19941.54559,19990.34314,20010.28068,20028.38103,20081.81438,20385.59093,19595.09534,36.37528803,45.30710858
2022-09-03T08:00:00+02:00,19880,19927.86879,19980.31194,20002.83607,20023.08171,20077.81805,20372.29204,19588.33185,47.35342133,42.28517939
2022-09-03T09:00:00+02:00,19812.5,19902.23128,19965.05631,19991.95972,20015.56093,20072.56423,20361.39497,19568.71765,38.44567444,38.71020782
2022-09-03T10:00:00+02:00,19783.5,19875.84655,19948.55119,19980.04774,20007.27304,20066.84018,20333.40138,19563.70101,17.32407925,37.25299005
2022-09-03T11:00:00+02:00,19789.5,19856.65843,19934.09199,19969.15929,19999.49543,20061.3483,20313.63145,19554.55254,1.698291368,37.77490825
2022-09-03T12:00:00+02:00,19844.5,19853.95656,19925.94727,19962.03591,19993.95988,20057.05427,20296.05533,19555.8392,18.76073865,42.49661424
2022-09-03T13:00:00+02:00,19797.5,19841.41065,19914.27024,19952.63385,19986.94346,20051.91458,20273.90631,19554.63418,26.79705064,39.7227061
2022-09-03T14:00:00+02:00,19842.5,19841.65273,19907.74568,19946.34049,19981.78476,20047.76776,20254.55059,19560.94076,45.50344774,43.52375041
2022-09-03T15:00:00+02:00,19857,19845.06324,19903.13243,19941.23532,19977.32816,20043.99018,20242.737,19563.52787,52.78086501,44.73310709
2022-09-03T16:00:00+02:00,19804,19835.93807,19894.12039,19933.3933,19971.13787,20039.2379,20227.03892,19561.20187,61.31015455,41.2556296
2022-09-03T17:00:00+02:00,19763.5,19819.84072,19882.24581,19923.68511,19963.72224,20033.77774,20207.0273,19557.46433,47.2048067,38.77505913
2022-09-03T18:00:00+02:00,19783,19811.6539,19873.22347,19915.64596,19957.26787,20028.81185,20188.19913,19558.2478,36.82533736,40.62615039
2022-09-03T19:00:00+02:00,19812,19811.73081,19867.6577,19909.72334,19952.07973,20024.51854,20174.70653,19560.60886,45.56937979,43.36839622
2022-09-03T20:00:00+02:00,19750.5,19798.12396,19857.007,19900.62486,19944.88046,20019.09243,20165.48091,19548.53308,47.45368442,39.23035152
2022-09-03T21:00:00+02:00,19708.5,19778.20753,19843.50636,19889.6463,19936.4383,20012.94209,20166.58928,19520.42344,33.4932892,36.65789414
2022-09-03T22:00:00+02:00,19735.5,19768.71696,19833.6876,19880.83794,19929.26193,20007.44819,20146.55031,19520.82489,19.53796817,39.40855141
2022-09-03T23:00:00+02:00,19739,19762.11319,19825.07964,19872.73291,19922.46686,20002.13238,20125.23787,19524.9214,24.21575322,39.7736578
2022-09-04T00:00:00+02:00,19782.5,19766.6436,19821.20876,19867.57675,19917.46804,19997.78323,20115.67712,19526.7404,55.63126532,44.26850264
2022-09-04T01:00:00+02:00,19821.5,19778.83391,19821.23524,19864.94379,19914.04061,19994.29247,20112.45586,19530.01462,77.61027573,48.01452422
2022-09-04T02:00:00+02:00,19796.5,19782.75971,19818.98658,19861.03272,19909.84273,19990.37579,20101.72715,19536.246,91.83285112,45.88538515
2022-09-04T03:00:00+02:00,19771.5,19780.25755,19814.66962,19855.91656,19904.90192,19986.04161,20087.71444,19541.6248,81.36287504,43.79401527
2022-09-04T04:00:00+02:00,19784,19781.0892,19811.88147,19851.80704,19900.584,19982.04079,20072.60166,19551.16128,72.92686161,45.14038371
2022-09-04T05:00:00+02:00,19770.5,19778.73605,19808.11952,19847.16093,19895.93814,19977.85186,20065.53827,19550.70077,67.14888887,43.91683618
2022-09-04T06:00:00+02:00,19796.5,19782.68359,19807.0632,19844.26602,19892.38678,19974.26074,20055.73775,19558.38865,76.27107469,46.90193397
2022-09-04T07:00:00+02:00,19761.5,19777.97613,19802.92109,19839.53653,19887.71225,19970.04765,20041.44032,19564.40186,71.57994687,43.54212161
2022-09-04T08:00:00+02:00,19696,19759.75921,19793.20099,19831.33444,19880.86538,19964.62097,20036.00456,19550.39742,54.35680594,38.04893097
2022-09-04T09:00:00+02:00,19631,19731.14605,19778.45545,19819.88676,19871.94162,19958.01461,20030.48733,19526.42356,24.28908409,33.52844398
2022-09-04T10:00:00+02:00,19728.5,19730.55804,19773.91404,19814.66466,19866.8187,19953.46977,20043.08651,19504.74158,28.71125521,44.23149735
2022-09-04T11:00:00+02:00,19760.5,19737.21181,19772.69458,19811.56954,19863.02161,19949.64858,20042.46187,19502.9273,56.16675766,47.23447536
2022-09-04T12:00:00+02:00,19746,19739.16474,19770.2678,19807.8227,19858.84226,19945.61594,20030.62314,19509.91246,84.9223105,46.02510136
2022-09-04T13:00:00+02:00,19841.5,19761.90591,19776.74346,19809.74712,19858.2229,19943.55424,20049.25199,19504.23493,93.62728063,54.32059159
2022-09-04T14:00:00+02:00,19868,19785.48237,19785.03951,19813.07586,19858.57208,19942.05811,20073.33314,19496.74587,95.42221951,56.3264307
2022-09-04T15:00:00+02:00,19705,19767.5974,19777.76319,19806.90009,19853.08736,19937.36389,20087.14299,19468.38338,81.44276319,43.63440155
2022-09-04T16:00:00+02:00,19742.5,19762.0202,19774.55744,19803.22009,19849.13781,19933.5052,20081.66012,19467.45477,67.24315919,46.61475919
2022-09-04T17:00:00+02:00,19782.5,19766.57127,19775.27949,19802.03608,19846.75789,19930.515,20082.08912,19468.46987,57.51309265,49.67165287
2022-09-04T18:00:00+02:00,19883,19792.44432,19785.07227,19806.66259,19848.05225,19929.57411,20109.18121,19460.96333,76.07032946,56.42322576
2022-09-04T19:00:00+02:00,19829,19800.5678,19789.0657,19807.93902,19847.37182,19927.58254,20115.63114,19462.50025,84.35245149,52.358842
2022-09-04T20:00:00+02:00,19840,19809.33051,19793.69609,19809.77107,19847.10854,19925.84823,20113.54257,19473.84961,89.2440716,53.09997051
2022-09-04T21:00:00+02:00,19870.5,19822.92373,19800.67826,19813.2413,19847.94395,19924.75223,20117.5,19483.85653,87.4367174,55.18185636
2022-09-04T22:00:00+02:00,19894,19838.71846,19809.16206,19817.85608,19849.58881,19924.14327,20116.4251,19501.89902,93.35419938,56.77399754
2022-09-04T23:00:00+02:00,19845.5,19840.22547,19812.46551,19819.43573,19849.44278,19922.58598,20117.60261,19507.3284,87.65293576,52.61937159
2022-09-05T00:00:00+02:00,19826.5,19837.17536,19813.74137,19819.83941,19848.62339,19920.68329,20110.47583,19517.00691,74.9228245,51.04350485
2022-09-05T01:00:00+02:00,19986.5,19870.35862,19829.4467,19829.36287,19853.54756,19921.98659,20147.41441,19511.47899,74.9228245,61.49999025
2022-09-05T02:00:00+02:00,19902.5,19877.50115,19836.08791,19833.54213,19855.29586,19921.60072,20169.27221,19502.90361,73.0989717,54.8735204
2022-09-05T03:00:00+02:00,19832,19867.38978,19835.71628,19833.45401,19854.46386,19919.82645,20176.70885,19494.72371,66.18701398,50.00379308
2022-09-05T04:00:00+02:00,19845.5,19862.52538,19836.60571,19834.14235,19854.14372,19918.35463,20163.20595,19510.00547,46.41405206,50.9023221
2022-09-05T05:00:00+02:00,19877.5,19865.85308,19840.32337,19836.61993,19854.97788,19917.54563,20164.16645,19516.48029,39.86846355,53.05597764
2022-09-05T06:00:00+02:00,19880,19868.99684,19843.93034,19839.09879,19855.87152,19916.80215,20160.49891,19527.36176,38.00832498,53.22858944
2022-09-05T07:00:00+02:00,19718,19835.44198,19832.48213,19832.17886,19850.94754,19912.86548,20170.26009,19494.70416,24.44795357,42.35935013
2022-09-05T08:00:00+02:00,19771.5,19821.23265,19826.9383,19828.7115,19848.11013,19910.06616,20159.55355,19494.32305,16.82021118,46.26199625
2022-09-05T09:00:00+02:00,19744.5,19804.18095,19819.44391,19823.89941,19844.40977,19906.78762,20145.9795,19492.90832,10.73346247,44.62006427
2022-09-05T10:00:00+02:00,19769.5,19796.47408,19814.90355,19820.79088,19841.73442,19904.06906,20131.40088,19498.40622,17.96705389,46.51301723
2022-09-05T11:00:00+02:00,19757,19787.70206,19809.63959,19817.14568,19838.70819,19901.1568,20118.52997,19500.74921,16.94028274,45.67240455
2022-09-05T12:00:00+02:00,19693,19766.65716,19799.03599,19810.05164,19833.50433,19897.03488,20118.54135,19479.53064,13.00325986,41.53359369
2022-09-05T13:00:00+02:00,19695,19750.73334,19789.57817,19803.47726,19828.55774,19893.03419,20104.90457,19474.25178,6.066438043,41.71135627
2022-09-05T14:00:00+02:00,19720.5,19744.01482,19783.29834,19798.73571,19824.69854,19889.61767,20093.78,19472.81668,4.493223299,44.04723545
2022-09-05T15:00:00+02:00,19727.5,19740.34486,19778.22576,19794.66509,19821.22716,19886.40742,20083.35159,19473.09994,12.41119265,44.70234761
2022-09-05T16:00:00+02:00,19831,19760.49045,19783.02342,19796.74137,19821.57619,19885.31024,20100.64026,19465.40659,45.44775638,53.39164871
2022-09-05T17:00:00+02:00,19844,19779.04813,19788.56675,19799.44187,19822.37704,19884.49222,20107.71095,19469.42254,74.58463601,54.36170131
2022-09-05T18:00:00+02:00,19834.5,19791.37077,19792.7425,19801.44519,19822.81,19883.50227,20106.8764,19478.60859,97.72359337,53.48564163
2022-09-05T19:00:00+02:00,19818.5,19797.39948,19795.08409,19802.41975,19822.65608,19882.2151,20100.27986,19489.88832,91.50022573,51.96668041
2022-09-05T20:00:00+02:00,19735.5,19783.64404,19789.66735,19798.59576,19819.54336,19879.30985,20110.56342,19468.77128,66.78674958,44.85088736
2022-09-05T21:00:00+02:00,19705.5,19766.2787,19782.01578,19793.27601,19815.47038,19875.86807,20096.70498,19467.32657,38.45226984,42.58130897
2022-09-05T22:00:00+02:00,19736,19759.5501,19777.83252,19790.00309,19812.63215,19873.09841,20089.00822,19466.65683,21.89703305,45.59550964
2022-09-05T23:00:00+02:00,19745,19756.31674,19774.84775,19787.43149,19810.21672,19870.56181,20084.79661,19464.89889,26.15149901,46.48818977
2022-09-06T00:00:00+02:00,19795,19764.91302,19776.67977,19787.86397,19809.67327,19869.06553,20083.13228,19470.22726,48.7333432,51.27177879
2022-09-06T01:00:00+02:00,19780,19768.26568,19776.98161,19787.4146,19808.61351,19867.30186,20085.11609,19468.84714,59.74318101,49.83257117
2022-09-06T02:00:00+02:00,20087.5,19839.20664,19805.21055,19804.56234,19818.57374,19871.66222,20172.87114,19437.54997,80.2021912,69.02677325
2022-09-06T03:00:00+02:00,19764.5,19822.60517,19801.5096,19802.27306,19816.64253,19869.54019,20229.58728,19373.43191,61.94980703,48.1760376
2022-09-06T04:00:00+02:00,19806,19818.91513,19801.91781,19802.48603,19816.26244,19868.28197,20235.41852,19368.41711,50.05780062,50.25516941
2022-09-06T05:00:00+02:00,19776.5,19809.48955,19799.6071,19801.00112,19814.84236,19866.46451,20226.25062,19372.96359,24.50955388,48.75771585
2022-09-06T06:00:00+02:00,19753,19796.93631,19795.37009,19798.25819,19812.6337,19864.21768,20211.78907,19378.95112,23.71089871,47.54241339
2022-09-06T07:00:00+02:00,19772.5,19791.50602,19793.29099,19796.7863,19811.20035,19862.40149,20200.85862,19385.72337,21.73224897,48.68538008
