time,close,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 3,Lower ATR 3,RSI Stoch,RSI
2022-08-09T16:00:00+02:00,23089.5,23334.13493,23559.53926,23588.61963,23538.95809,23421.99745,24081.94559,23037.13293,1.700558416,25.51740017
2022-08-09T17:00:00+02:00,23065,23274.32717,23514.58115,23558.69851,23522.03102,23414.92819,24027.20846,23001.95384,2.776218684,24.91450535
2022-08-09T18:00:00+02:00,23061.5,23227.03224,23473.39195,23530.28717,23505.58348,23407.92961,23977.68874,22969.09516,3.758352174,24.82427174
2022-08-09T19:00:00+02:00,23050,23187.69175,23434.90177,23502.84218,23489.31264,23400.8419,23939.39165,22930.4119,2.714357213,24.51016537
2022-08-09T20:00:00+02:00,23054,23157.98247,23400.27434,23477.19406,23473.76576,23393.97374,23887.69351,22912.85517,2.687735453,24.86627359
2022-08-09T21:00:00+02:00,23055.5,23135.20859,23368.93122,23453.09726,23458.8277,23387.27129,23840.17759,22897.68485,2.906090733,25.00913595
2022-08-09T22:00:00+02:00,23131.5,23134.38446,23347.34656,23434.72027,23447.13743,23382.20651,23812.25391,22882.43922,10.92275118,32.05813388
2022-08-09T23:00:00+02:00,23176.5,23143.74347,23331.81506,23419.96483,23437.4718,23378.13312,23780.97902,22882.65109,25.7251829,35.90015384
2022-08-10T00:00:00+02:00,23160.5,23147.46714,23316.24096,23405.13826,23427.57995,23373.82355,23762.25035,22870.23157,55.74863442,35.13928943
2022-08-10T01:00:00+02:00,23139,23145.58555,23300.12815,23389.93036,23417.27353,23369.17358,23736.24401,22864.01228,75.40042108,34.09363675
2022-08-10T02:00:00+02:00,22766,23061.23321,23251.57104,23354.2772,23394.01376,23357.22955,23788.96435,22714.17774,59.54895085,21.91153293
2022-08-10T03:00:00+02:00,22874,23019.62583,23217.2464,23326.83279,23375.44184,23347.66064,23755.14733,22679.34548,46.97860668,29.73967548
2022-08-10T04:00:00+02:00,22900.5,22993.15342,23188.45127,23302.47091,23358.47963,23338.80598,23723.50213,22653.40042,41.62773182,31.55282719
2022-08-10T05:00:00+02:00,22847,22960.67488,23157.41025,23276.44401,23340.2125,23329.06725,23673.31462,22641.50588,60.60747435,29.87654563
2022-08-10T06:00:00+02:00,22933,22954.52491,23137.00932,23256.81863,23325.6692,23321.22433,23647.34909,22626.66955,75.00689547,35.78251678
2022-08-10T07:00:00+02:00,22890,22940.18604,23114.55392,23235.85757,23310.10958,23312.68523,23604.83371,22624.27414,81.38668209,34.23015968
2022-08-10T08:00:00+02:00,22924.5,22936.70025,23097.2763,23218.06571,23296.33781,23304.9984,23575.67896,22618.87364,95.74027289,36.60645868
2022-08-10T09:00:00+02:00,22950,22939.65575,23083.88754,23202.74767,23283.9686,23297.96873,23545.1543,22622.62079,96.02058898,38.37865265
2022-08-10T10:00:00+02:00,23090.5,22973.1767,23084.48867,23196.33352,23277.05901,23293.86044,23549.98638,22618.99097,100,47.14594315
2022-08-10T11:00:00+02:00,23069.5,22994.58188,23083.12607,23189.08589,23269.64619,23289.41765,23537.44536,22628.80677,98.60569429,46.09040868
2022-08-10T12:00:00+02:00,23052.5,23007.45257,23080.34188,23181.28098,23261.89097,23284.72622,23528.99551,22631.68825,96.04580475,45.20802407
2022-08-10T13:00:00+02:00,23107,23029.57422,23082.76534,23177.03635,23256.35915,23281.20688,23532.05086,22633.47983,96.04580475,48.60505894
2022-08-10T14:00:00+02:00,23969,23238.33551,23163.33213,23222.29142,23281.81061,23294.82655,23807.77582,22518.88844,97.44011046,75.00289135
