time,close,EMA 1,EMA 2,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,Volume,K,RSI
2021-04-15T00:00:00+02:00,62849.5,62850.7066,63144.87779,63879.01312,62410.74247,64613.14844,61676.60715,65347.28377,60942.47182,374.858,19.99283319,46.81309251
2021-04-15T01:00:00+02:00,62921,62866.32736,63124.52527,63834.29378,62414.75675,64544.0623,61704.98824,65253.83081,60995.21972,419.122,27.25049674,47.73008272
2021-04-15T02:00:00+02:00,62750.5,62840.58794,63090.52297,63794.48659,62386.55935,64498.45021,61682.59573,65202.41383,60978.63211,778.377,26.70492469,45.7064108
2021-04-15T03:00:00+02:00,62740.5,62818.34618,63058.7027,63746.63321,62370.7722,64434.56371,61682.84169,65122.49422,60994.91118,476.672,29.08018293,45.58433661
2021-04-15T04:00:00+02:00,62858.5,62827.26925,63040.50245,63725.72364,62355.28127,64410.94482,61670.06009,65096.16601,60984.8389,431.814,35.11613872,47.37058548
2021-04-15T05:00:00+02:00,63071.5,62881.54275,63043.32041,63715.45437,62371.18646,64387.58833,61699.0525,65059.72228,61026.91854,569.048,56.45569864,50.52750926
2021-04-15T06:00:00+02:00,63001,62908.08881,63039.4731,63700.09749,62378.84872,64360.72188,61718.22433,65021.34627,61057.59994,409.953,71.23895921,49.46979141
2021-04-15T07:00:00+02:00,63098,62950.29129,63044.79373,63693.94495,62395.64251,64343.09616,61746.4913,64992.24738,61097.34008,424.899,85.24689338,50.98996864
2021-04-15T08:00:00+02:00,62950,62950.22656,63036.17612,63672.49511,62399.85713,64308.81409,61763.53814,64945.13308,61127.21916,320.637,82.60715582,48.58810811
2021-04-15T09:00:00+02:00,62847,62927.28733,63018.97829,63637.06021,62400.89637,64255.14212,61782.81446,64873.22404,61164.73254,339.532,77.91918383,46.93124986
2021-04-15T10:00:00+02:00,62690.5,62874.66792,62989.11663,63601.90698,62376.32628,64214.69733,61763.53592,64827.48768,61150.74557,1156.017,61.94224224,44.45098232
2021-04-15T11:00:00+02:00,62718.5,62839.96394,62964.51512,63553.42758,62375.60265,64142.34005,61786.69018,64731.25252,61197.77771,698.4,46.46864104,45.01092197
2021-04-15T12:00:00+02:00,62274,62714.19417,62901.74101,63484.73116,62318.75086,64067.72131,61735.76071,64650.71146,61152.77056,507.495,25.01768444,38.39438206
2021-04-15T13:00:00+02:00,62479.5,62662.03991,62863.35547,63430.73918,62295.97176,63998.12289,61728.58805,64565.5066,61161.20433,484.671,21.94641511,42.59566979
2021-04-15T14:00:00+02:00,62692,62668.69771,62847.7777,63396.99114,62298.56425,63946.20459,61749.35081,64495.41803,61200.13736,564.332,32.95964913,46.64747776
2021-04-15T15:00:00+02:00,62965.5,62734.65377,62858.47972,63397.92792,62319.03153,63937.37612,61779.58333,64476.82432,61240.13513,448.632,66.29298246,51.40198797
2021-04-15T16:00:00+02:00,62717,62730.73071,62845.61793,63372.28412,62318.95175,63898.9503,61792.28556,64425.61649,61265.61938,391.864,77.94319849,47.27934238
2021-04-15T17:00:00+02:00,62793.5,62744.67944,62840.87994,63352.31997,62329.43991,63863.76,61817.99988,64375.20003,61306.55985,510.603,82.36988882,48.64486741
2021-04-15T18:00:00+02:00,62760,62748.08401,62833.52722,63341.22153,62325.8329,63848.91584,61818.13859,64356.61015,61310.44428,534.659,73.80018907,48.05784966
2021-04-15T19:00:00+02:00,62669,62730.50979,62818.5702,63314.50063,62322.63976,63810.43106,61826.70933,64306.3615,61330.7789,392.934,71.59591983,46.41917441
2021-04-15T20:00:00+02:00,62794,62744.61872,62816.33654,63294.87909,62337.794,63773.42163,61859.25145,64251.96418,61380.70891,197.188,72.48562473,48.99205534
2021-04-15T21:00:00+02:00,63440.5,62899.25901,62873.07867,63375.01104,62371.14631,63876.9434,61869.21395,64378.87577,61367.28158,749.064,81.05532449,59.7556709
2021-04-15T22:00:00+02:00,63429,63016.97923,62923.61698,63412.80417,62434.42978,63901.99137,61945.24259,64391.17856,61456.05539,362.205,93.44888281,59.51508984
2021-04-15T23:00:00+02:00,63450.5,63113.31718,62971.51543,63460.22497,62482.8059,63948.93451,61994.09636,64437.64405,61505.38682,445.548,99.62458404,59.84062251
2021-04-16T00:00:00+02:00,63376.5,63171.80225,63008.33221,63479.34821,62537.31621,63950.36421,62066.30021,64421.38021,61595.28421,206.727,96.93274977,58.10873077
2021-04-16T01:00:00+02:00,63258.5,63191.06842,63031.07474,63492.16102,62569.98845,63953.24731,62108.90217,64414.33359,61647.81588,338.877,90.34008011,55.35744532
2021-04-16T02:00:00+02:00,63472,63253.49766,63071.15885,63527.63183,62614.68587,63984.10481,62158.2129,64440.57779,61701.73992,437.073,88.96286632,59.12812291
2021-04-16T03:00:00+02:00,63160,63232.7204,63079.23532,63553.53166,62604.93898,64027.828,62130.64265,64502.12433,61656.34631,489.298,72.65521789,52.19060538
2021-04-16T04:00:00+02:00,62925,63164.33809,63065.21393,63533.84624,62596.58161,64002.47856,62127.9493,64471.11087,61659.31699,329.26,49.35969656,47.65517961
2021-04-16T05:00:00+02:00,63034.5,63135.48518,63062.42175,63520.33033,62604.51318,63978.23891,62146.6046,64436.14748,61688.69602,610.309,25.90546586,49.8424042
2021-04-16T06:00:00+02:00,61809,62840.7107,62948.47432,63468.42514,62428.5235,63988.37596,61908.57268,64508.32679,61388.62186,1181.134,11.57161522,33.14825686
2021-04-16T07:00:00+02:00,61951.5,62643.10832,62857.84029,63391.79463,62323.88596,63925.74896,61789.93162,64459.70329,61255.97729,819.961,11.86245359,35.83929956
2021-04-16T08:00:00+02:00,61656,62423.75091,62748.58208,63294.14682,62203.01734,63839.71156,61657.45261,64385.2763,61111.88787,1073.366,3.360564751,32.88326137
2021-04-16T09:00:00+02:00,61547,62228.91738,62639.34735,63182.69318,62096.00152,63726.03901,61552.65569,64269.38484,61009.30986,444.593,3.360564751,31.84003685
2021-04-16T10:00:00+02:00,61387.5,62041.93574,62525.54304,63061.11417,61989.97192,63596.6853,61454.40079,64132.25642,60918.82966,590.58,-4.14E-15,30.32400497
2021-04-16T11:00:00+02:00,60830.5,61772.7278,62371.44822,62927.87141,61815.02503,63484.2946,61258.60184,64040.71779,60702.17865,1130.621,-4.14E-15,25.71865881
2021-04-16T12:00:00+02:00,60518,61493.8994,62202.95293,62764.45303,61641.45282,63325.95314,61079.95272,63887.45324,60518.45262,568.024,-4.14E-15,23.55705441
2021-04-16T13:00:00+02:00,60989.5,61381.81064,62092.63903,62667.74627,61517.53179,63242.85351,60942.42455,63817.96075,60367.31731,660.304,8.607333773,32.74221619
2021-04-16T14:00:00+02:00,60894.5,61273.51939,61983.7173,62548.60259,61418.832,63113.48788,60853.94671,63678.37318,60289.06141,422.533,16.43503849,31.91024903
2021-04-16T15:00:00+02:00,60706,61147.40397,61867.56118,62451.24038,61283.88198,63034.91958,60700.20278,63618.59878,60116.52357,692.342,22.72274622,30.26686888
2021-04-16T16:00:00+02:00,61368.5,61196.53642,61822.19198,62423.67981,61220.70415,63025.16764,60619.21632,63626.65547,60017.72849,683.744,35.16902154,41.64224208
2021-04-16T17:00:00+02:00,61551,61275.3061,61797.53816,62382.66972,61212.40661,62967.80128,60627.27505,63552.93283,60042.14349,600.431,53.69182442,44.33602369
2021-04-16T18:00:00+02:00,61703.5,61370.4603,61788.98924,62366.3614,61211.61708,62943.73356,60634.24492,63521.10572,60056.87276,633.223,76.56988839,46.55602974
2021-04-16T19:00:00+02:00,61588,61418.80246,61770.71749,62323.09878,61218.3362,62875.48007,60665.95491,63427.86136,60113.57362,219.075,86.72382193,45.08929951
2021-04-16T20:00:00+02:00,61799,61503.2908,61773.28863,62331.78554,61214.79172,62890.28245,60656.2948,63448.77937,60097.79789,279.847,93.70664767,48.29409003
2021-04-16T21:00:00+02:00,61699.5,61546.89285,61766.58057,62318.75628,61214.40487,62870.93198,60662.22916,63423.10769,60110.05346,205.952,96.0009067,46.90389142
2021-04-16T22:00:00+02:00,61879.5,61620.80555,61776.84597,62313.15199,61240.53996,62849.458,60704.23395,63385.76401,60167.92794,166.257,98.12669739,49.72345808
2021-04-16T23:00:00+02:00,61723.5,61643.62654,61771.99634,62289.88764,61254.10504,62807.77893,60736.21375,63325.67023,60218.32245,164.472,95.13550722,47.3753974
2021-04-17T00:00:00+02:00,61517,61615.48731,61748.81485,62257.82106,61239.80865,62766.82726,60730.80245,63275.83347,60221.79624,196.425,90.21115268,44.38735085
2021-04-17T01:00:00+02:00,61313,61548.2679,61709.19532,62200.52251,61217.86813,62691.8497,60726.54094,63183.17689,60235.21375,396.281,79.85785641,41.59620219
2021-04-17T02:00:00+02:00,61426,61521.09726,61683.45029,62177.4684,61189.43219,62671.4865,60695.41408,63165.50461,60201.39598,588.672,72.54287653,43.70777058
2021-04-17T03:00:00+02:00,61855,61595.29787,61699.04572,62197.34825,61200.7432,62695.65077,60702.44067,63193.9533,60204.13814,381.634,79.34053368,50.95718582
2021-04-17T04:00:00+02:00,62185.5,61726.4539,61743.26884,62234.62118,61251.91649,62725.97353,60760.56415,63217.32587,60269.2118,446.445,89.69382995,55.69133607
2021-04-17T05:00:00+02:00,62362.5,61867.79748,61799.56258,62282.7469,61316.37826,62765.93122,60833.19394,63249.11554,60350.00962,342.929,100,58.02808435
2021-04-17T06:00:00+02:00,62250,61952.73137,61840.51144,62308.25402,61372.76885,62775.9966,60905.02627,63243.73919,60437.28369,311.463,95.89875318,56.00634822
2021-04-17T07:00:00+02:00,62190,62005.45773,61872.28312,62322.47267,61422.09358,62772.66221,60971.90404,63222.85175,60521.7145,446.783,89.56859156,54.90759026
2021-04-17T08:00:00+02:00,62056,62016.68935,61888.98466,62324.62495,61453.34437,62760.26524,61017.70408,63195.90552,60582.06379,244.868,78.21958871,52.43352003
2021-04-17T09:00:00+02:00,62127.5,62041.31394,61910.66787,62334.76242,61486.57332,62758.85698,61062.47876,63182.95153,60638.38421,319.793,73.40715456,53.63402769
2021-04-17T10:00:00+02:00,62433.5,62128.4664,61958.19806,62373.89301,61542.50312,62789.58795,61126.80818,63205.28289,60711.11324,253.529,79.73731618,58.46543507
2021-04-17T11:00:00+02:00,61814.5,62058.69609,61945.1346,62392.13705,61498.13216,62839.1395,61051.12971,63286.14194,60604.12726,578.606,69.71330381,47.64904394
2021-04-17T12:00:00+02:00,61461,61925.87473,61901.12237,62356.41035,61445.83438,62811.69834,60990.54639,63266.98633,60535.25841,467.748,47.63552681,42.78137142
2021-04-17T13:00:00+02:00,61046,61730.34701,61823.38397,62294.65139,61352.11655,62765.9188,60880.84914,63237.18622,60409.58172,700.306,14.30219347,37.88795986
2021-04-17T14:00:00+02:00,61176.5,61607.2699,61764.57634,62239.21751,61289.93516,62713.85868,60815.29399,63188.49985,60340.65282,687.117,6.093866514,40.204155
2021-04-17T15:00:00+02:00,61175,61511.20992,61710.97849,62207.07386,61214.88311,62703.16924,60718.78774,63199.26461,60222.69237,652.637,7.473933859,40.18560537
2021-04-17T16:00:00+02:00,60794,61351.82994,61627.61681,62129.91965,61125.31396,62632.2225,60623.01111,63134.52535,60120.70827,456.595,7.473933859,35.68226131
2021-04-17T17:00:00+02:00,60431,61147.20106,61518.83346,62022.32896,61015.33796,62525.82446,60511.84246,63029.31996,60008.34696,725.811,3.721942708,32.00253644
2021-04-17T18:00:00+02:00,60548,61014.04527,61430.57587,61946.3217,60914.83005,62462.06752,60399.08423,62977.81334,59883.33841,727.132,2.959967732,34.35241622
2021-04-17T19:00:00+02:00,59850,60755.36854,61286.88716,61833.65114,60740.12318,62380.41511,60193.3592,62927.17909,59646.59522,741.919,2.959967732,28.11099617
2021-04-17T20:00:00+02:00,60478,60693.73109,61213.35196,61784.81137,60641.89255,62356.27078,60070.43315,62927.73019,59498.97374,401.164,14.77708068,38.87205115
2021-04-17T21:00:00+02:00,60799.5,60717.23529,61175.72906,61734.72708,60616.73103,62293.7251,60057.73301,62852.72312,59498.73499,233.744,28.75170225,43.53219486
2021-04-17T22:00:00+02:00,60901.5,60758.18301,61150.79914,61685.86873,60615.72955,62220.93833,60080.65996,62756.00792,59545.59037,147.311,47.26046799,44.96569214
2021-04-17T23:00:00+02:00,60826,60773.25345,61121.27195,61640.05085,60602.49304,62158.82976,60083.71413,62677.60867,59564.93523,198.412,52.97271076,44.07380888
2021-04-18T00:00:00+02:00,60730,60763.64157,61085.70177,61595.46075,60575.94279,62105.21974,60066.1838,62614.97872,59556.42482,289.881,61.28357212,42.9084008
2021-04-18T01:00:00+02:00,60065.5,60608.499,60992.95615,61521.87521,60464.0371,62050.79427,59935.11804,62579.71333,59406.19898,392.008,58.06701337,35.84336116
2021-04-18T02:00:00+02:00,59551.5,60373.61033,60861.91469,61425.16095,60298.66842,61988.40722,59735.42215,62551.65349,59172.17588,1011.792,47.27978118,31.52008943
2021-04-18T03:00:00+02:00,59430,60163.91915,60731.74062,61306.25501,60157.22623,61880.76941,59582.71184,62455.2838,59008.19745,911.842,26.91945041,30.58111249
2021-04-18T04:00:00+02:00,59000,59905.27045,60574.30966,61169.71588,59978.90344,61765.1221,59383.49722,62360.52832,58788.091,1136.985,11.62724342,27.46299649
2021-04-18T05:00:00+02:00,54771,58764.32146,60046.73605,61215.9704,58877.50171,62385.20475,57708.26736,63554.43909,56539.03301,38088.26,4.885119902,13.20385075
2021-04-18T06:00:00+02:00,54850.5,57894.58336,59574.35096,60807.38999,58341.31192,62040.42903,57108.27288,63273.46807,55875.23385,9034.123,0.947527963,14.10670774
2021-04-18T07:00:00+02:00,55555,57374.67594,59208.95542,60426.88452,57991.02631,61644.81363,56773.0972,62862.74273,55555.1681,1363.012,10.03544364,21.86331884
2021-04-18T08:00:00+02:00,55699,57002.30351,58889.86856,60094.01701,57685.7201,61298.16547,56481.57165,62502.31393,55277.42319,979.52,20.72166055,23.38626855
2021-04-18T09:00:00+02:00,56097.5,56801.23607,58636.01687,59806.26187,57465.77188,60976.50686,56295.52688,62146.75185,55125.28189,693.746,34.87442043,27.59223917
2021-04-18T10:00:00+02:00,54952.5,56390.40583,58301.1517,59518.80777,57083.49564,60736.46383,55865.83957,61954.1199,54648.1835,2144.811,36.68201349,23.58569336
2021-04-18T11:00:00+02:00,55000,56081.42676,58001.047,59217.12049,56784.97351,60433.19398,55568.90002,61649.26747,54352.82653,2613.719,37.40819216,24.0782117
2021-04-18T12:00:00+02:00,54654.5,55764.33192,57696.81546,58880.66941,56512.9615,60064.52337,55329.10755,61248.37732,54145.25359,1111.559,32.80044634,22.92098073
2021-04-18T13:00:00+02:00,53320,55221.14705,57298.92314,58537.28753,56060.55876,59775.65192,54822.19437,61014.0163,53583.82998,1994.057,28.52376446,19.10212897
2021-04-18T14:00:00+02:00,54885,55146.44771,57079.47558,58344.7068,55814.24437,59609.93802,54549.01315,60875.16923,53283.78193,1976.402,46.50160552,33.1652678
2021-04-18T15:00:00+02:00,55093,55134.57044,56898.88689,58119.92302,55677.85076,59340.95915,54456.81464,60561.99528,53235.77851,763.417,69.34239683,34.7878524
2021-04-18T16:00:00+02:00,55098.5,55126.55478,56735.21536,57919.24891,55551.18181,59103.28246,54367.14826,60287.316,53183.11471,640.514,96.0569033,34.83290476
2021-04-18T17:00:00+02:00,55402.5,55187.87594,56614.05942,57769.51914,55458.59969,58924.97886,54303.13997,60080.43859,53147.68025,681.62,100,37.40691899
2021-04-18T18:00:00+02:00,55394.5,55233.7924,56503.19038,57624.08155,55382.29921,58744.97272,54261.40803,59865.8639,53140.51686,1095.865,99.94239528,37.36509266
2021-04-18T19:00:00+02:00,55156,55216.5052,56380.71853,57473.11747,55288.31958,58565.51642,54195.92064,59657.91536,53103.52169,560.449,98.03010007,36.07021251
2021-04-18T20:00:00+02:00,55480.5,55275.17071,56298.88048,57358.85807,55238.90289,58418.83566,54178.92529,59478.81326,53118.9477,390.928,98.03010007,39.15956065
2021-04-18T21:00:00+02:00,55704.5,55370.57722,56244.84589,57261.78937,55227.90241,58278.73285,54210.95893,59295.67632,53194.01545,364.856,98.08770479,41.26938425
2021-04-18T22:00:00+02:00,56131,55539.56006,56234.49626,57217.12235,55251.87018,58199.74844,54269.24409,59182.37452,53286.618,451.257,100,45.16827791
2021-04-18T23:00:00+02:00,56275,55702.99116,56238.17842,57206.15264,55270.2042,58174.12687,54302.22997,59142.10109,53334.25575,610.471,100,46.4606224
2021-04-19T00:00:00+02:00,56522.5,55885.10423,56264.02584,57210.64476,55317.40692,58157.26368,54370.78799,59103.8826,53424.16907,474.858,100,48.69868535
2021-04-19T01:00:00+02:00,56100,55932.85885,56249.1144,57166.04625,55332.18254,58082.97811,54415.25069,58999.90997,53498.31883,366.997,96.08586878,45.22334119
2021-04-19T02:00:00+02:00,56785,56122.22355,56297.83127,57231.30371,55364.35883,58164.77615,54430.88639,59098.24858,53497.41396,792.606,96.08586878,51.29245601
2021-04-19T03:00:00+02:00,56758,56263.5072,56339.66479,57233.31777,55446.01181,58126.97075,54552.35884,59020.62373,53658.70586,615.811,95.64434741,51.05234978
2021-04-19T04:00:00+02:00,56870.5,56398.39449,56387.92254,57263.56459,55512.28049,58139.20664,54636.63844,59014.84869,53760.99638,549.621,99.55847863,52.05934484
2021-04-19T05:00:00+02:00,57013.5,56535.08461,56444.79322,57294.81798,55594.76845,58144.84274,54744.74369,58994.8675,53894.71893,355.418,99.55847863,53.37246994
2021-04-19T06:00:00+02:00,56926,56621.95469,56488.53929,57304.59799,55672.48058,58120.6567,54856.42187,58936.71541,54040.36317,284.067,98.17701401,52.42621675
2021-04-19T07:00:00+02:00,56491,56592.85365,56488.76299,57282.5675,55694.95847,58076.37202,54901.15396,58870.17653,54107.34945,486.761,87.59818028,47.8813388
2021-04-19T08:00:00+02:00,57190.5,56725.66395,56552.55726,57343.55431,55761.56021,58134.55136,54970.56316,58925.54841,54179.56612,534.709,87.59818028,54.68440284
2021-04-19T09:00:00+02:00,57255.5,56843.40529,56616.46115,57382.56555,55850.35675,58148.66995,55084.25234,58914.77435,54318.14794,550.792,89.42116626,55.26869917
2021-04-19T10:00:00+02:00,56774,56827.9819,56630.78286,57389.48695,55872.07877,58148.19104,55113.37469,58906.89512,54354.6706,639.969,87.72608033,50.11390516
2021-04-19T11:00:00+02:00,56720.5,56804.09703,56638.93896,57375.73562,55902.14231,58112.53227,55165.34566,58849.32892,54428.54901,596.289,68.88889483,49.5607939
2021-04-19T12:00:00+02:00,56579,56754.07547,56633.48997,57356.15829,55910.82165,58078.82661,55188.15333,58801.49493,54465.48501,820.357,44.93599933,48.05023687
2021-04-19T13:00:00+02:00,57081,56826.72536,56674.1727,57399.43614,55948.90926,58124.69958,55223.64582,58849.96302,54498.38238,880.385,51.23700985,53.46869885
2021-04-19T14:00:00+02:00,56533.5,56761.56417,56661.38427,57380.41461,55942.35393,58099.44495,55223.3236,58818.47528,54504.29326,589.004,44.73787804,47.63332785
2021-04-19T15:00:00+02:00,56607,56727.21658,56656.44025,57371.6827,55941.19779,58086.92516,55225.95533,58802.16762,54510.71288,725.824,38.90852824,48.44674412
2021-04-19T16:00:00+02:00,55438.5,56440.83512,56545.71841,57316.80069,55774.63612,58087.88297,55003.55384,58858.96525,54232.47156,1405.68,11.54810405,38.26937902
2021-04-19T17:00:00+02:00,54618.5,56035.87176,56370.51673,57169.34314,55571.69033,57968.16954,54772.86393,58766.99594,53974.03752,2080.839,3.551088024,33.02615312
2021-04-19T18:00:00+02:00,54849,55772.12248,56232.19703,57052.57155,55411.82251,57872.94607,54591.44799,58693.32058,53771.07348,2265.055,3.997048852,35.69328942
2021-04-19T19:00:00+02:00,55331,55674.09526,56150.27003,56971.97494,55328.56512,57793.67985,54506.86021,58615.38476,53685.1553,549.301,15.92553498,40.98575018
2021-04-19T20:00:00+02:00,55570,55650.96298,56097.51821,56896.92277,55298.11365,57696.32732,54498.70909,58495.73188,53699.30453,540.756,31.57716021,43.47011297
2021-04-19T21:00:00+02:00,55870,55699.63787,56076.83473,56864.99611,55288.67336,57653.15748,54500.51198,58441.31886,53712.35061,276.132,47.79317407,46.51385247
2021-04-19T22:00:00+02:00,56074.5,55782.94057,56076.62248,56851.27233,55301.97264,57625.92218,54527.32279,58400.57203,53752.67294,385.407,59.12554872,48.54757613
2021-04-19T23:00:00+02:00,56225,55881.176,56090.11135,56870.71478,55309.50792,57651.31821,54528.90449,58431.92164,53748.30106,580.213,71.2372764,50.05276146
2021-04-20T00:00:00+02:00,56014,55910.69244,56083.19214,56842.14532,55324.23895,57601.09851,54565.28576,58360.05169,53806.33258,727.196,75.33520791,47.93551146
2021-04-20T01:00:00+02:00,55626,55847.42746,56041.62921,56788.83574,55294.42268,57536.04227,54547.21615,58283.2488,53800.00962,765.171,70.34386792,44.23041855
2021-04-20T02:00:00+02:00,54643,55579.77691,55914.4811,56703.06574,55125.89647,57491.65037,54337.31183,58280.23501,53548.7272,1279.072,48.28945591,36.52731168
2021-04-20T03:00:00+02:00,54839,55415.15982,55816.71009,56595.0744,55038.34579,57373.4387,54259.98149,58151.80301,53481.61718,793.525,35.31220108,38.81540738
2021-04-20T04:00:00+02:00,54221,55149.79097,55671.64554,56487.73382,54855.55726,57303.82211,54039.46898,58119.91039,53223.38069,1217.025,20.08919786,34.58230897
2021-04-20T05:00:00+02:00,54521,55010.05964,55567.0414,56371.51623,54762.56657,57175.99107,53958.09173,57980.4659,53153.6169,800.788,24.33453518,38.11078102
2021-04-20T06:00:00+02:00,55231.5,55059.26861,55536.53764,56346.97855,54726.09672,57157.41947,53915.6558,57967.86039,53105.21489,723.048,37.60741532,45.59517132
2021-04-20T07:00:00+02:00,54919.5,55028.20892,55480.44331,56276.99559,54683.89103,57073.54787,53887.33875,57870.10015,53090.78647,665.468,52.9752565,43.12866284
2021-04-20T08:00:00+02:00,53900,54777.49583,55336.76664,56188.95804,54484.57524,57041.14945,53632.38384,57893.34085,52780.19243,1021.232,46.57448815,36.23154114
2021-04-20T09:00:00+02:00,54398,54693.16342,55251.42422,56117.92338,54384.92506,56984.42254,53518.4259,57850.9217,52651.92674,1380.926,36.18318267,41.17982919
2021-04-20T10:00:00+02:00,55222,54810.68266,55248.74929,56128.67708,54368.8215,57008.60487,53488.89371,57888.53266,52608.96592,1252.607,47.37942825,48.3249924
2021-04-20T11:00:00+02:00,54881.5,54826.41985,55215.36299,56078.4388,54352.28719,56941.5146,53489.21138,57804.59041,52626.13557,970.982,68.09649576,45.8466134
2021-04-20T12:00:00+02:00,55919.5,55069.32655,55279.37545,56177.44584,54381.30506,57075.51623,53483.23466,57973.58662,52585.16427,1006.171,87.21451505,53.65042234
2021-04-20T13:00:00+02:00,56247.5,55331.14287,55367.38677,56247.98785,54486.78569,57128.58893,53606.18461,58009.19,52725.58354,552.622,90.93724405,55.81710995
2021-04-20T14:00:00+02:00,55822.5,55440.33334,55408.7607,56269.17599,54548.34541,57129.59127,53687.93013,57990.00656,52827.51484,485.593,94.63456895,52.39909414
2021-04-20T15:00:00+02:00,56290,55629.14816,55488.87336,56324.2947,54653.45203,57159.71604,53818.03069,57995.13738,52982.60935,546.22,94.32291308,55.61857144
2021-04-20T16:00:00+02:00,55359,55569.11523,55477.06669,56335.67222,54618.46117,57194.27775,53759.85564,58052.88328,52901.25011,1042.091,82.95143428,48.57297728
2021-04-20T17:00:00+02:00,55361.5,55522.97851,55466.56063,56326.12291,54606.99836,57185.68518,53747.43608,58045.24746,52887.8738,964.393,76.97494865,48.59180965
2021-04-20T18:00:00+02:00,55798,55584.0944,55496.69148,56342.28502,54651.09794,57187.87857,53805.5044,58033.47211,52959.91086,630.992,70.62597898,51.90354575
2021-04-20T19:00:00+02:00,55904.5,55655.29564,55533.76498,56344.81613,54722.71384,57155.86728,53911.66269,57966.91842,53100.61155,586.075,76.69934128,52.7041112
2021-04-20T20:00:00+02:00,56225,55781.89661,55596.60453,56395.8306,54797.37847,57195.05666,53998.1524,57994.28272,53198.92634,450.511,86.86312147,55.12487576
2021-04-20T21:00:00+02:00,56578.5,55958.91959,55685.86776,56466.79196,54904.94355,57247.71616,54124.01935,58028.64036,53343.09515,552.922,93.52374702,57.69674573
2021-04-20T22:00:00+02:00,56730,56130.27079,55780.78887,56551.03991,55010.53782,57321.29096,54240.28678,58091.542,53470.03573,611.623,98.82186352,58.78689648
2021-04-20T23:00:00+02:00,56977,56318.43284,55889.53534,56645.98273,55133.08794,57402.43013,54376.64054,58158.87753,53620.19314,426.332,100,60.57091157
2021-04-21T00:00:00+02:00,56391,56334.55887,55935.12303,56700.57419,55169.67188,57466.02534,54404.22072,58231.4765,53638.76956,726.889,86.34474586,54.53899057
2021-04-21T01:00:00+02:00,56411.5,56351.6569,55978.43003,56712.09896,55244.7611,57445.76789,54511.09217,58179.43682,53777.42324,370.689,70.058607,54.70891085
2021-04-21T02:00:00+02:00,55690,56204.62203,55952.20912,56711.25884,55193.1594,57470.30856,54434.10967,58229.35828,53675.05995,864.2,36.72527366,47.92013671
2021-04-21T03:00:00+02:00,56078.5,56176.59492,55963.69011,56726.59342,55200.78679,57489.49673,54437.88348,58252.40004,53674.98017,779.078,26.25861856,51.41608628
2021-04-21T04:00:00+02:00,56149,56170.46271,55980.53646,56711.23239,55249.84053,57441.92833,54519.14459,58172.62426,53788.44866,433.548,20.08041883,52.04517288
2021-04-21T05:00:00+02:00,55245,55964.80433,55913.66951,56659.31573,55168.02329,57404.96196,54422.37706,58150.60818,53676.73084,669.081,20.08041883,44.15075571
2021-04-21T06:00:00+02:00,55434,55846.84781,55870.06319,56600.69897,55139.42741,57331.33475,54408.79163,58061.97053,53678.15585,709.15,14.61313421,45.99513632
2021-04-21T07:00:00+02:00,55450,55758.65941,55831.87563,56550.50171,55113.24955,57269.12779,54394.62347,57987.75387,53675.99739,482.332,7.817361497,46.15724392
2021-04-21T08:00:00+02:00,55570.5,55716.84621,55808.11421,56520.48128,55095.74713,57232.84836,54383.38006,57945.21543,53671.01298,427.668,14.48837608,47.43692869
2021-04-21T09:00:00+02:00,55313,55627.10261,55763.10382,56458.87325,55067.3344,57154.64268,54371.56497,57850.4121,53675.79554,560.713,12.42133123,44.97690036
2021-04-21T10:00:00+02:00,55488.5,55596.30203,55738.13984,56446.14002,55030.13966,57154.1402,54322.13948,57862.14039,53614.13929,906.266,14.12092835,46.99447341
2021-04-21T11:00:00+02:00,55594.5,55595.90158,55725.08167,56411.68899,55038.47436,57098.2963,54351.86705,57784.90361,53665.25974,514.968,15.72932531,48.22923255
2021-04-21T12:00:00+02:00,54972,55457.25678,55656.6197,56344.07649,54969.16291,57031.53328,54281.70612,57718.99007,53594.24933,641.157,14.05223069,42.03620801
2021-04-21T13:00:00+02:00,54642.5,55276.19972,55564.427,56264.85116,54864.00284,56965.27533,54163.57868,57665.69949,53463.15452,1058.203,8.279411546,39.16914469
2021-04-21T14:00:00+02:00,55433,55311.04423,55552.47909,56283.87296,54821.08523,57015.26682,54089.69136,57746.66069,53358.2975,1344.156,19.54861817,48.28257334
2021-04-21T15:00:00+02:00,55561.5,55366.70106,55553.29918,56256.80776,54849.79059,56960.31635,54146.282,57663.82494,53442.77341,424.462,46.56301072,49.60428709
2021-04-21T16:00:00+02:00,56146,55539.87861,55607.18107,56335.79619,54878.56595,57064.4113,54149.95083,57793.02642,53421.33572,864.235,79.89634406,55.21133982
2021-04-21T17:00:00+02:00,56098,55663.90558,55651.80097,56362.05072,54941.55122,57072.30048,54231.30147,57782.55023,53521.05172,725.142,92.5632357,54.67336952
2021-04-21T18:00:00+02:00,55780,55689.70434,55663.45543,56368.29448,54958.61637,57073.13354,54253.77732,57777.9726,53548.93826,643.778,90.38015977,51.11960948
2021-04-21T19:00:00+02:00,55570,55663.10338,55654.95948,56335.20289,54974.71607,57015.4463,54294.47266,57695.68971,53614.22925,418.601,77.18497654,48.86094869
