time,close,EMA 1,EMA 2,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,Volume,K,RSI
2021-01-02T14:00:00+01:00,31610,30266.52381,29782.64327,30147.85726,29417.42928,30513.07125,29052.2153,30878.28524,28687.00131,4226.395,87.83606438,84.65063476
2021-01-02T15:00:00+01:00,31345,30506.18518,29924.6757,30298.48155,29550.86986,30672.2874,29177.06401,31046.09324,28803.25816,1944.077,91.46019858,77.42766809
2021-01-02T16:00:00+01:00,31729,30777.92181,30088.70518,30476.23919,29701.17118,30863.77319,29313.63718,31251.30719,28926.10318,1533.609,86.05638909,80.08009103
2021-01-02T17:00:00+01:00,32554.5,31172.71696,30312.86835,30770.97135,29854.76535,31229.07435,29396.66235,31687.17735,28938.55935,6423.596,85.68735929,84.34021841
2021-01-02T18:00:00+01:00,32912.5,31559.33542,30549.1985,31012.36557,30086.03143,31475.53264,29622.86436,31938.69972,29159.69728,1293.036,94.22716071,85.76230354
2021-01-02T19:00:00+01:00,33080.5,31897.37199,30779.31682,31276.3291,30282.30454,31773.34138,29785.29226,32270.35366,29288.27998,1767.025,99.6309702,86.38704901
2021-01-02T20:00:00+01:00,33105,32165.73377,30990.74256,31490.75397,30490.73116,31990.76537,29990.71975,32490.77677,29490.70835,1207.224,100,86.48021868
2021-01-02T21:00:00+01:00,30906,31885.79293,30983.03869,31612.15642,30353.92096,32241.27416,29724.80323,32870.39189,29095.6855,5121.414,66.66666667,52.04775546
2021-01-02T22:00:00+01:00,31736,31852.50561,31051.48972,31732.34904,30370.6304,32413.20837,29689.77108,33094.06769,29008.91175,6109.979,39.79972062,58.72736473
2021-01-02T23:00:00+01:00,32207.5,31931.39326,31156.58156,31848.12951,30465.03362,32539.67745,29773.48568,33231.22539,29081.93774,1863.392,16.07029343,61.96833981
2021-01-03T00:00:00+01:00,32230,31997.75031,31254.16506,31937.85243,30570.47768,32621.53981,29886.79031,33305.22718,29203.10293,1412.163,25.82218054,62.12120028
2021-01-03T01:00:00+01:00,32491.5,32107.47246,31366.65005,32038.68119,30694.61892,32710.71232,30022.58778,33382.74346,29350.55665,1022.165,30.86404466,63.93547876
2021-01-03T02:00:00+01:00,32620.5,32221.47858,31480.63641,32143.23675,30818.03607,32805.83709,30155.43573,33468.43743,29492.8354,965.684,33.63473059,64.83038605
2021-01-03T03:00:00+01:00,32777,32344.92779,31598.48765,32236.83082,30960.14448,32875.17399,30321.8013,33513.51716,29683.45813,1067.178,37.32656235,65.93476612
2021-01-03T04:00:00+01:00,32638.5,32410.16606,31693.03422,32306.31717,31079.75128,32919.60011,30466.46833,33532.88306,29853.18539,839.089,37.4072621,64.0188395
2021-01-03T05:00:00+01:00,33266,32600.35138,31836.03111,32464.00813,31208.05409,33091.98515,30580.07707,33719.96217,29952.10005,999.043,40.94692553,68.48676597
2021-01-03T06:00:00+01:00,33803.5,32867.71774,32014.89192,32672.51344,31357.2704,33330.13496,30699.64888,33987.75648,30042.02736,3330.05,46.55281099,71.72549948
2021-01-03T07:00:00+01:00,34020,33123.78046,32197.17447,32839.07303,31555.27592,33480.97158,30913.37737,34122.87013,30271.47881,1059.862,55.18164473,72.9321995
2021-01-03T08:00:00+01:00,34494.5,33428.3848,32406.02225,33073.39233,31738.65216,33740.76242,31071.28208,34408.1325,30403.91199,2555.95,61.88317543,75.40927225
2021-01-03T09:00:00+01:00,34429.5,33650.85485,32589.97477,33272.60414,31907.34541,33955.2335,31224.71604,34637.86287,30542.08668,1570.593,64.47692564,74.40477575
2021-01-03T10:00:00+01:00,34255.5,33785.22044,32741.38616,33428.32771,32054.4446,34115.26926,31367.50305,34802.21082,30680.5615,1461.107,72.2331441,71.65320993
2021-01-03T11:00:00+01:00,33940.5,33819.72701,32850.39651,33550.09223,32150.70078,34249.78796,31451.00505,34949.48369,30751.30932,2386.101,65.81691817,66.83455172
2021-01-03T12:00:00+01:00,34478.5,33966.12101,32998.40591,33694.4448,32302.36702,34390.48369,31606.32813,35086.52258,30910.28924,1069.243,65.29557374,70.48532514
2021-01-03T13:00:00+01:00,34149,34006.76078,33103.00538,33797.86292,32408.14784,34492.72046,31713.29029,35187.578,31018.43275,1638.536,46.33478755,65.71424863
2021-01-03T14:00:00+01:00,33923.5,33988.25839,33177.5958,33863.07066,32492.12094,34548.54552,31806.64608,35234.02038,31121.17122,1869.316,30.13522728,62.591693
2021-01-03T15:00:00+01:00,33884.5,33965.20097,33241.85982,33923.9079,32559.81173,34605.95598,31877.76365,35288.00407,31195.71556,2531.488,9.013217154,62.04260318
2021-01-03T16:00:00+01:00,33523,33866.93409,33267.41801,33981.53409,32553.30194,34695.65017,31839.18586,35409.76625,31125.06978,4415.712,-1.89E-14,57.04700054
2021-01-03T17:00:00+01:00,32732,33614.72651,33218.74365,33963.99429,32473.49301,34709.24494,31728.24236,35454.49558,30982.99172,3548.242,-1.66E-14,47.94927581
2021-01-03T18:00:00+01:00,32946.5,33466.23173,33193.99423,33940.11982,32447.86863,34686.24542,31701.74303,35432.37102,30955.61743,3458.102,2.811712662,50.2655644
2021-01-03T19:00:00+01:00,32833,33325.51357,33161.17657,33902.2932,32420.05994,34643.40982,31678.94332,35384.52645,30937.82669,1897.86,4.114414533,49.02244147
2021-01-03T20:00:00+01:00,32828.5,33215.06611,33130.93324,33852.39868,32409.46781,34573.86412,31688.00237,35295.32956,30966.53693,988.493,5.354345309,48.97073065
2021-01-03T21:00:00+01:00,33788,33342.38475,33190.66659,33937.24164,32444.09154,34683.81669,31697.51649,35430.39174,30950.94144,2506.341,15.86081261,58.92079104
2021-01-03T22:00:00+01:00,33615,33402.96592,33229.24235,33947.41918,32511.06552,34665.59602,31792.88869,35383.77285,31074.71185,565.612,25.67375017,56.77136975
2021-01-03T23:00:00+01:00,33173.5,33351.97349,33224.17486,33939.98192,32508.36781,34655.78898,31792.56075,35371.59604,31076.75369,1965.855,29.56506781,51.59819904
2021-01-04T00:00:00+01:00,32963,33265.53494,33200.4317,33933.25254,32467.61085,34666.07338,31734.79001,35398.89422,31001.96917,2321.555,18.23282807,49.29193321
2021-01-04T01:00:00+01:00,32825,33167.63828,33166.30154,33893.63518,32438.9679,34620.96882,31711.63427,35348.30245,30984.30063,1482.627,7.117188646,47.78404414
2021-01-04T02:00:00+01:00,33154.5,33164.71867,33165.22867,33888.93134,32441.52601,34612.634,31717.82335,35336.33666,30994.12068,904.116,9.064854842,51.59183574
2021-01-04T03:00:00+01:00,33453,33228.78118,33191.3897,33905.47075,32477.30866,34619.55179,31763.22761,35333.63284,31049.14657,689.366,22.8883919,54.80707979
2021-01-04T04:00:00+01:00,33537,33297.27425,33222.80882,33908.99122,32536.62642,34595.17362,31850.44402,35281.35602,31164.26163,565.164,41.39133587,55.69880372
2021-01-04T05:00:00+01:00,33297.5,33297.32442,33229.59893,33892.23258,32566.96527,34554.86624,31904.33162,35217.4999,31241.69796,839.819,48.47865698,52.5170176
2021-01-04T06:00:00+01:00,32920.5,33213.58566,33201.49903,33849.33742,32553.66063,34497.17581,31905.82224,35145.01421,31257.98384,801.168,32.95752004,47.88037935
2021-01-04T07:00:00+01:00,33260,33223.89996,33206.8173,33848.45295,32565.18164,34490.0886,31923.54599,35131.72425,31281.91034,855.233,27.04643148,51.99101334
2021-01-04T08:00:00+01:00,32226.5,33002.25552,33117.69754,33821.18065,32414.21444,34524.66375,31710.73133,35228.14686,31007.24823,4256.863,12.88019576,41.30988888
2021-01-04T09:00:00+01:00,32130.5,32808.53207,33027.95231,33759.79377,32296.11086,34491.63522,31564.2694,35223.47668,30832.42795,2092.789,12.59185541,40.47802279
2021-01-04T10:00:00+01:00,31119,32433.0805,32854.41119,33660.69254,32048.12984,34466.97389,31241.84849,35273.25525,30435.56714,4645.721,0,32.94924897
2021-01-04T11:00:00+01:00,30229,31943.28483,32615.73745,33604.67727,31626.79762,34593.6171,30637.85779,35582.55693,29648.91797,13197.192,0,28.01226237
2021-01-04T12:00:00+01:00,30675,31661.44376,32439.30677,33459.57232,31419.04122,34479.83788,30398.77566,35500.10343,29378.51011,2752.574,6.484017349,33.3978628
2021-01-04T13:00:00+01:00,31171,31552.45626,32324.00615,33340.57417,31307.43814,34357.14218,30290.87013,35373.71019,29274.30211,2089.636,19.56187295,38.87468006
2021-01-04T14:00:00+01:00,31379,31513.91042,32238.0965,33238.12395,31238.06906,34238.15139,30238.04162,35238.17883,29238.01418,1906.702,35.27485522,41.06340637
2021-01-04T15:00:00+01:00,32062,31635.70811,32222.08773,33201.75607,31242.41939,34181.42441,30262.75106,35161.09275,29283.08272,2178.529,52.47878629,47.68738327
2021-01-04T16:00:00+01:00,31720,31654.43964,32176.44339,33129.45685,31223.42994,34082.47031,30270.41648,35035.48376,29317.40302,1513.737,59.80805579,44.96234375
2021-01-04T17:00:00+01:00,31305,31576.78639,32097.22127,33061.98376,31132.45877,34026.74626,30167.69627,34991.50875,29202.93378,4455.932,60.74072716,41.83807971
2021-01-04T18:00:00+01:00,31023,31453.72274,31999.56479,32959.59425,31039.53533,33919.62371,30079.50587,34879.65317,29119.47641,3121.335,53.10588954,39.81358889
2021-01-04T19:00:00+01:00,31176.5,31392.11769,31924.74072,32849.37521,31000.10622,33774.00971,30075.47172,34698.64421,29150.83722,1928.876,51.41178365,41.4737072
2021-01-04T20:00:00+01:00,31679.5,31455.98043,31902.4461,32815.35671,30989.5355,33728.26732,30076.62489,34641.17792,29163.71429,1367.801,60.69599536,46.66523589
2021-01-04T21:00:00+01:00,31293.5,31419.87366,31847.08737,32737.57579,30956.59895,33628.06421,30066.11053,34518.55263,29175.62211,667.484,70.84469397,43.47797541
2021-01-04T22:00:00+01:00,31041,31335.67952,31773.8067,32649.9388,30897.67459,33526.07091,30021.54249,34402.20301,29145.41039,947.252,74.95202259,41.48205544
2021-01-04T23:00:00+01:00,31366.5,31342.52851,31736.77882,32585.65148,30887.90615,33434.52415,30039.03348,34283.39682,29190.16081,853.008,77.78223697,44.98800375
2021-01-05T00:00:00+01:00,32024,31493.96662,31762.88983,32612.23588,30913.54378,33461.58193,30064.19774,34310.92798,29214.85169,1822.859,84.91376089,51.33104988
2021-01-05T01:00:00+01:00,32443.5,31704.97404,31824.76348,32672.26339,30977.26358,33519.76329,30129.76368,34367.26319,29282.26378,2602.284,95.4267464,54.9037898
2021-01-05T02:00:00+01:00,32796.5,31947.53536,31913.10317,32735.99593,31090.2104,33558.8887,30267.31763,34381.78147,29444.42487,1141.208,100,57.7166384
2021-01-05T03:00:00+01:00,32356.5,32038.41639,31953.41197,32757.3124,31149.51154,33561.21282,30345.61112,34365.11325,29541.71069,1031.986,91.69763989,53.25751147
2021-01-05T04:00:00+01:00,31240,31860.99053,31888.55634,32733.21388,31043.8988,33577.87141,30199.24126,34422.52895,29354.58372,2632.715,66.10973011,43.97358993
2021-01-05T05:00:00+01:00,30914,31650.54819,31799.96031,32663.28516,30936.63545,33526.61002,30073.31059,34389.93488,29209.98573,2182.98,36.2671905,41.68846448
2021-01-05T06:00:00+01:00,30435.5,31380.53748,31675.91846,32577.89869,30773.93824,33479.87891,29871.95801,34381.85913,28969.97779,2792.83,11.23621727,38.52401145
2021-01-05T07:00:00+01:00,31129.5,31324.75137,31626.24405,32561.15426,30691.33385,33496.06447,29756.42364,34430.97468,28821.51343,2649.956,14.80788472,45.04015262
2021-01-05T08:00:00+01:00,30830.5,31214.91773,31553.90369,32460.24888,30647.55849,33366.59407,29741.2133,34272.93927,28834.86811,974.75,18.96747781,42.92894205
2021-01-05T09:00:00+01:00,31219,31215.8249,31523.4579,32414.34986,30632.56593,33305.24183,29741.67397,34196.13379,28850.782,1291.106,32.71894032,46.44181214
2021-01-05T10:00:00+01:00,31571.5,31294.86381,31527.82536,32399.22504,30656.42568,33270.62473,29785.026,34142.02441,28913.62631,975.763,40.43051615,49.48031456
2021-01-05T11:00:00+01:00,31317.5,31299.89408,31508.70487,32358.79029,30658.61945,33208.87571,29808.53403,34058.96113,28958.44862,1196.375,48.18503858,47.39383174
