time,open,high,low,close,EMA 1 (8),EMA 2 (21),EMA 3 (34),EMA 4 (55),EMA 5 (100),Upper ATR 3,Lower ATR 3,RSI Stoch,RSI
2022-10-22T15:35:00+02:00,19197,19197,19186,19192.5,19194.71987,19180.57536,19172.67882,19165.19965,19156.69814,19217.29958,19143.85114,71.43387091,59.04675487
2022-10-22T15:40:00+02:00,19192.5,19193,19184,19192,19194.11545,19181.61397,19173.78288,19166.15681,19157.39718,19217.6436,19145.58433,53.65221603,58.71608232
2022-10-22T15:45:00+02:00,19192,19200,19185.5,19185.5,19192.20091,19181.96724,19174.45243,19166.84764,19157.95368,19218.53047,19145.40401,44.37788173,54.44727735
2022-10-22T15:50:00+02:00,19185.5,19188.5,19182.5,19183,19190.15626,19182.06113,19174.94087,19167.42451,19158.44964,19217.29842,19146.82384,36.16346482,52.85561227
2022-10-22T15:55:00+02:00,19183,19185,19183,19184.5,19188.89931,19182.28284,19175.4871,19168.03434,19158.96549,19215.43175,19149.13394,21.87691709,53.72961851
2022-10-22T16:00:00+02:00,19184.5,19206,19184.5,19205.5,19192.58836,19184.39349,19177.20213,19169.3724,19159.88697,19219.78177,19149.00522,26.64297623,63.83741919
2022-10-22T16:05:00+02:00,19205.5,19220.5,19205.5,19214.5,19197.45761,19187.13045,19179.33343,19170.9841,19160.96841,19223.20527,19151.05563,37.85191764,67.14951765
2022-10-22T16:10:00+02:00,19214.5,19214.5,19206.5,19206.5,19199.46703,19188.89132,19180.88581,19172.25253,19161.87003,19224.10366,19153.67898,49.44229575,61.73674587
2022-10-22T16:15:00+02:00,19206.5,19218,19206.5,19218,19203.58547,19191.53756,19183.00662,19173.88637,19162.98151,19226.69902,19156.37611,52.54627134,65.98177787
2022-10-22T16:20:00+02:00,19218,19219.5,19206.5,19206.5,19204.23314,19192.89778,19184.3491,19175.05114,19163.84327,19228.33342,19157.46215,40.66268938,58.93983257
2022-10-22T16:25:00+02:00,19206.5,19214.5,19206.5,19206.5,19204.73689,19194.13435,19185.61486,19176.17431,19164.68795,19228.75316,19159.51554,36.61413598,58.93983257
2022-10-22T16:30:00+02:00,19206.5,19224,19206.5,19224,19209.01758,19196.84941,19187.8083,19177.88237,19165.86245,19232.74544,19160.95337,35.84135487,65.44790773
2022-10-22T16:35:00+02:00,19224,19224,19219,19219.5,19211.34701,19198.90855,19189.61925,19179.36872,19166.92458,19233.31201,19164.50509,49.9821895,62.69601846
2022-10-22T16:40:00+02:00,19219.5,19219.5,19219,19219.5,19213.15878,19200.7805,19191.32673,19180.80198,19167.96568,19232.83372,19168.72729,64.12302413,62.69601846
2022-10-22T16:45:00+02:00,19219.5,19219.5,19216,19216.5,19213.90128,19202.20955,19192.7652,19182.07691,19168.92675,19232.72325,19171.69585,64.2398829,60.72196412
2022-10-22T16:50:00+02:00,19216.5,19216.5,19210,19210.5,19213.14544,19202.96323,19193.77862,19183.09202,19169.74998,19232.69023,19173.23622,50.64326406,56.86555497
2022-10-22T16:55:00+02:00,19210.5,19219,19210,19218.5,19214.33534,19204.37566,19195.19127,19184.35659,19170.71533,19233.90788,19174.84344,45.45306872,60.47037363
2022-10-22T17:00:00+02:00,19218.5,19237.5,19218.5,19234,19218.70526,19207.06878,19197.40891,19186.12957,19171.96849,19238.56298,19175.57458,58.43105266,66.33987637
2022-10-22T17:05:00+02:00,19234,19234.5,19215,19216.5,19218.21521,19207.92616,19198.49983,19187.21423,19172.85031,19241.34935,19174.50298,49.07988145,56.19459335
2022-10-22T17:10:00+02:00,19216.5,19216.5,19213.5,19214,19217.27849,19208.47833,19199.38555,19188.17086,19173.66515,19240.15701,19176.79966,31.32228672,54.90286509
2022-10-22T17:15:00+02:00,19214,19215,19213.5,19215,19216.77216,19209.07121,19200.27781,19189.12904,19174.48366,19238.80855,19179.33387,1.288716039,55.34503689
2022-10-22T17:20:00+02:00,19215,19216,19214.5,19216,19216.60057,19209.7011,19201.17622,19190.08872,19175.30577,19237.63577,19181.76643,3.937313325,55.8116262
2022-10-22T17:25:00+02:00,19216,19219.5,19213.5,19213.5,19215.91155,19210.04645,19201.88043,19190.92484,19176.06209,19237.27151,19182.8214,3.937313325,54.28453195
2022-10-22T17:30:00+02:00,19213.5,19218,19207.5,19208,19214.15343,19209.86041,19202.23012,19191.53466,19176.69452,19237.39082,19182.33001,2.648597286,50.97972554
2022-10-22T17:35:00+02:00,19208,19214.5,19196,19197,19210.34156,19208.69129,19201.93126,19191.72986,19177.09661,19238.21952,19179.16305,1.18E-15,45.06994164
2022-10-22T17:40:00+02:00,19197,19207,19196.5,19203,19208.7101,19208.1739,19201.99233,19192.13236,19177.60955,19237.84297,19178.50482,5.488200727,48.57195177
2022-10-22T17:45:00+02:00,19203,19205.5,19202.5,19205,19207.88563,19207.88536,19202.1642,19192.59192,19178.15194,19236.07807,19179.69265,12.7796523,49.72260261
2022-10-22T17:50:00+02:00,19205,19208,19205,19207.5,19207.79994,19207.85033,19202.4691,19193.12435,19178.73309,19234.67213,19181.02852,22.37485868,51.19262405
2022-10-22T17:55:00+02:00,19207.5,19225,19207.5,19225,19211.62217,19209.40939,19203.75658,19194.26277,19179.64926,19238.06535,19180.75343,40.29605598,60.00743268
2022-10-22T18:00:00+02:00,19225,19232.5,19220.5,19221,19213.70613,19210.46308,19204.74192,19195.21767,19180.46809,19239.64362,19181.28254,52.41122553,57.45326858
2022-10-22T18:05:00+02:00,19221,19227,19212,19212,19213.32699,19210.6028,19205.15667,19195.81704,19181.09248,19240.9133,19180.2923,53.80463564,52.0817563
2022-10-22T18:10:00+02:00,19212,19215,19203,19203.5,19211.14322,19209.95709,19205.062,19196.09143,19181.5362,19240.67398,19179.2402,35.95020949,47.55926191
2022-10-22T18:15:00+02:00,19203.5,19206,19201.5,19201.5,19209.00028,19209.18826,19204.85846,19196.28459,19181.93152,19238.67538,19179.70115,19.81363468,46.53533026
2022-10-22T18:20:00+02:00,19201.5,19202,19182.5,19182.5,19203.11133,19206.76206,19203.58083,19195.79228,19181.94278,19238.32152,19175.2026,8.825018183,38.13545107
2022-10-22T18:25:00+02:00,19182.5,19193.5,19175,19179.5,19197.86437,19204.28369,19202.20478,19195.21042,19181.8944,19237.55319,19171.01419,3.270046309,36.99980752
2022-10-22T18:30:00+02:00,19179.5,19184.5,19179.5,19183,19194.56117,19202.34881,19201.10737,19194.77433,19181.9163,19234.31335,19170.38427,3.291857085,39.27194193
2022-10-22T18:35:00+02:00,19183,19183,19165,19165.5,19188.10314,19198.99892,19199.07266,19193.72882,19181.59122,19232.53742,19165.46042,3.291857085,32.88559466
2022-10-22T18:40:00+02:00,19165.5,19175,19165,19170,19184.08022,19196.36265,19197.41136,19192.88136,19181.36169,19229.6484,19163.0769,6.846326156,35.77770669
2022-10-22T18:45:00+02:00,19170,19178,19170,19177.5,19182.61795,19194.64787,19196.27357,19192.33203,19181.28522,19227.27035,19162.02538,12.77554908,40.38837381
2022-10-22T18:50:00+02:00,19177.5,19181.5,19177.5,19179.5,19181.92507,19193.27079,19195.31508,19191.87374,19181.24987,19224.42023,19162.12134,23.47662002,41.59257603
2022-10-22T18:55:00+02:00,19179.5,19183,19179.5,19182.5,19182.05283,19192.29162,19194.58279,19191.53896,19181.27463,19221.96611,19162.61714,32.8916576,43.43830042
2022-10-22T19:00:00+02:00,19182.5,19188.5,19181,19181,19181.81887,19191.26511,19193.80663,19191.16257,19181.26919,19220.42714,19162.10309,35.7468647,42.71152774
2022-10-22T19:05:00+02:00,19181,19188,19176,19188,19183.19245,19190.96828,19193.47483,19191.04962,19181.40247,19220.61873,19161.31784,44.40645546,47.15498736
2022-10-22T19:10:00+02:00,19188,19188,19185,19185.5,19183.70524,19190.47117,19193.01912,19190.85142,19181.48361,19218.64659,19162.29575,53.84319935,45.78901488
2022-10-22T19:15:00+02:00,19185.5,19193,19183,19193,19185.77074,19190.70106,19193.01803,19190.92816,19181.71166,19219.00681,19162.39532,75.10024558,50.42832933
2022-10-22T19:20:00+02:00,19193,19193,19177,19177,19183.82169,19189.45551,19192.10271,19190.43072,19181.61836,19219.16799,19159.74303,73.32900688,42.14259208
2022-10-22T19:25:00+02:00,19177,19177.5,19177,19177.5,19182.41687,19188.36865,19191.26827,19189.96891,19181.53681,19216.06595,19160.67135,69.11673578,42.46075928
2022-10-22T19:30:00+02:00,19177.5,19177.5,19165,19169.5,19179.54645,19186.65331,19190.02437,19189.23788,19181.29845,19215.05081,19158.25582,46.99419829,38.78563517
2022-10-22T19:35:00+02:00,19169.5,19169.5,19163.5,19166,19176.53613,19184.77574,19188.65155,19188.40795,19180.99552,19212.43056,19157.12093,37.7279486,37.26593128
2022-10-22T19:40:00+02:00,19166,19166.5,19155,19158,19172.41699,19182.34158,19186.90003,19187.32196,19180.54016,19210.48534,19154.19783,21.62840606,33.98785918
2022-10-22T19:45:00+02:00,19158,19158,19156.5,19156.5,19168.87988,19179.99235,19185.16289,19186.22117,19180.06412,19206.44726,19153.53743,10.41761021,33.39470165
2022-10-22T19:50:00+02:00,19156.5,19157,19156.5,19156.5,19166.1288,19177.85668,19183.52501,19185.1597,19179.5975,19202.5291,19153.18426,2.094436903,33.39470165
2022-10-22T19:55:00+02:00,19156.5,19159,19141,19142.5,19160.87795,19174.64244,19181.18072,19183.63614,19178.8629,19201.40969,19147.87519,4.44E-15,28.08852902
2022-10-22T20:00:00+02:00,19142.5,19147,19135,19135,19155.1273,19171.03858,19178.54182,19181.89914,19177.99432,19198.46531,19143.61185,4.44E-15,25.72989911
2022-10-22T20:05:00+02:00,19135,19136.5,19134.5,19135,19150.65456,19167.76234,19176.05372,19180.22417,19177.14295,19193.65859,19141.86609,4.44E-15,25.72989911
2022-10-22T20:10:00+02:00,19135,19135,19127.5,19132,19146.50911,19164.51122,19173.53636,19178.50188,19176.24903,19190.16488,19138.85756,4.44E-15,24.76517835
2022-10-22T20:15:00+02:00,19132,19150,19132,19149.5,19147.17375,19163.14657,19172.16286,19177.46609,19175.71935,19190.82497,19135.46816,18.62926857,39.10775031
2022-10-22T20:20:00+02:00,19149.5,19149.5,19142.5,19143,19146.24625,19161.31506,19170.49641,19176.23516,19175.07144,19188.51643,19134.11369,33.65951462,36.33688256
2022-10-22T20:25:00+02:00,19143,19150,19143,19149.5,19146.9693,19160.24096,19169.29661,19175.28033,19174.56507,19186.99938,19133.48255,63.95893212,40.85015219
2022-10-22T20:30:00+02:00,19149.5,19154.5,19149.5,19154,19148.53168,19159.6736,19168.42252,19174.52032,19174.15784,19185.59213,19133.75507,78.66299688,43.81957629
2022-10-22T20:35:00+02:00,19154,19154.5,19154,19154,19149.74686,19159.15782,19167.59838,19173.78745,19173.75868,19183.33217,19134.98347,96.96608417,43.81957629
2022-10-22T20:40:00+02:00,19154,19160,19154,19159.5,19151.91423,19159.18893,19167.13561,19173.27719,19173.47633,19182.92225,19135.4556,100,47.55180851
2022-10-22T20:45:00+02:00,19159.5,19161.5,19159.5,19161,19153.93329,19159.35357,19166.78501,19172.83872,19173.22927,19181.82023,19136.88691,100,48.55558072
2022-10-22T20:50:00+02:00,19161,19163,19161,19162.5,19155.837,19159.63961,19166.54015,19172.46948,19173.01681,19180.93008,19138.34914,100,49.59446591
2022-10-22T20:55:00+02:00,19162.5,19165,19162.5,19165,19157.87322,19160.12692,19166.45214,19172.20271,19172.85806,19180.43235,19139.82148,100,51.35757012
2022-10-22T21:00:00+02:00,19165,19165,19157.5,19157.5,19157.79028,19159.88811,19165.94059,19171.67761,19172.55394,19180.3503,19139.42592,93.46367588,46.14307536
2022-10-22T21:05:00+02:00,19157.5,19166,19157.5,19165.5,19159.50355,19160.39828,19165.91541,19171.45698,19172.41426,19181.22031,19139.57625,93.46367588,51.76846093
2022-10-22T21:10:00+02:00,19165.5,19179.5,19165.5,19179.5,19163.94721,19162.1348,19166.69168,19171.74423,19172.55457,19184.46954,19139.80005,93.46367588,59.70123695
2022-10-22T21:15:00+02:00,19179.5,19179.5,19177.5,19177.5,19166.95894,19163.53164,19167.30929,19171.9498,19172.6525,19184.69961,19142.36366,98.59422298,58.2278677
2022-10-22T21:20:00+02:00,19177.5,19178,19173,19176,19168.96806,19164.66512,19167.80591,19172.09445,19172.71879,19185.39253,19143.93772,94.86868155,57.08989084
2022-10-22T21:25:00+02:00,19176,19176.5,19176,19176.5,19170.64183,19165.74102,19168.30271,19172.25179,19172.79367,19185.09504,19146.387,91.56963551,57.38883452
2022-10-22T21:30:00+02:00,19176.5,19176.5,19167.5,19167.5,19169.94364,19165.90093,19168.25684,19172.08208,19172.68884,19185.80109,19146.00077,76.81275509,50.56072819
2022-10-22T21:35:00+02:00,19167.5,19168,19167.5,19167.5,19169.40061,19166.0463,19168.21359,19171.91844,19172.58609,19184.63216,19147.46043,61.35367649,50.56072819
2022-10-22T21:40:00+02:00,19167.5,19175,19167.5,19174.5,19170.53381,19166.81482,19168.57282,19172.01064,19172.62399,19185.68026,19147.94937,55.52532052,55.3524879
2022-10-22T21:45:00+02:00,19174.5,19177,19173,19173.5,19171.19296,19167.42256,19168.85437,19172.06383,19172.64134,19185.79762,19149.0475,58.99700198,54.53924786
2022-10-22T21:50:00+02:00,19173.5,19173.5,19173,19173.5,19171.70564,19167.97506,19169.11983,19172.11512,19172.65834,19185.14475,19150.80536,65.49064603,54.53924786
2022-10-22T21:55:00+02:00,19173.5,19173.5,19172.5,19172.5,19171.88216,19168.38641,19169.31299,19172.12886,19172.6552,19184.54399,19152.22884,59.68060355,53.62550836
2022-10-22T22:00:00+02:00,19172.5,19173.5,19172.5,19173.5,19172.24168,19168.85129,19169.55224,19172.17783,19172.67193,19184.06903,19153.63354,59.45477579,54.44739358
2022-10-22T22:05:00+02:00,19173.5,19173.5,19173,19173,19172.4102,19169.22844,19169.74926,19172.2072,19172.67843,19183.46635,19154.99053,57.9635799,53.93271161
2022-10-22T22:10:00+02:00,19173,19177,19173,19173,19172.54126,19169.57131,19169.93502,19172.23551,19172.6848,19183.64937,19155.49325,51.86453913,53.93271161
2022-10-22T22:15:00+02:00,19173,19173.5,19172,19172,19172.42098,19169.7921,19170.05302,19172.2271,19172.67124,19183.18601,19156.39819,39.52495564,52.77555009
2022-10-22T22:20:00+02:00,19172,19172.5,19172,19172,19172.32743,19169.99282,19170.16427,19172.21899,19172.65795,19182.53716,19157.44847,30.00286072,52.77555009
2022-10-22T22:25:00+02:00,19172,19172.5,19169,19169.5,19171.69911,19169.94802,19170.12631,19172.12188,19172.59541,19182.34634,19157.5497,17.70601265,49.6847279
2022-10-22T22:30:00+02:00,19169.5,19173,19169,19173,19171.9882,19170.22547,19170.29052,19172.15324,19172.60342,19182.59534,19157.8556,27.29197324,53.76703539
2022-10-22T22:35:00+02:00,19173,19175,19172.5,19174.5,19172.54638,19170.61406,19170.53107,19172.23706,19172.64098,19182.63609,19158.59204,50.99624003,55.43581786
2022-10-22T22:40:00+02:00,19174.5,19178.5,19174.5,19178,19173.75829,19171.28551,19170.95786,19172.44288,19172.7471,19183.30596,19159.26506,84.32957336,59.14168547
2022-10-22T22:45:00+02:00,19178,19180,19178,19179.5,19175.03423,19172.03228,19171.44598,19172.69492,19172.88082,19183.6227,19160.44187,100,60.65188988
2022-10-22T22:50:00+02:00,19179.5,19215,19179.5,19213,19183.47107,19175.75662,19173.8205,19174.13438,19173.67526,19194.12629,19157.38695,100,79.16968687
2022-10-22T22:55:00+02:00,19213,19213,19210.5,19211,19189.58861,19178.96057,19175.94504,19175.45101,19174.41436,19196.55383,19161.3673,97.37138728,76.84455072
2022-10-22T23:00:00+02:00,19211,19211,19209,19209,19193.90225,19181.69142,19177.8339,19176.64919,19175.09923,19198.4566,19164.92625,92.07933869,74.48861181
2022-10-22T23:05:00+02:00,19209,19209.5,19209,19209.5,19197.36842,19184.21948,19179.64339,19177.82243,19175.78043,19199.89428,19168.54467,87.02340203,74.69746431
2022-10-22T23:10:00+02:00,19209.5,19209.5,19183,19183.5,19194.28655,19184.15407,19179.86377,19178.0252,19175.93329,19204.38782,19163.92032,58.05090032,51.21696
2022-10-22T23:15:00+02:00,19183.5,19204.5,19183,19200.5,19195.66731,19185.64006,19181.04298,19178.82788,19176.41976,19209.03569,19162.24444,41.73658524,60.05780448
2022-10-22T23:20:00+02:00,19200.5,19202,19194.5,19194.5,19195.40791,19186.44551,19181.81195,19179.38759,19176.77779,19209.77716,19163.11386,20.81064087,56.18744598
2022-10-22T23:25:00+02:00,19194.5,19195,19184,19191,19194.42838,19186.85956,19182.33698,19179.80232,19177.05941,19210.8818,19162.83731,23.95834743,54.00125996
2022-10-22T23:30:00+02:00,19191,19191,19190.5,19190.5,19193.5554,19187.19051,19182.80344,19180.18438,19177.32556,19209.60402,19164.77699,16.74803732,53.67993354
2022-10-22T23:35:00+02:00,19190.5,19198,19190.5,19198,19194.54309,19188.17319,19183.67182,19180.82065,19177.73496,19210.59288,19165.75349,17.17742725,57.74183274
2022-10-22T23:40:00+02:00,19198,19200,19197.5,19200,19195.75574,19189.24835,19184.60486,19181.50563,19178.17585,19210.60235,19167.89435,21.3162198,58.77989284
2022-10-22T23:45:00+02:00,19200,19205.5,19199.5,19205,19197.81002,19190.68032,19185.77029,19182.34472,19178.70702,19211.79475,19169.56589,28.86749078,61.33690697
2022-10-22T23:50:00+02:00,19205,19205.5,19201.5,19201.5,19198.63001,19191.66393,19186.66913,19183.02883,19179.15837,19212.12733,19171.20053,29.88693598,58.59672094
2022-10-22T23:55:00+02:00,19201.5,19202,19199,19199,19198.71223,19192.33084,19187.37375,19183.59923,19179.55127,19211.97543,19172.68626,27.34700408,56.64995216
2022-10-23T00:00:00+02:00,19199,19199,19184.5,19190.5,19196.88729,19192.1644,19187.5524,19183.84569,19179.76808,19213.51295,19170.81586,15.27907356,50.50600243
2022-10-23T00:05:00+02:00,19190.5,19190.5,19177,19183,19193.80123,19191.33127,19187.29226,19183.81548,19179.83208,19214.04778,19168.61477,6.478786115,45.78732392
2022-10-23T00:10:00+02:00,19183,19190.5,19182.5,19186.5,19192.17873,19190.89207,19187.24699,19183.91136,19179.96412,19213.70025,19168.08389,2.803307994,48.21864475
2022-10-23T00:15:00+02:00,19186.5,19190,19182,19182.5,19190.0279,19190.12915,19186.97573,19183.86095,19180.01433,19213.02246,19167.23584,2.803307994,45.69632946
2022-10-23T00:20:00+02:00,19182.5,19182.5,19182,19182.5,19188.35504,19189.43559,19186.71997,19183.81235,19180.06355,19210.80081,19168.07037,2.803307994,45.69632946
2022-10-23T00:25:00+02:00,19182.5,19182.5,19182,19182,19186.94281,19188.75963,19186.45026,19183.74762,19180.1019,19208.7059,19168.81336,0,45.35240421
2022-10-23T00:30:00+02:00,19182,19182.5,19182,19182.5,19185.95552,19188.19057,19186.22453,19183.70306,19180.14938,19206.81926,19169.56189,0.916246277,45.79177644
2022-10-23T00:35:00+02:00,19182.5,19182.5,19182,19182.5,19185.18762,19187.67325,19186.0117,19183.6601,19180.19593,19205.07845,19170.26804,1.832492555,45.79177644
2022-10-23T00:40:00+02:00,19182.5,19182.5,19182,19182,19184.47926,19187.1575,19185.78246,19183.60081,19180.23166,19203.42662,19170.88838,1.866538622,45.36873049
2022-10-23T00:45:00+02:00,19182,19182.5,19179,19179.5,19183.37276,19186.46136,19185.42346,19183.45435,19180.21717,19202.3184,19170.60432,0.950292345,43.21878574
2022-10-23T00:50:00+02:00,19179.5,19179.5,19179,19179.5,19182.51215,19185.82851,19185.08498,19183.31312,19180.20297,19200.66005,19170.99697,0.034046067,43.21878574
2022-10-23T00:55:00+02:00,19179.5,19183,19179,19183,19182.62056,19185.57137,19184.96584,19183.30194,19180.25835,19200.20066,19170.94209,8.793480927,47.27555314
2022-10-23T01:00:00+02:00,19183,19185,19182.5,19185,19183.14932,19185.51943,19184.96779,19183.36259,19180.35225,19199.63948,19171.39938,24.3722986,49.49603652
2022-10-23T01:05:00+02:00,19185,19188,19184.5,19188,19184.22725,19185.74494,19185.14106,19183.52821,19180.50369,19199.60641,19171.88346,57.70563193,52.71304904
2022-10-23T01:10:00+02:00,19188,19188,19187.5,19188,19185.06564,19185.94994,19185.30443,19183.68792,19180.65213,19198.92845,19172.97143,82.24548434,52.71304904
2022-10-23T01:15:00+02:00,19188,19190,19187.5,19190,19186.16216,19186.31813,19185.57275,19183.91335,19180.83724,19198.90532,19173.73094,100,54.93261353
2022-10-23T01:20:00+02:00,19190,19190,19189.5,19189.5,19186.90391,19186.60739,19185.79716,19184.11287,19181.00878,19198.40264,19174.81214,98.04922384,54.24708185
2022-10-23T01:25:00+02:00,19189.5,19190,19186.5,19187,19186.92526,19186.64308,19185.86589,19184.21598,19181.12741,19198.34581,19174.94035,86.37850909,50.83135125
2022-10-23T01:30:00+02:00,19187,19187,19186.5,19187,19186.94187,19186.67553,19185.9307,19184.31541,19181.2437,19197.64949,19175.70157,74.70779434,50.83135125
2022-10-23T01:35:00+02:00,19187,19187,19185,19185,19186.51034,19186.52321,19185.87752,19184.33986,19181.31808,19197.14189,19175.90453,57.00386854,48.02565971
2022-10-23T01:40:00+02:00,19185,19185.5,19185,19185.5,19186.28582,19186.43019,19185.85595,19184.38129,19181.40089,19196.39754,19176.46284,51.18556744,48.78671394
2022-10-23T01:45:00+02:00,19185.5,19185.5,19185,19185.5,19186.11119,19186.34563,19185.83561,19184.42125,19181.48207,19195.70816,19176.98309,45.36726634,48.78671394
2022-10-23T01:50:00+02:00,19185.5,19190,19185,19190,19186.97537,19186.67784,19186.07357,19184.62049,19181.65074,19196.44305,19176.91263,65.02196831,55.57643458
2022-10-23T01:55:00+02:00,19190,19190,19189.5,19189.5,19187.5364,19186.9344,19186.26937,19184.79476,19181.80617,19196.10924,19177.75956,80.16994076,54.70854081
2022-10-23T02:00:00+02:00,19189.5,19201,19189.5,19200.5,19190.4172,19188.16764,19187.08255,19185.35566,19182.17634,19199.15142,19177.18386,97.65895661,66.94016095
2022-10-23T02:05:00+02:00,19200.5,19205,19196.5,19196.5,19191.76893,19188.92513,19187.62069,19185.75367,19182.45998,19200.94578,19176.90447,86.37582743,60.53771813
2022-10-23T02:10:00+02:00,19196.5,19197,19189.5,19189.5,19191.26473,19188.97739,19187.72808,19185.88747,19182.59939,19201.74656,19176.20821,61.14015861,51.29216823
2022-10-23T02:15:00+02:00,19189.5,19194.5,19189.5,19194.5,19191.98368,19189.47944,19188.11504,19186.19506,19182.83504,19202.40796,19176.55092,42.58759627,56.41278705
2022-10-23T02:20:00+02:00,19194.5,19194.5,19191,19191.5,19191.87619,19189.66313,19188.30847,19186.38452,19183.00663,19202.41819,19176.90807,28.99436007,52.82443964
2022-10-23T02:25:00+02:00,19191.5,19195,19191,19193,19192.12593,19189.96648,19188.57656,19186.62079,19183.20451,19202.66761,19177.26536,34.44796319,54.38673372
2022-10-23T02:30:00+02:00,19193,19193,19192.5,19193,19192.32017,19190.24226,19188.82932,19186.84862,19183.39848,19202.1433,19178.34121,30.87741643,54.38673372
2022-10-23T02:35:00+02:00,19193,19199,19192.5,19198.5,19193.69346,19190.99296,19189.38193,19187.26474,19183.69752,19203.43679,19178.54913,43.55364267,60.01737454
2022-10-23T02:40:00+02:00,19198.5,19199,19186,19186.5,19192.09492,19190.58451,19189.21725,19187.23743,19183.75302,19204.9252,19176.24381,32.34341843,46.52336503
2022-10-23T02:45:00+02:00,19186.5,19186.5,19182,19183.5,19190.18493,19189.94046,19188.89055,19187.10395,19183.74801,19204.22111,19175.65982,21.13319419,43.867929
2022-10-23T02:50:00+02:00,19183.5,19186,19183.5,19185.5,19189.14384,19189.53678,19188.69681,19187.04666,19183.7827,19203.3331,19175.74047,3.192394158,46.07759876
2022-10-23T02:55:00+02:00,19185.5,19186,19185.5,19186,19188.44521,19189.21526,19188.5427,19187.00928,19183.82661,19202.13326,19176.29725,7.201785846,46.64309745
2022-10-23T03:00:00+02:00,19186,19186.5,19185.5,19186.5,19188.01294,19188.96842,19188.42598,19186.99109,19183.87955,19201.17799,19176.75884,12.07207096,47.23897943
2022-10-23T03:05:00+02:00,19186.5,19186.5,19174.5,19175,19185.12117,19187.69856,19187.65878,19186.56284,19183.70371,19201.60745,19173.78967,8.879676801,37.00319025
2022-10-23T03:10:00+02:00,19175,19175,19173,19173.5,19182.53869,19186.40778,19186.84971,19186.09631,19183.50166,19199.75175,19173.06381,4.870285113,35.91019887
2022-10-23T03:15:00+02:00,19173.5,19173.5,19166.5,19167,19179.08565,19184.64344,19185.71544,19185.4143,19183.17489,19198.53427,19170.75261,2.96E-15,31.55989229
2022-10-23T03:20:00+02:00,19167,19167,19161.5,19162,19175.28884,19182.58494,19184.36027,19184.57807,19182.75559,19196.66214,19168.50774,2.37E-15,28.68152854
2022-10-23T03:25:00+02:00,19162,19166.5,19161.5,19166.5,19173.33576,19181.12268,19183.33968,19183.93243,19182.4337,19195.26579,19166.97956,6.161541565,34.47384207
2022-10-23T03:30:00+02:00,19166.5,19166.5,19163,19163.5,19171.15004,19179.52062,19182.20599,19183.2027,19182.05877,19193.40351,19165.63772,10.30258922,32.57442549
2022-10-23T03:35:00+02:00,19163.5,19163.5,19163,19163.5,19169.45003,19178.0642,19181.13707,19182.49903,19181.69127,19191.0626,19165.0658,14.44363688,32.57442549
2022-10-23T03:40:00+02:00,19163.5,19165,19158,19160.5,19167.46113,19176.46745,19179.95781,19181.71335,19181.27164,19190.03739,19162.89751,10.34194575,30.61794322
2022-10-23T03:45:00+02:00,19160.5,19160.5,19159,19159.5,19165.69199,19174.92496,19178.78879,19180.92002,19180.84052,19187.84704,19162.00287,8.518392335,29.97173211
2022-10-23T03:50:00+02:00,19159.5,19161,19159,19161,19164.64933,19173.65905,19177.77229,19180.20859,19180.44764,19186.0867,19161.2314,10.84197477,32.28054021
2022-10-23T03:55:00+02:00,19161,19167,19160.5,19166.5,19165.06059,19173.00823,19177.12816,19179.719,19180.17145,19185.94105,19160.07541,29.25855118,40.08123711
2022-10-23T04:00:00+02:00,19166.5,19173,19166.5,19172.5,19166.71379,19172.96202,19176.86369,19179.46117,19180.01954,19186.36393,19159.56012,60.24653157,47.22346984
2022-10-23T04:05:00+02:00,19172.5,19173,19171.5,19171.5,19167.77739,19172.82911,19176.5572,19179.17685,19179.85083,19185.59517,19160.06306,85.31061374,46.23430443
2022-10-23T04:10:00+02:00,19171.5,19172,19171.5,19171.5,19168.60464,19172.70828,19176.26821,19178.90267,19179.68547,19184.66962,19160.74695,96.38927167,46.23430443
2022-10-23T04:15:00+02:00,19171.5,19177.5,19171.5,19177,19170.47027,19173.09844,19176.31003,19178.83472,19179.63229,19185.49111,19160.70577,96.41713038,52.57131157
2022-10-23T04:20:00+02:00,19177,19178.5,19177,19178,19172.14355,19173.54404,19176.4066,19178.80491,19179.59997,19185.37295,19161.71513,98.22175145,53.64118704
2022-10-23T04:25:00+02:00,19178,19184.5,19178,19184,19174.77831,19174.49458,19176.84051,19178.99045,19179.6871,19186.87142,19162.11774,100,59.53868787
2022-10-23T04:30:00+02:00,19184,19186,19184,19185.5,19177.16091,19175.49507,19177.33534,19179.22293,19179.80221,19187.41643,19163.57372,100,60.87859542
2022-10-23T04:35:00+02:00,19185.5,19188.5,19185.5,19188,19179.5696,19176.63188,19177.94475,19179.5364,19179.96454,19188.34457,19164.9192,100,63.07345614
2022-10-23T04:40:00+02:00,19188,19189,19188,19188.5,19181.55413,19177.7108,19178.5479,19179.85653,19180.13356,19188.80116,19166.62045,100,63.51434523
2022-10-23T04:45:00+02:00,19188.5,19199.5,19188.5,19199,19185.43099,19179.64618,19179.71659,19180.54022,19180.50715,19192.30151,19166.99086,100,71.27157259
2022-10-23T04:50:00+02:00,19199,19199.5,19188,19188.5,19186.11299,19180.45108,19180.2185,19180.8245,19180.66543,19194.66674,19166.23542,89.28292512,57.9931681
