time,open,high,low,close,EMA 1 (8),EMA 2 (21),EMA 3 (34),EMA 4 (55),EMA 5 (100),Upper ATR 3,Lower ATR 3,RSI Stoch,RSI
2022-10-18T04:05:00+02:00,19525,19525.5,19520.5,19523,19531.08716,19544.36651,19545.87152,19542.34887,19528.1403,19601.89542,19486.8376,10.53842648,41.68395927
2022-10-18T04:10:00+02:00,19523,19534.5,19519,19519,19528.40112,19542.06046,19544.336,19541.51498,19527.95931,19598.80159,19485.31933,8.283823474,40.5009301
2022-10-18T04:15:00+02:00,19519,19519.5,19501,19514.5,19525.31199,19539.55497,19542.63109,19540.55016,19527.69279,19596.20745,19482.90249,4.408475495,39.15461518
2022-10-18T04:20:00+02:00,19514.5,19514.5,19498,19498,19519.24266,19535.77724,19540.08074,19539.03051,19527.10481,19591.91883,19479.63566,1.355456074,34.61145887
2022-10-18T04:25:00+02:00,19498,19504,19495.5,19503.5,19515.74429,19532.84295,19537.99041,19537.76156,19526.63739,19586.79585,19478.89005,5.021510772,37.22612989
2022-10-18T04:30:00+02:00,19503.5,19520.5,19503,19520,19516.69,19531.67541,19536.96239,19537.12722,19526.50596,19585.52453,19477.82628,29.265184,44.40794281
2022-10-18T04:35:00+02:00,19520,19524.5,19515.5,19518.5,19517.09222,19530.47764,19535.90739,19536.46197,19526.34742,19582.40897,19478.54631,60.92481213,43.91605002
2022-10-18T04:40:00+02:00,19518.5,19520.5,19511.5,19512,19515.96062,19528.79786,19534.54126,19535.58832,19526.06331,19578.94838,19478.64734,80.21846515,41.75755221
2022-10-18T04:45:00+02:00,19512,19517.5,19500,19500.5,19512.52493,19526.22532,19532.59604,19534.33517,19525.55711,19576.54366,19475.90699,68.12351406,38.18190171
2022-10-18T04:50:00+02:00,19500.5,19500.5,19473,19492.5,19508.07494,19523.15939,19530.30484,19532.84106,19524.90251,19575.77642,19470.54236,40.78083547,35.88018668
2022-10-18T04:55:00+02:00,19492.5,19493,19476.5,19481.5,19502.1694,19519.37217,19527.51599,19531.00745,19524.04306,19571.76655,19466.97778,16.46567168,32.9398131
2022-10-18T05:00:00+02:00,19481.5,19496.5,19481.5,19496.5,19500.90953,19517.29288,19525.74365,19529.77504,19523.49765,19569.1591,19465.42667,25.25469318,40.14331589
2022-10-18T05:05:00+02:00,19496.5,19496.5,19490.5,19492.5,19499.04075,19515.03898,19523.84401,19528.44379,19522.88384,19564.48618,19465.59178,38.38378678,38.94201767
2022-10-18T05:10:00+02:00,19492.5,19493,19490,19490,19497.03169,19512.76271,19521.91007,19527.07079,19522.23267,19559.32083,19466.2046,53.59499079,38.17313492
2022-10-18T05:15:00+02:00,19490,19513,19490,19507.5,19499.35798,19512.28428,19521.08664,19526.37184,19521.94094,19560.44539,19464.12318,65.99058049,46.18329985
2022-10-18T05:20:00+02:00,19507.5,19507.5,19490.5,19493.5,19498.05621,19510.57662,19519.51026,19525.19784,19521.37775,19558.9405,19462.21274,70.20589892,41.54597175
2022-10-18T05:25:00+02:00,19493.5,19503,19490.5,19502.5,19499.04372,19509.84238,19518.53824,19524.38721,19521.00393,19557.43027,19462.25449,86.21887168,45.34532224
2022-10-18T05:30:00+02:00,19502.5,19536.5,19497,19520.5,19503.81178,19510.81126,19518.65034,19524.24838,19520.99395,19563.4643,19458.15821,86.21887168,52.05705018
2022-10-18T05:35:00+02:00,19520.5,19529,19516,19524.5,19508.40916,19512.05569,19518.98461,19524.25736,19521.06338,19563.73351,19460.37786,97.89084343,53.42580154
2022-10-18T05:40:00+02:00,19524.5,19564,19524.5,19562,19520.31824,19516.59608,19521.44263,19525.60531,19521.87401,19573.04692,19460.14524,100,63.84667307
2022-10-18T05:45:00+02:00,19562,19566,19545.5,19553,19527.58085,19519.90553,19523.24591,19526.5837,19522.49036,19576.71702,19463.09404,96.23555675,60.35625945
2022-10-18T05:50:00+02:00,19553,19556,19538.5,19543,19531.00733,19522.00503,19524.37471,19527.16999,19522.89649,19578.50855,19465.5015,88.47435455,56.65044139
2022-10-18T05:55:00+02:00,19543,19543.5,19533,19541,19533.22792,19523.73184,19525.32473,19527.66392,19523.25498,19578.4494,19469.01428,79.91571244,55.91105047
2022-10-18T06:00:00+02:00,19541,19552,19536.5,19549,19536.73283,19526.02895,19526.6776,19528.42592,19523.76478,19580.15954,19471.89835,77.65263746,58.2579232
2022-10-18T06:05:00+02:00,19549,19557.5,19544.5,19548,19539.23664,19528.02631,19527.89603,19529.125,19524.24469,19581.07615,19474.97648,77.61951772,57.84343842
2022-10-18T06:10:00+02:00,19548,19563,19540,19558,19543.40628,19530.7512,19529.61625,19530.15625,19524.91311,19584.94033,19476.56206,82.27907864,60.84357677
2022-10-18T06:15:00+02:00,19558,19579,19557,19578.5,19551.20488,19535.092,19532.40961,19531.88281,19525.97424,19590.12476,19480.05923,88.30659688,66.16026929
2022-10-18T06:20:00+02:00,19578.5,19584,19575,19576,19556.71491,19538.81091,19534.90049,19533.45843,19526.96484,19591.84133,19485.78048,94.53120073,65.00114405
2022-10-18T06:25:00+02:00,19576,19600,19575.5,19589.5,19564.00049,19543.419,19538.02046,19535.45991,19528.20316,19597.91154,19488.92647,98.43028192,68.2372967
2022-10-18T06:30:00+02:00,19589.5,19591.5,19580.5,19591.5,19570.11149,19547.79,19541.07644,19537.46134,19529.45657,19600.74736,19494.83265,98.43028192,68.69905374
2022-10-18T06:35:00+02:00,19591.5,19591.5,19568,19568.5,19569.75338,19549.67273,19542.6435,19538.56987,19530.2297,19603.88313,19495.46233,79.00556017,58.21736747
2022-10-18T06:40:00+02:00,19568.5,19568.5,19557,19563,19568.25263,19550.8843,19543.80672,19539.44237,19530.87862,19603.68682,19498.08178,51.32610038,56.01639264
2022-10-18T06:45:00+02:00,19563,19570.5,19562.5,19570.5,19568.75204,19552.66755,19545.33205,19540.55157,19531.6632,19603.41274,19501.92235,24.29775613,58.32989711
2022-10-18T06:50:00+02:00,19570.5,19570.5,19565,19569,19568.80715,19554.15231,19546.68451,19541.56759,19532.40255,19602.45142,19505.85321,16.56063896,57.67647639
2022-10-18T06:55:00+02:00,19569,19574.5,19567,19567,19568.40556,19555.32029,19547.84539,19542.47589,19533.08764,19601.7766,19508.86397,13.12858135,56.76342816
2022-10-18T07:00:00+02:00,19567,19574,19567,19570,19568.75988,19556.65481,19549.11137,19543.45889,19533.81858,19601.29281,19512.0168,11.85557366,57.84152031
