time,close
1967-02-01T01:00:00+01:00,50.3
1967-03-01T01:00:00+01:00,43.9
1967-04-01T01:00:00+01:00,41.1
1967-05-01T01:00:00+01:00,41.7
1967-06-01T01:00:00+01:00,43.6
1967-07-01T01:00:00+01:00,45.5
1967-08-01T01:00:00+01:00,47.2
1967-09-01T01:00:00+01:00,48.8
1967-10-01T01:00:00+01:00,50
1967-11-01T01:00:00+01:00,52.9
1967-12-01T01:00:00+01:00,51.9
1968-01-01T01:00:00+01:00,54.1
1968-02-01T01:00:00+01:00,53.1
1968-03-01T01:00:00+01:00,49.7
1968-04-01T01:00:00+01:00,52.7
1968-05-01T01:00:00+01:00,55.2
1968-06-01T01:00:00+01:00,53.2
1968-07-01T01:00:00+01:00,55.5
1968-08-01T01:00:00+01:00,52.7
1968-09-01T01:00:00+01:00,56.3
1968-10-01T01:00:00+01:00,58.8
1968-11-01T01:00:00+01:00,59.5
1968-12-01T01:00:00+01:00,61.8
1969-01-01T01:00:00+01:00,63.1
1969-02-01T01:00:00+01:00,61.9
1969-03-01T01:00:00+01:00,64.3
1969-04-01T01:00:00+01:00,63.1
1969-05-01T01:00:00+01:00,57.8
1969-06-01T01:00:00+01:00,57.2
1969-07-01T01:00:00+01:00,54.4
1969-08-01T01:00:00+01:00,56.1
1969-09-01T01:00:00+01:00,52.2
1969-10-01T01:00:00+01:00,52.4
1969-11-01T01:00:00+01:00,57
1969-12-01T01:00:00+01:00,50.7
1970-01-01T01:00:00+01:00,45.2
1970-02-01T01:00:00+01:00,43.1
1970-03-01T01:00:00+01:00,41.5
1970-04-01T01:00:00+01:00,38.9
1970-05-01T01:00:00+01:00,34.9
1970-06-01T01:00:00+01:00,43.3
1970-07-01T01:00:00+01:00,46.1
1970-08-01T01:00:00+01:00,45.7
1970-09-01T01:00:00+01:00,41.2
1970-10-01T01:00:00+01:00,35.7
1970-11-01T01:00:00+01:00,38.1
1970-12-01T01:00:00+01:00,37.3
1971-01-01T01:00:00+01:00,41.4
1971-02-01T01:00:00+01:00,47.2
1971-03-01T01:00:00+01:00,47.5
1971-04-01T01:00:00+01:00,49.4
1971-05-01T01:00:00+01:00,50.6
1971-06-01T01:00:00+01:00,48
1971-07-01T01:00:00+01:00,49.6
1971-08-01T01:00:00+01:00,50
1971-09-01T01:00:00+01:00,53.9
1971-10-01T01:00:00+01:00,55.9
1971-11-01T01:00:00+01:00,57.3
1971-12-01T01:00:00+01:00,59.3
1972-01-01T01:00:00+01:00,59.6
1972-02-01T01:00:00+01:00,59.4
1972-03-01T01:00:00+01:00,63
1972-04-01T01:00:00+01:00,62.2
1972-05-01T01:00:00+01:00,64.1
1972-06-01T01:00:00+01:00,62.8
1972-07-01T01:00:00+01:00,67.4
1972-08-01T01:00:00+01:00,65.4
1972-09-01T01:00:00+01:00,69.9
1972-10-01T01:00:00+01:00,71.6
1972-11-01T01:00:00+01:00,75.1
1972-12-01T01:00:00+01:00,73.5
1973-01-01T01:00:00+01:00,77.9
1973-02-01T01:00:00+01:00,77
1973-03-01T01:00:00+01:00,75
1973-04-01T01:00:00+01:00,74.6
1973-05-01T01:00:00+01:00,71.9
1973-06-01T01:00:00+01:00,73.3
1973-07-01T01:00:00+01:00,68.1
1973-08-01T01:00:00+01:00,68.4
1973-09-01T01:00:00+01:00,70.4
1973-10-01T01:00:00+01:00,69.9
1973-11-01T01:00:00+01:00,81
1973-12-01T01:00:00+01:00,74.2
1974-01-01T01:00:00+01:00,68.4
1974-02-01T01:00:00+01:00,68.3
1974-03-01T01:00:00+01:00,58.2
1974-04-01T01:00:00+01:00,63.1
1974-05-01T02:00:00+02:00,58.7
1974-06-01T02:00:00+02:00,60.9
1974-07-01T02:00:00+02:00,63.4
1974-08-01T02:00:00+02:00,57.2
1974-09-01T02:00:00+02:00,47.1
1974-10-01T02:00:00+02:00,41.8
1974-11-01T01:00:00+01:00,36.9
1974-12-01T01:00:00+01:00,24.3
1975-01-01T01:00:00+01:00,24.4
1975-02-01T01:00:00+01:00,23.5
1975-03-01T01:00:00+01:00,28.3
1975-04-01T01:00:00+01:00,33.1
1975-05-01T02:00:00+02:00,37.2
1975-06-01T02:00:00+02:00,39.7
1975-07-01T02:00:00+02:00,44.5
1975-08-01T02:00:00+02:00,50.3
1975-09-01T02:00:00+02:00,50.8
1975-10-01T02:00:00+02:00,52.2
1975-11-01T01:00:00+01:00,52.2
1975-12-01T01:00:00+01:00,49.3
1976-01-01T01:00:00+01:00,55.7
1976-02-01T01:00:00+01:00,60.4
1976-03-01T01:00:00+01:00,61.3
1976-04-01T02:00:00+02:00,61.2
1976-05-01T02:00:00+02:00,59.9
1976-06-01T02:00:00+02:00,59.5
1976-07-01T02:00:00+02:00,59.9
1976-08-01T02:00:00+02:00,59.2
1976-09-01T02:00:00+02:00,57.8
1976-10-01T01:00:00+01:00,56.7
1976-11-01T01:00:00+01:00,56.8
1976-12-01T01:00:00+01:00,56
1977-01-01T01:00:00+01:00,61.3
1977-02-01T01:00:00+01:00,57.4
1977-03-01T01:00:00+01:00,56.9
1977-04-01T01:00:00+01:00,58.1
1977-05-01T02:00:00+02:00,60.3
1977-06-01T02:00:00+02:00,58.7
1977-07-01T02:00:00+02:00,58.7
1977-08-01T02:00:00+02:00,54.9
1977-09-01T02:00:00+02:00,57.2
1977-10-01T01:00:00+01:00,60.1
1977-11-01T01:00:00+01:00,59.6
1977-12-01T01:00:00+01:00,65.3
1978-01-01T01:00:00+01:00,65.5
1978-02-01T01:00:00+01:00,61.9
1978-03-01T01:00:00+01:00,57.9
1978-04-01T01:00:00+01:00,62.7
1978-05-01T02:00:00+02:00,62.7
1978-06-01T02:00:00+02:00,62.6
1978-07-01T02:00:00+02:00,64
1978-08-01T02:00:00+02:00,60.7
1978-09-01T02:00:00+02:00,65.4
1978-10-01T02:00:00+02:00,64.1
1978-11-01T01:00:00+01:00,66.5
1978-12-01T01:00:00+01:00,65.1
1979-01-01T01:00:00+01:00,62.8
1979-02-01T01:00:00+01:00,62.3
1979-03-01T01:00:00+01:00,66.2
1979-04-01T01:00:00+01:00,64
1979-05-01T02:00:00+02:00,60.9
1979-06-01T02:00:00+02:00,58.8
1979-07-01T02:00:00+02:00,54.2
1979-08-01T02:00:00+02:00,43.9
1979-09-01T02:00:00+02:00,49.4
1979-10-01T01:00:00+01:00,51.5
1979-11-01T01:00:00+01:00,49.2
1979-12-01T01:00:00+01:00,48.2
1980-01-01T01:00:00+01:00,45.2
1980-02-01T01:00:00+01:00,47.2
1980-03-01T01:00:00+01:00,43.2
1980-04-01T01:00:00+01:00,35.5
1980-05-01T02:00:00+02:00,25.1
1980-06-01T02:00:00+02:00,20.7
1980-07-01T02:00:00+02:00,26.5
1980-08-01T02:00:00+02:00,36.4
1980-09-01T02:00:00+02:00,45
1980-10-01T01:00:00+01:00,46
1980-11-01T01:00:00+01:00,51.7
1980-12-01T01:00:00+01:00,51.4
1981-01-01T01:00:00+01:00,51.5
1981-02-01T01:00:00+01:00,52.5
1981-03-01T01:00:00+01:00,51.6
1981-04-01T02:00:00+02:00,52.9
1981-05-01T02:00:00+02:00,51.2
1981-06-01T02:00:00+02:00,49.6
1981-07-01T02:00:00+02:00,48.8
1981-08-01T02:00:00+02:00,48.7
1981-09-01T02:00:00+02:00,42.8
1981-10-01T01:00:00+01:00,43
1981-11-01T01:00:00+01:00,34.4
1981-12-01T01:00:00+01:00,34.4
1982-01-01T01:00:00+01:00,35.6
1982-02-01T01:00:00+01:00,32.2
1982-03-01T01:00:00+01:00,32
1982-04-01T02:00:00+02:00,34.1
1982-05-01T02:00:00+02:00,35.9
1982-06-01T02:00:00+02:00,36.1
1982-07-01T02:00:00+02:00,38.1
1982-08-01T02:00:00+02:00,34.8
1982-09-01T02:00:00+02:00,43.9
1982-10-01T01:00:00+01:00,39
1982-11-01T01:00:00+01:00,39.6
1982-12-01T01:00:00+01:00,41.8
1983-01-01T01:00:00+01:00,46.8
1983-02-01T01:00:00+01:00,52.2
1983-03-01T01:00:00+01:00,57.2
1983-04-01T02:00:00+02:00,55.7
1983-05-01T02:00:00+02:00,56.7
1983-06-01T02:00:00+02:00,50.8
1983-07-01T02:00:00+02:00,62.8
1983-08-01T02:00:00+02:00,67.5
1983-09-01T02:00:00+02:00,65.7
1983-10-01T01:00:00+01:00,68.8
1983-11-01T01:00:00+01:00,69.5
1983-12-01T01:00:00+01:00,75
1984-01-01T01:00:00+01:00,69.8
1984-02-01T01:00:00+01:00,65.9
1984-03-01T01:00:00+01:00,70.7
1984-04-01T02:00:00+02:00,69.3
1984-05-01T02:00:00+02:00,68
1984-06-01T02:00:00+02:00,64.7
1984-07-01T02:00:00+02:00,62.5
1984-08-01T02:00:00+02:00,56.3
1984-09-01T02:00:00+02:00,59.3
1984-10-01T01:00:00+01:00,53.4
1984-11-01T01:00:00+01:00,52.7
1984-12-01T01:00:00+01:00,51.5
1985-01-01T01:00:00+01:00,52.8
1985-02-01T01:00:00+01:00,51.7
1985-03-01T01:00:00+01:00,49.1
1985-04-01T02:00:00+02:00,57.4
1985-05-01T02:00:00+02:00,49.2
1985-06-01T02:00:00+02:00,51
1985-07-01T02:00:00+02:00,48.4
1985-08-01T02:00:00+02:00,51.4
1985-09-01T02:00:00+02:00,50.7
1985-10-01T01:00:00+01:00,47.1
1985-11-01T01:00:00+01:00,55
1985-12-01T01:00:00+01:00,53.9
1986-01-01T01:00:00+01:00,55.6
1986-02-01T01:00:00+01:00,57.2
1986-03-01T01:00:00+01:00,56.6
1986-04-01T02:00:00+02:00,54.7
1986-05-01T02:00:00+02:00,56.3
1986-06-01T02:00:00+02:00,55.8
