time,open,high,low,close,Volume,Volume MA,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2018-03-29T02:00:00+02:00,7938.2575,7966.25,6905.6325,7083.7675,82511.51208,53396.36626,7318.55,7318.550086,7318.549914,7318.550173,7318.549827,7318.550259,7318.549741,8214.742742,8574.338136,8969.007095,9465.965553,9840.910559,9311.187731,7837.488541,10048.03733,7100.638946,10784.88692,6363.789351,15.87173819,28.08084408,31.79992806,40.3878013,NaN,NaN
2018-03-30T02:00:00+02:00,7082.3125,7273.4,6575,6835.18,91502.9633,55711.0304,6894.526667,6894.526667,6894.526667,6894.526667,6894.526667,6894.526667,6894.526667,8002.50232,8416.232851,8847.074118,9372.008926,9774.116547,9150.336047,7682.129656,9884.439242,6948.02646,10618.54244,6213.923265,10.87486603,18.61814731,30.17832061,39.89613928,NaN,NaN
2018-03-31T02:00:00+02:00,6832.585,7218.475,6784.1675,6922.18,40804.8842,54953.36965,6974.940833,6974.940833,6974.940833,6974.940833,6974.940833,6974.940833,6974.940833,7836.298887,8280.409865,8737.080169,9284.515036,9710.740179,8993.099082,7567.720647,9705.788299,6855.03143,10418.47752,6142.342213,2.683057061,9.809887092,31.49495977,39.68431783,NaN,NaN
2018-04-01T02:00:00+02:00,6923.4725,7042.6675,6442.2625,6812.6375,52485.23803,54545.64111,6765.855833,6765.85592,6765.855747,6765.856006,6765.855661,6765.856092,6765.855574,7678.812519,8146.976013,8627.112016,9196.233695,9646.337898,8851.644929,7442.307097,9556.313845,6737.638181,10260.98276,6032.969265,3.765953418,5.774625502,30.7097233,39.14403055,NaN,NaN
2018-04-02T02:00:00+02:00,6815.535,7113.6025,6766.27,7050.615,42700.39264,54159.00445,6976.829167,6976.829167,6976.829167,6976.829167,6976.829167,6976.829167,6976.829167,7582.166747,8047.30683,8537.026472,9119.604456,9588.655167,8726.451717,7368.161944,9405.596603,6689.017058,10084.74149,6009.872171,12.63121072,6.360073731,34.52871072,38.55873048,NaN,NaN
2018-04-03T02:00:00+02:00,7050.59,7514.135,7012.0125,7418.625,54619.65305,52785.35042,7314.924167,7314.924167,7314.924167,7314.924167,7314.924167,7314.924167,7314.924167,7557.006478,7990.153937,8473.117817,9058.85519,9540.432274,8656.654367,7323.653507,9323.154797,6657.153076,9989.655227,5990.652646,30.02998397,15.47571603,40.03294672,38.14284846,NaN,NaN
2018-04-04T02:00:00+02:00,7417.265,7427.1725,6706.335,6794.085,50802.85773,51627.29402,6975.864167,6975.864167,6975.864167,6975.864167,6975.864167,6975.864167,6975.864167,7439.633943,7881.420397,8377.173085,8977.97054,9479.402335,8551.802046,7211.038748,9222.183696,6540.657098,9892.565345,5870.275449,38.16370479,26.94163316,34.70113127,37.35325227,NaN,NaN
2018-04-05T02:00:00+02:00,6793.94,6930.155,6568.4225,6774.51,46331.38538,51340.45584,6757.695833,6757.695833,6757.695833,6757.695833,6757.695833,6757.695833,6757.695833,7337.307183,7780.792179,8285.592337,8899.275521,9419.293616,8429.127461,7132.456897,9077.462742,6484.121616,9725.798024,5835.786334,38.19858741,35.46409206,34.54582845,36.67141112,NaN,NaN
2018-04-06T02:00:00+02:00,6774.98,6848.25,6511.6675,6611.62,32318.09738,50896.44993,6657.179167,6657.179167,6657.179167,6657.179167,6657.179167,6657.179167,6657.179167,7225.663001,7674.503799,8189.936775,8817.573538,9356.900869,8300.571025,7048.436573,8926.638251,6422.369348,9552.705476,5796.302122,26.09042068,34.15090429,33.21374655,35.71983797,NaN,NaN
2018-04-07T02:00:00+02:00,6615.775,7070.1625,6602.69,6897,29059.04653,48457.50555,6856.6175,6856.6175,6856.6175,6856.6175,6856.6175,6856.6175,6856.6175,7175.099462,7603.821636,8116.054673,8748.981626,9302.236405,8218.560667,6989.082605,8833.299698,6374.343573,9448.038729,5759.604542,38.0628758,34.11729463,37.74310377,35.35379518,NaN,NaN
2018-04-08T02:00:00+02:00,6894.8,7104.5275,6885.725,7021.1225,17532.4653,45940.01282,7003.791667,7003.791667,7003.791667,7003.791667,7003.791667,7003.791667,7003.791667,7151.410699,7550.848987,8053.487121,8687.272371,9251.544985,8137.306837,6964.391137,8723.764687,6377.933286,9310.222538,5791.475436,61.23410959,41.79580202,39.65986251,35.18101622,NaN,NaN
