Dates,10y_2y_bonds_spread,dxy,interest_rates,vix,gdp,pmi,unemployment_rate,cpi,m2(in billions),btc_price
2010-08-06,2.36,80.407,0.25,21.74001,3.258695652173913,57.725806451612904,9.5,1.1,8674.1,0.0623
2010-08-07,2.3466666666666667,80.5525,0.25,21.873340000000002,3.264130434782609,57.670967741935485,9.5,1.1,8675.1,0.059
2010-08-08,2.333333333333333,80.698,0.25,22.00667,3.269565217391304,57.616129032258065,9.5,1.1,8676.1,0.0609
2010-08-09,2.32,80.7825,0.25,22.14,3.275,57.561290322580646,9.5,1.1,8677.1,0.0704
2010-08-10,2.27,80.867,0.25,22.37,3.2804347826086957,57.50645161290323,9.5,1.1,8678.1,0.07
2010-08-11,2.18,82.443,0.25,25.39,3.285869565217391,57.45161290322581,9.5,1.1,8679.1,0.067
2010-08-12,2.19,82.59,0.25,25.73,3.291304347826087,57.39677419354839,9.5,1.1,8680.1,0.07
2010-08-13,2.14,82.92,0.25,26.24001,3.2967391304347826,57.34193548387097,9.5,1.1,8681.1,0.0645
2010-08-14,2.1166666666666667,82.6825,0.25,26.193343333333335,3.302173913043478,57.28709677419355,9.5,1.1,8682.1,0.067
2010-08-15,2.0933333333333333,82.445,0.25,26.146676666666668,3.3076086956521737,57.23225806451613,9.5,1.1,8683.1,0.06529
2010-08-16,2.07,82.342,0.25,26.10001,3.3130434782608695,57.17741935483871,9.5,1.1,8684.1,0.0655
2010-08-17,2.12,82.239,0.25,24.33,3.318478260869565,57.122580645161285,9.5,1.1,8685.1,0.07
2010-08-18,2.13,82.297,0.25,24.59,3.3239130434782607,57.067741935483866,9.5,1.1,8686.1,0.068
2010-08-19,2.09,82.486,0.25,26.44,3.3293478260869565,57.01290322580645,9.5,1.1,8687.1,0.0667
2010-08-20,2.13,83.057,0.25,25.49001,3.3347826086956522,56.95806451612903,9.5,1.1,8688.1,0.0655
2010-08-21,2.123333333333333,83.1565,0.25,25.546673333333334,3.3402173913043476,56.90322580645161,9.5,1.1,8689.1,0.0664
2010-08-22,2.1166666666666667,83.256,0.25,25.603336666666667,3.3456521739130434,56.84838709677419,9.5,1.1,8690.1,0.066
2010-08-23,2.11,83.28399999999999,0.25,25.66,3.351086956521739,56.79354838709677,9.5,1.1,8691.1,0.06491
2010-08-24,2.0,83.312,0.25,27.46001,3.3565217391304345,56.73870967741935,9.5,1.1,8692.1,0.065
2010-08-25,2.01,83.219,0.25,26.7,3.3619565217391303,56.68387096774193,9.5,1.1,8693.1,0.0648
2010-08-26,1.99,82.916,0.25,27.37,3.367391304347826,56.62903225806451,9.5,1.1,8694.1,0.064
2010-08-27,2.1,82.918,0.25,24.45,3.372826086956522,56.57419354838709,9.5,1.1,8695.1,0.065
2010-08-28,2.08,83.02600000000001,0.25,25.370003333333333,3.378260869565217,56.519354838709674,9.5,1.1,8696.1,0.0646
2010-08-29,2.06,83.134,0.25,26.290006666666667,3.383695652173913,56.464516129032255,9.5,1.1,8697.1,0.064
2010-08-30,2.04,83.1165,0.25,27.21001,3.389130434782609,56.409677419354836,9.5,1.1,8698.1,0.06497
2010-08-31,2.0,83.099,0.25,26.05,3.394565217391304,56.354838709677416,9.5,1.1,8699.1,0.06
2010-09-01,2.08,82.464,0.25,23.89,3.4,56.3,9.5,1.1,8700.1,0.0629
2010-09-02,2.13,82.405,0.25,23.19,3.3934065934065933,56.346666666666664,9.496666666666666,1.1033333333333335,8701.743333333334,0.0634
2010-09-03,2.2,82.015,0.25,21.31,3.3868131868131868,56.39333333333333,9.493333333333334,1.1066666666666667,8703.386666666667,0.06085
2010-09-04,2.18,82.03450000000001,0.25,21.932499999999997,3.38021978021978,56.44,9.49,1.11,8705.03,0.06238
2010-09-05,2.16,82.054,0.25,22.555,3.3736263736263736,56.486666666666665,9.486666666666666,1.1133333333333335,8706.673333333334,0.0616
2010-09-06,2.14,82.4765,0.25,23.177500000000002,3.367032967032967,56.53333333333333,9.483333333333334,1.1166666666666667,8708.316666666668,0.0616
2010-09-07,2.12,82.899,0.25,23.8,3.3604395604395605,56.58,9.48,1.12,8709.960000000001,0.061
