Dates,10y_2y_bonds_spread,dxy,interest_rates,vix,gdp,pmi,unemployment_rate,cpi,m2(in billions),btc_price
2011-12-24,1.7425,79.939,0.25,21.025,1.778021978021978,52.87741935483871,8.351612903225806,2.925806451612903,9714.409677419355,3.94
2011-12-25,1.7349999999999999,79.948,0.25,21.32,1.7901098901098902,52.86774193548387,8.345161290322581,2.92258064516129,9716.770967741935,4.225
2011-12-26,1.7275,79.892,0.25,21.615000000000002,1.8021978021978022,52.85806451612903,8.338709677419356,2.9193548387096775,9719.132258064516,4.018
2011-12-27,1.72,79.836,0.25,21.91,1.8142857142857143,52.84838709677419,8.332258064516129,2.9161290322580644,9721.493548387096,4.06997
2011-12-28,1.65,80.536,0.25,23.52,1.8263736263736263,52.83870967741935,8.325806451612904,2.9129032258064513,9723.854838709676,4.18552
2011-12-29,1.63,80.424,0.25,22.64999,1.8384615384615386,52.829032258064515,8.319354838709678,2.9096774193548387,9726.216129032258,4.166
2011-12-30,1.64,80.178,0.25,23.39999,1.8505494505494506,52.81935483870968,8.312903225806453,2.9064516129032256,9728.577419354839,4.248
2011-12-31,1.6549999999999998,80.22,0.25,23.292492499999998,1.8626373626373627,52.809677419354834,8.306451612903226,2.903225806451613,9730.938709677419,4.72202
2012-01-01,1.67,80.262,0.25,23.184995,1.8747252747252747,52.8,8.3,2.9,9733.3,5.26766
2012-01-02,1.685,79.9685,0.25,23.0774975,1.8868131868131868,52.78709677419354,8.3,2.9,9734.990322580645,5.21678
2012-01-03,1.7,79.675,0.25,22.97,1.8989010989010988,52.774193548387096,8.3,2.9,9736.68064516129,4.8808
2012-01-04,1.75,80.122,0.25,22.22,1.910989010989011,52.76129032258064,8.3,2.9,9738.370967741936,5.57383
2012-01-05,1.75,80.902,0.25,21.48,1.9230769230769231,52.74838709677419,8.3,2.9,9740.06129032258,6.9476
2012-01-06,1.73,81.254,0.25,20.63,1.9351648351648352,52.73548387096774,8.3,2.9,9741.751612903225,6.69693
2012-01-07,1.7266666666666666,81.116,0.25,20.77667,1.9472527472527472,52.72258064516129,8.3,2.9,9743.44193548387,6.81
2012-01-08,1.7233333333333334,80.978,0.25,20.92334,1.9593406593406595,52.70967741935483,8.3,2.9,9745.132258064516,7.11358
2012-01-09,1.72,80.9315,0.25,21.07001,1.9714285714285715,52.696774193548386,8.3,2.9,9746.822580645161,6.3257
2012-01-10,1.76,80.885,0.25,20.69,1.9835164835164836,52.68387096774193,8.3,2.9,9748.512903225806,6.36
2012-01-11,1.69,81.254,0.25,21.05,1.9956043956043956,52.670967741935485,8.3,2.9,9750.203225806452,6.9
2012-01-12,1.72,80.824,0.25,20.47,2.0076923076923077,52.65806451612903,8.3,2.9,9751.893548387097,6.79999
2012-01-13,1.65,81.515,0.25,20.91,2.0197802197802197,52.64516129032258,8.3,2.9,9753.583870967741,6.41
2012-01-14,1.6524999999999999,81.5135,0.25,21.2325,2.0318681318681318,52.63225806451613,8.3,2.9,9755.274193548386,6.75001
2012-01-15,1.6549999999999998,81.512,0.25,21.555,2.043956043956044,52.619354838709675,8.3,2.9,9756.964516129032,7.00177
2012-01-16,1.6575,81.30850000000001,0.25,21.877499999999998,2.056043956043956,52.60645161290322,8.3,2.9,9758.654838709677,6.68254
2012-01-17,1.66,81.105,0.25,22.2,2.068131868131868,52.593548387096774,8.3,2.9,9760.345161290323,5.59998
2012-01-18,1.68,80.48,0.25,20.89,2.0802197802197804,52.58064516129032,8.3,2.9,9762.035483870968,5.92
2012-01-19,1.75,80.075,0.25,19.87,2.0923076923076924,52.567741935483866,8.3,2.9,9763.725806451614,6.35979
2012-01-20,1.79,80.223,0.25,18.28,2.1043956043956045,52.55483870967742,8.3,2.9,9765.416129032259,6.48979
2012-01-21,1.8033333333333335,80.0115,0.25,18.41,2.1164835164835165,52.541935483870965,8.3,2.9,9767.106451612903,6.18
2012-01-22,1.8166666666666667,79.8,0.25,18.540000000000003,2.1285714285714286,52.52903225806451,8.3,2.9,9768.796774193548,6.3097
2012-01-23,1.83,79.80250000000001,0.25,18.67,2.1406593406593406,52.516129032258064,8.3,2.9,9770.487096774194,6.356
2012-01-24,1.84,79.805,0.25,18.91,2.1527472527472526,52.50322580645161,8.3,2.9,9772.177419354839,6.28978
2012-01-25,1.79,79.463,0.25,18.31,2.1648351648351647,52.49032258064516,8.3,2.9,9773.867741935484,5.75
2012-01-26,1.74,79.397,0.25,18.57001,2.176923076923077,52.47741935483871,8.3,2.9,9775.55806451613,5.34
2012-01-27,1.71,78.902,0.25,18.53,2.1890109890109892,52.464516129032255,8.3,2.9,9777.248387096775,5.29199
2012-01-28,1.69,79.018,0.25,18.81999666666667,2.2010989010989013,52.45161290322581,8.3,2.9,9778.93870967742,5.62667
2012-01-29,1.67,79.134,0.25,19.109993333333332,2.2131868131868133,52.438709677419354,8.3,2.9,9780.629032258064,5.3809
2012-01-30,1.65,79.2085,0.25,19.39999,2.2252747252747254,52.4258064516129,8.3,2.9,9782.31935483871,5.49048
2012-01-31,1.61,79.283,0.25,19.44,2.2373626373626374,52.41290322580645,8.3,2.9,9784.009677419355,5.48379
2012-02-01,1.64,78.847,0.25,18.55,2.2494505494505495,52.4,8.3,2.9,9785.7,6.07561
2012-02-02,1.63,78.98,0.25,17.98,2.2615384615384615,52.42068965517241,8.296551724137931,2.893103448275862,9787.24827586207,6.1
2012-02-03,1.74,78.924,0.25,17.10001,2.2736263736263735,52.44137931034483,8.293103448275863,2.886206896551724,9788.79655172414,5.9593
2012-02-04,1.7233333333333334,79.0065,0.25,17.320003333333332,2.2857142857142856,52.46206896551724,8.289655172413793,2.8793103448275863,9790.344827586208,5.87343
2012-02-05,1.7066666666666666,79.089,0.25,17.539996666666667,2.2978021978021976,52.48275862068965,8.286206896551725,2.872413793103448,9791.893103448276,5.68881
2012-02-06,1.69,78.82300000000001,0.25,17.75999,2.3098901098901097,52.50344827586207,8.282758620689656,2.8655172413793104,9793.441379310345,5.45345
2012-02-07,1.75,78.557,0.25,17.64999,2.321978021978022,52.52413793103448,8.279310344827586,2.8586206896551722,9794.989655172414,5.69
2012-02-08,1.74,78.694,0.25,18.16,2.334065934065934,52.54482758620689,8.275862068965518,2.8517241379310345,9796.537931034483,5.59998
2012-02-09,1.77,78.642,0.25,18.63,2.3461538461538463,52.56551724137931,8.272413793103448,2.8448275862068964,9798.086206896553,5.83
2012-02-10,1.69,79.114,0.25,20.78999,2.3582417582417583,52.58620689655172,8.26896551724138,2.8379310344827586,9799.634482758622,5.9126
2012-02-11,1.6933333333333334,79.117,0.25,20.206656666666667,2.3703296703296703,52.606896551724134,8.26551724137931,2.8310344827586205,9801.182758620691,5.6005
2012-02-12,1.6966666666666665,79.12,0.25,19.62332333333333,2.3824175824175824,52.62758620689655,8.262068965517242,2.8241379310344827,9802.731034482758,5.51468
2012-02-13,1.7,79.26400000000001,0.25,19.03999,2.3945054945054944,52.648275862068964,8.258620689655173,2.817241379310345,9804.279310344828,5.26
2012-02-14,1.63,79.408,0.25,19.53999,2.4065934065934065,52.668965517241375,8.255172413793103,2.810344827586207,9805.827586206897,4.46292
2012-02-15,1.64,79.711,0.25,21.14,2.418681318681319,52.689655172413794,8.251724137931035,2.803448275862069,9807.375862068966,4.3251
2012-02-16,1.7,79.373,0.25,19.22,2.430769230769231,52.710344827586205,8.248275862068965,2.796551724137931,9808.924137931035,4.2739
2012-02-17,1.72,79.331,0.25,17.78,2.442857142857143,52.73103448275862,8.244827586206897,2.7896551724137932,9810.472413793104,4.41
2012-02-18,1.725,79.25200000000001,0.25,17.8825,2.454945054945055,52.751724137931035,8.241379310344827,2.782758620689655,9812.020689655174,4.22201
2012-02-19,1.73,79.173,0.25,17.985,2.467032967032967,52.772413793103446,8.237931034482758,2.7758620689655173,9813.568965517243,4.38669
2012-02-20,1.7349999999999999,79.1315,0.25,18.087500000000002,2.479120879120879,52.793103448275865,8.23448275862069,2.768965517241379,9815.11724137931,4.36146
2012-02-21,1.74,79.09,0.25,18.19,2.4912087912087912,52.813793103448276,8.23103448275862,2.7620689655172415,9816.66551724138,4.272
2012-02-22,1.72,79.229,0.25,18.19,2.5032967032967033,52.83448275862069,8.227586206896552,2.7551724137931037,9818.213793103449,4.42474
2012-02-23,1.68,78.633,0.25,16.8,2.5153846153846153,52.855172413793106,8.224137931034482,2.7482758620689656,9819.762068965518,5.015
2012-02-24,1.67,78.352,0.25,17.31,2.5274725274725274,52.87586206896552,8.220689655172414,2.741379310344828,9821.310344827587,5.0288
2012-02-25,1.6533333333333333,78.43700000000001,0.25,17.60333333333333,2.5395604395604394,52.89655172413793,8.217241379310344,2.7344827586206897,9822.858620689656,4.77302
2012-02-26,1.6366666666666667,78.522,0.25,17.89666666666667,2.5516483516483515,52.91724137931035,8.213793103448275,2.727586206896552,9824.406896551725,4.922
2012-02-27,1.62,78.37450000000001,0.25,18.19,2.5637362637362635,52.93793103448276,8.210344827586207,2.720689655172414,9825.955172413793,4.95598
2012-02-28,1.64,78.227,0.25,17.96001,2.5758241758241756,52.95862068965517,8.206896551724137,2.713793103448276,9827.503448275862,4.86798
2012-02-29,1.68,78.818,0.25,18.42999,2.587912087912088,52.97931034482759,8.203448275862069,2.706896551724138,9829.051724137931,4.86001
2012-03-01,1.73,78.785,0.25,17.25999,2.6,53.0,8.2,2.7,9830.6,4.9213
2012-03-02,1.71,79.403,0.25,17.28999,2.597826086956522,53.02258064516129,8.2,2.6870967741935488,9832.341935483872,4.70499
2012-03-03,1.7033333333333334,79.3715,0.25,17.543326666666665,2.5956521739130434,53.04516129032258,8.2,2.674193548387097,9834.083870967743,4.61436
2012-03-04,1.6966666666666665,79.34,0.25,17.796663333333335,2.5934782608695652,53.06774193548387,8.2,2.6612903225806455,9835.825806451614,4.82001
2012-03-05,1.69,79.5685,0.25,18.05,2.591304347826087,53.090322580645164,8.2,2.6483870967741936,9837.567741935483,4.98427
2012-03-06,1.66,79.797,0.25,20.87,2.589130434782609,53.112903225806456,8.2,2.635483870967742,9839.309677419355,4.9901
2012-03-07,1.68,79.694,0.25,19.07001,2.5869565217391304,53.13548387096774,8.2,2.6225806451612903,9841.051612903226,4.93752
2012-03-08,1.71,79.162,0.25,17.95,2.5847826086956522,53.15806451612903,8.2,2.609677419354839,9842.793548387097,4.93016
2012-03-09,1.71,80.041,0.25,17.11,2.582608695652174,53.18064516129032,8.2,2.596774193548387,9844.535483870968,4.86112
2012-03-10,1.71,79.94399999999999,0.25,16.62,2.5804347826086955,53.20322580645161,8.2,2.5838709677419356,9846.27741935484,4.83315
2012-03-11,1.71,79.847,0.25,16.13,2.5782608695652174,53.225806451612904,8.2,2.570967741935484,9848.01935483871,4.91
2012-03-12,1.71,79.9855,0.25,15.64,2.5760869565217392,53.248387096774195,8.2,2.5580645161290323,9849.761290322582,4.89005
2012-03-13,1.79,80.124,0.25,14.8,2.573913043478261,53.270967741935486,8.2,2.545161290322581,9851.503225806451,5.27
2012-03-14,1.89,80.533,0.25,15.31,2.5717391304347825,53.29354838709678,8.2,2.532258064516129,9853.245161290322,5.38
2012-03-15,1.92,80.262,0.25,15.42,2.5695652173913044,53.31612903225807,8.2,2.5193548387096776,9854.987096774194,5.32656
2012-03-16,1.94,79.786,0.25,14.47,2.5673913043478263,53.33870967741936,8.2,2.5064516129032257,9856.729032258065,5.34388
2012-03-17,1.96,79.6215,0.25,14.66,2.5652173913043477,53.36129032258064,8.2,2.4935483870967743,9858.470967741936,5.2159
2012-03-18,1.98,79.457,0.25,14.85,2.5630434782608695,53.383870967741935,8.2,2.4806451612903224,9860.212903225807,5.27943
2012-03-19,2.0,79.53299999999999,0.25,15.04,2.5608695652173914,53.406451612903226,8.2,2.467741935483871,9861.954838709678,4.6939
2012-03-20,1.97,79.609,0.25,15.58,2.5586956521739133,53.42903225806452,8.2,2.454838709677419,9863.69677419355,4.8379
2012-03-21,1.92,79.591,0.25,15.13,2.5565217391304347,53.45161290322581,8.2,2.4419354838709677,9865.438709677419,4.81488
2012-03-22,1.92,79.678,0.25,15.57,2.5543478260869565,53.4741935483871,8.2,2.429032258064516,9867.18064516129,4.7043
2012-03-23,1.88,79.345,0.25,14.82,2.5521739130434784,53.49677419354839,8.2,2.4161290322580644,9868.922580645161,4.68596
2012-03-24,1.8866666666666665,79.13550000000001,0.25,14.633333333333333,2.5500000000000003,53.51935483870968,8.2,2.403225806451613,9870.664516129033,4.676
2012-03-25,1.8933333333333333,78.926,0.25,14.446666666666667,2.5478260869565217,53.54193548387097,8.2,2.390322580645161,9872.406451612904,4.55001
2012-03-26,1.9,79.042,0.25,14.26,2.5456521739130435,53.56451612903226,8.2,2.3774193548387097,9874.148387096775,4.61911
2012-03-27,1.87,79.158,0.25,15.59,2.5434782608695654,53.58709677419355,8.2,2.364516129032258,9875.890322580646,4.81125
2012-03-28,1.87,79.158,0.25,15.47,2.541304347826087,53.60967741935484,8.2,2.3516129032258064,9877.632258064517,4.788
2012-03-29,1.85,79.121,0.25,15.48,2.5391304347826087,53.63225806451613,8.2,2.3387096774193545,9879.374193548387,4.80838
2012-03-30,1.9,79.004,0.25,15.5,2.5369565217391306,53.65483870967742,8.2,2.325806451612903,9881.116129032258,4.86
2012-03-31,1.8966666666666665,78.941,0.25,15.546666666666667,2.5347826086956524,53.67741935483871,8.2,2.3129032258064512,9882.85806451613,4.90873
2012-04-01,1.8933333333333333,78.878,0.25,15.593333333333334,2.532608695652174,53.7,8.2,2.3,9884.6,4.827
2012-04-02,1.89,79.136,0.25,15.64,2.5304347826086957,53.68333333333334,8.2,2.28,9886.06,4.974
2012-04-03,1.94,79.394,0.25,15.66,2.5282608695652176,53.66666666666667,8.2,2.26,9887.52,4.952
2012-04-04,1.9,79.74,0.25,16.44,2.526086956521739,53.650000000000006,8.2,2.2399999999999998,9888.98,4.91008
2012-04-05,1.84,80.05,0.25,16.7,2.523913043478261,53.63333333333333,8.2,2.2199999999999998,9890.44,4.919
2012-04-06,1.75,79.886,0.25,17.2275,2.5217391304347827,53.61666666666667,8.2,2.1999999999999997,9891.9,4.94991
2012-04-07,1.7466666666666666,79.84049999999999,0.25,17.755,2.5195652173913046,53.6,8.2,2.1799999999999997,9893.36,4.68715
2012-04-08,1.7433333333333334,79.795,0.25,18.2825,2.517391304347826,53.583333333333336,8.2,2.1599999999999997,9894.82,4.79252
2012-04-09,1.74,79.826,0.25,18.81,2.515217391304348,53.56666666666667,8.2,2.1399999999999997,9896.28,4.87191
2012-04-10,1.73,79.857,0.25,20.39,2.5130434782608697,53.550000000000004,8.2,2.1199999999999997,9897.74,4.83668
2012-04-11,1.75,79.74,0.25,20.02,2.510869565217391,53.53333333333334,8.2,2.0999999999999996,9899.2,4.9279
2012-04-12,1.79,79.344,0.25,17.2,2.508695652173913,53.51666666666667,8.2,2.08,9900.66,4.91968
2012-04-13,1.75,79.888,0.25,19.55,2.506521739130435,53.5,8.2,2.06,9902.12,4.93999
2012-04-14,1.7433333333333334,79.72200000000001,0.25,19.55,2.5043478260869567,53.483333333333334,8.2,2.04,9903.58,4.9597
2012-04-15,1.7366666666666666,79.556,0.25,19.55,2.502173913043478,53.46666666666667,8.2,2.02,9905.04,4.96892
2012-04-16,1.73,79.5505,0.25,19.55,2.5,53.45,8.2,2.0,9906.5,4.93201
2012-04-17,1.76,79.545,0.25,18.46001,2.497826086956522,53.43333333333334,8.2,1.98,9907.96,4.97587
2012-04-18,1.73,79.589,0.25,18.64,2.4956521739130433,53.41666666666667,8.2,1.96,9909.42,5.1178
2012-04-19,1.71,79.554,0.25,18.36,2.493478260869565,53.400000000000006,8.2,1.94,9910.88,5.13766
2012-04-20,1.7,79.194,0.25,17.44,2.491304347826087,53.38333333333333,8.2,1.92,9912.34,5.35
2012-04-21,1.6966666666666665,79.28399999999999,0.25,17.95,2.489130434782609,53.36666666666667,8.2,1.9,9913.8,5.26008
2012-04-22,1.6933333333333334,79.374,0.25,18.46,2.4869565217391303,53.35,8.2,1.88,9915.26,5.20352
2012-04-23,1.69,79.2755,0.25,18.97,2.484782608695652,53.333333333333336,8.2,1.8599999999999999,9916.72,4.95999
2012-04-24,1.73,79.177,0.25,18.10001,2.482608695652174,53.31666666666667,8.2,1.8399999999999999,9918.18,5.09822
2012-04-25,1.75,79.062,0.25,16.82001,2.4804347826086954,53.300000000000004,8.2,1.8199999999999998,9919.64,5.13182
2012-04-26,1.72,79.167,0.25,16.24001,2.4782608695652173,53.28333333333334,8.2,1.7999999999999998,9921.1,5.09762
2012-04-27,1.7,78.709,0.25,16.32001,2.476086956521739,53.26666666666667,8.2,1.7799999999999998,9922.56,5.10947
2012-04-28,1.6933333333333334,78.737,0.25,16.59667,2.473913043478261,53.25,8.2,1.7599999999999998,9924.02,4.9794
2012-04-29,1.6866666666666665,78.765,0.25,16.87333,2.4717391304347824,53.233333333333334,8.2,1.7399999999999998,9925.48,4.90441
2012-04-30,1.68,78.7955,0.25,17.14999,2.4695652173913043,53.21666666666667,8.2,1.7199999999999998,9926.94,4.9491
2012-05-01,1.71,78.826,0.25,16.60001,2.467391304347826,53.2,8.2,1.7,9928.4,5.0
2012-05-02,1.69,79.178,0.25,16.88,2.465217391304348,53.12903225806452,8.2,1.7,9930.687096774192,5.07367
2012-05-03,1.68,79.21,0.25,17.56,2.4630434782608694,53.058064516129036,8.2,1.7,9932.974193548387,5.13438
2012-05-04,1.64,79.498,0.25,19.16,2.4608695652173913,52.98709677419355,8.2,1.7,9935.26129032258,5.067
2012-05-05,1.6433333333333333,79.50200000000001,0.25,19.086666666666666,2.458695652173913,52.91612903225807,8.2,1.7,9937.548387096775,5.077
2012-05-06,1.6466666666666665,79.506,0.25,19.013333333333335,2.4565217391304346,52.84516129032259,8.2,1.7,9939.835483870967,5.04991
2012-05-07,1.65,79.68299999999999,0.25,18.94,2.4543478260869565,52.774193548387096,8.2,1.7,9942.12258064516,5.06002
2012-05-08,1.61,79.86,0.25,19.05,2.4521739130434783,52.70322580645161,8.2,1.7,9944.409677419355,5.04997
2012-05-09,1.6,80.152,0.25,20.08,2.45,52.63225806451613,8.2,1.7,9946.696774193548,5.0437
2012-05-10,1.62,80.196,0.25,18.83,2.4478260869565216,52.561290322580646,8.2,1.7,9948.98387096774,4.85
2012-05-11,1.57,80.264,0.25,19.89,2.4456521739130435,52.49032258064516,8.2,1.7,9951.270967741935,4.96
2012-05-12,1.5433333333333334,80.4785,0.25,20.55,2.4434782608695653,52.41935483870968,8.2,1.7,9953.558064516128,4.94619
2012-05-13,1.5166666666666666,80.693,0.25,21.21,2.4413043478260867,52.348387096774196,8.2,1.7,9955.845161290323,4.92996
2012-05-14,1.49,80.963,0.25,21.87,2.4391304347826086,52.27741935483871,8.2,1.7,9958.132258064516,5.00594
2012-05-15,1.47,81.233,0.25,21.97,2.4369565217391305,52.20645161290323,8.2,1.7,9960.419354838708,5.035
2012-05-16,1.46,81.427,0.25,22.27,2.4347826086956523,52.13548387096775,8.2,1.7,9962.706451612903,5.0887
2012-05-17,1.38,81.529,0.25,24.49001,2.4326086956521737,52.064516129032256,8.2,1.7,9964.993548387096,5.0998
2012-05-18,1.39,81.292,0.25,25.10001,2.4304347826086956,51.99354838709677,8.2,1.7,9967.28064516129,5.11801
2012-05-19,1.41,81.12049999999999,0.25,24.070003333333332,2.4282608695652175,51.92258064516129,8.2,1.7,9969.567741935483,5.0995
2012-05-20,1.43,80.949,0.25,23.039996666666667,2.426086956521739,51.851612903225806,8.2,1.7,9971.854838709676,5.09002
2012-05-21,1.45,81.311,0.25,22.00999,2.4239130434782608,51.78064516129032,8.2,1.7,9974.14193548387,5.09977
2012-05-22,1.49,81.673,0.25,22.48,2.4217391304347826,51.70967741935484,8.2,1.7,9976.429032258064,5.09877
2012-05-23,1.45,81.989,0.25,22.33,2.4195652173913045,51.63870967741936,8.2,1.7,9978.716129032258,5.1397
2012-05-24,1.48,82.26,0.25,21.53999,2.417391304347826,51.56774193548387,8.2,1.7,9981.003225806451,5.11904
2012-05-25,1.45,82.402,0.25,21.75999,2.4152173913043478,51.49677419354839,8.2,1.7,9983.290322580644,5.14546
2012-05-26,1.4475,82.31049999999999,0.25,21.577492499999998,2.4130434782608696,51.42580645161291,8.2,1.7,9985.577419354839,5.10324
2012-05-27,1.4449999999999998,82.219,0.25,21.394995,2.410869565217391,51.354838709677416,8.2,1.7,9987.864516129031,5.13896
2012-05-28,1.4425,82.368,0.25,21.2124975,2.408695652173913,51.28387096774193,8.2,1.7,9990.151612903224,5.1358
2012-05-29,1.44,82.517,0.25,21.03,2.4065217391304348,51.21290322580645,8.2,1.7,9992.438709677419,5.14997
2012-05-30,1.36,83.039,0.25,24.14,2.4043478260869566,51.14193548387097,8.2,1.7,9994.725806451612,5.135
2012-05-31,1.32,83.059,0.25,24.06,2.402173913043478,51.07096774193548,8.2,1.7,9997.012903225806,5.18011
2012-06-01,1.22,82.89,0.25,26.66,2.4,51.0,8.2,1.7,9999.3,5.27481
2012-06-02,1.24,82.7235,0.25,26.48,2.402173913043478,50.986666666666665,8.2,1.69,10001.05,5.24898
2012-06-03,1.26,82.557,0.25,26.3,2.4043478260869566,50.973333333333336,8.2,1.68,10002.8,5.2051
2012-06-04,1.28,82.67699999999999,0.25,26.12,2.4065217391304348,50.96,8.2,1.67,10004.55,5.26599
2012-06-05,1.32,82.797,0.25,24.67999,2.408695652173913,50.946666666666665,8.2,1.66,10006.3,5.44001
2012-06-06,1.4,82.197,0.25,22.16,2.410869565217391,50.93333333333334,8.2,1.65,10008.05,5.46001
2012-06-07,1.39,82.249,0.25,21.72,2.4130434782608696,50.92,8.2,1.64,10009.8,5.591
2012-06-08,1.37,82.511,0.25,21.23,2.4152173913043478,50.906666666666666,8.2,1.63,10011.55,5.633
2012-06-09,1.3566666666666667,82.5885,0.25,22.006666666666668,2.417391304347826,50.89333333333333,8.2,1.6199999999999999,10013.3,5.55997
2012-06-10,1.3433333333333335,82.666,0.25,22.78333333333333,2.4195652173913045,50.88,8.2,1.6099999999999999,10015.05,5.46829
2012-06-11,1.33,82.5275,0.25,23.56,2.4217391304347826,50.86666666666667,8.2,1.5999999999999999,10016.8,5.57471
2012-06-12,1.37,82.389,0.25,22.09,2.4239130434782608,50.85333333333333,8.2,1.5899999999999999,10018.55,5.70003
2012-06-13,1.31,82.144,0.25,24.27,2.426086956521739,50.84,8.2,1.5799999999999998,10020.3,5.929
2012-06-14,1.34,81.882,0.25,21.67999,2.4282608695652175,50.82666666666667,8.2,1.5699999999999998,10022.05,5.9541
2012-06-15,1.31,81.628,0.25,21.11,2.4304347826086956,50.81333333333333,8.2,1.56,10023.8,6.5
2012-06-16,1.3066666666666666,81.777,0.25,20.18000333333333,2.4326086956521737,50.8,8.2,1.5499999999999998,10025.55,6.4
2012-06-17,1.3033333333333335,81.926,0.25,19.250006666666668,2.4347826086956523,50.78666666666667,8.2,1.54,10027.3,6.16382
2012-06-18,1.3,81.6665,0.25,18.32001,2.4369565217391305,50.77333333333333,8.2,1.5299999999999998,10029.05,6.30998
2012-06-19,1.34,81.407,0.25,18.38,2.4391304347826086,50.76,8.2,1.52,10030.8,6.49876
2012-06-20,1.33,81.494,0.25,17.24001,2.4413043478260867,50.74666666666667,8.2,1.51,10032.55,6.67
2012-06-21,1.31,82.317,0.25,20.08,2.4434782608695653,50.733333333333334,8.2,1.5,10034.3,6.68008
2012-06-22,1.38,82.256,0.25,18.11,2.4456521739130435,50.72,8.2,1.49,10036.05,6.54781
2012-06-23,1.3599999999999999,82.3595,0.25,18.866666666666667,2.4478260869565216,50.70666666666667,8.2,1.48,10037.8,6.4285
2012-06-24,1.34,82.463,0.25,19.62333333333333,2.4499999999999997,50.693333333333335,8.2,1.47,10039.55,6.35002
2012-06-25,1.32,82.4255,0.25,20.38,2.4521739130434783,50.68,8.2,1.46,10041.3,6.30482
2012-06-26,1.35,82.388,0.25,19.72,2.4543478260869565,50.66666666666667,8.2,1.45,10043.05,6.4195
2012-06-27,1.34,82.552,0.25,19.45,2.4565217391304346,50.653333333333336,8.2,1.44,10044.8,6.647
2012-06-28,1.29,82.711,0.25,19.71001,2.458695652173913,50.64,8.2,1.43,10046.55,6.60588
2012-06-29,1.34,81.627,0.25,17.08,2.4608695652173913,50.626666666666665,8.2,1.42,10048.3,6.65
2012-06-30,1.33,81.7415,0.25,16.986666666666665,2.4630434782608694,50.61333333333334,8.2,1.41,10050.05,6.68999
2012-07-01,1.32,81.856,0.25,16.893333333333334,2.4652173913043476,50.6,8.2,1.4,10051.8,6.62898
2012-07-02,1.31,81.8375,0.25,16.8,2.467391304347826,50.616129032258065,8.196774193548386,1.4096774193548387,10054.04193548387,6.75999
2012-07-03,1.35,81.819,0.25,16.66,2.4695652173913043,50.63225806451613,8.193548387096774,1.4193548387096773,10056.283870967742,6.44993
2012-07-04,1.3450000000000002,82.197,0.25,17.08,2.4717391304347824,50.648387096774194,8.19032258064516,1.429032258064516,10058.525806451613,6.5101
2012-07-05,1.34,82.828,0.25,17.5,2.473913043478261,50.66451612903226,8.187096774193547,1.4387096774193548,10060.767741935482,6.67
2012-07-06,1.3,83.377,0.25,17.10001,2.476086956521739,50.68064516129032,8.183870967741935,1.4483870967741934,10063.009677419353,6.64811
2012-07-07,1.2866666666666666,83.2635,0.25,17.393340000000002,2.4782608695652173,50.696774193548386,8.180645161290322,1.4580645161290322,10065.251612903225,6.76207
2012-07-08,1.2733333333333334,83.15,0.25,17.68667,2.4804347826086954,50.71290322580645,8.177419354838708,1.467741935483871,10067.493548387096,6.79898
2012-07-09,1.26,83.27600000000001,0.25,17.98,2.482608695652174,50.72903225806452,8.174193548387096,1.4774193548387096,10069.735483870967,7.0215
2012-07-10,1.26,83.402,0.25,18.72,2.484782608695652,50.745161290322585,8.170967741935483,1.4870967741935484,10071.977419354838,7.1999
2012-07-11,1.27,83.467,0.25,17.95,2.4869565217391303,50.76129032258065,8.167741935483871,1.496774193548387,10074.21935483871,7.15
2012-07-12,1.25,83.601,0.25,18.33,2.489130434782609,50.77741935483871,8.164516129032258,1.5064516129032257,10076.46129032258,7.76437
2012-07-13,1.27,83.349,0.25,16.74001,2.491304347826087,50.79354838709678,8.161290322580644,1.5161290322580645,10078.70322580645,7.6651
2012-07-14,1.2666666666666666,83.2465,0.25,16.86334,2.493478260869565,50.80967741935484,8.158064516129032,1.525806451612903,10080.945161290321,7.5421
2012-07-15,1.2633333333333334,83.144,0.25,16.98667,2.4956521739130433,50.825806451612905,8.154838709677419,1.5354838709677419,10083.187096774192,7.62101
2012-07-16,1.26,83.08500000000001,0.25,17.11,2.497826086956522,50.84193548387097,8.151612903225805,1.5451612903225806,10085.429032258064,8.4996
2012-07-17,1.28,83.026,0.25,16.48,2.5,50.85806451612903,8.148387096774194,1.5548387096774192,10087.670967741935,8.80001
2012-07-18,1.3,82.995,0.25,16.16,2.502173913043478,50.8741935483871,8.14516129032258,1.564516129032258,10089.912903225806,9.10977
2012-07-19,1.32,82.895,0.25,15.45,2.5043478260869567,50.89032258064516,8.141935483870967,1.5741935483870968,10092.154838709677,8.86999
2012-07-20,1.27,83.478,0.25,16.27,2.506521739130435,50.906451612903226,8.138709677419355,1.5838709677419354,10094.396774193548,8.52
2012-07-21,1.2633333333333334,83.61449999999999,0.25,17.053333333333335,2.508695652173913,50.92258064516129,8.135483870967741,1.5935483870967742,10096.638709677418,8.84553
2012-07-22,1.2566666666666666,83.751,0.25,17.836666666666666,2.510869565217391,50.938709677419354,8.132258064516128,1.603225806451613,10098.880645161289,8.4096
2012-07-23,1.25,83.884,0.25,18.62,2.5130434782608697,50.95483870967742,8.129032258064516,1.6129032258064515,10101.12258064516,8.44565
2012-07-24,1.22,84.017,0.25,20.47,2.515217391304348,50.97096774193548,8.125806451612902,1.6225806451612903,10103.364516129031,8.6
