Dates,10y_2y_bonds_spread,dxy,interest_rates,vix,gdp,pmi,unemployment_rate,cpi,m2(in billions),spx,ndx,gold
2006-02-24,-0.16,90.61,4.5,11.46,3.188888888888889,54.56785714285714,4.717857142857143,3.4357142857142855,6760.346428571428,1293.0,1683.5,556.9
2006-02-25,-0.15666666666666668,90.62,4.5,11.503333333333334,3.1911111111111112,54.51428571428571,4.714285714285714,3.4285714285714284,6760.857142857142,1293.3333333333333,1687.3333333333333,555.25
2006-02-26,-0.15333333333333332,90.63,4.5,11.546666666666667,3.1933333333333334,54.46071428571428,4.710714285714285,3.4214285714285713,6761.367857142857,1293.6666666666667,1691.1666666666667,553.6
2006-02-27,-0.15,90.37,4.5,11.59,3.195555555555556,54.40714285714285,4.707142857142857,3.414285714285714,6761.878571428571,1294.0,1695.0,561.6
2006-02-28,-0.14,90.11,4.5,12.34,3.197777777777778,54.35357142857143,4.703571428571429,3.407142857142857,6762.3892857142855,1282.5,1674.5,562.6
2006-03-01,-0.12,90.22,4.5,11.54,3.2,54.3,4.7,3.4,6762.9,1292.0,1698.0,568.4
2006-03-02,-0.08,89.56,4.5092592592592595,11.72,3.197826086956522,54.329032258064515,4.7,3.403225806451613,6764.099999999999,1291.5,1699.5,565.1
2006-03-03,-0.08,89.66,4.518518518518518,11.96,3.1956521739130435,54.358064516129026,4.7,3.4064516129032256,6765.299999999999,1286.5,1685.5,561.6333333333333
2006-03-04,-0.06333333333333334,89.775,4.527777777777778,12.22,3.1934782608695653,54.387096774193544,4.7,3.4096774193548387,6766.5,1284.1666666666667,1681.8333333333333,558.1666666666667
2006-03-05,-0.04666666666666667,89.89,4.537037037037037,12.48,3.191304347826087,54.41612903225806,4.7,3.4129032258064513,6767.7,1281.8333333333333,1678.1666666666667,554.7
2006-03-06,-0.03,90.33,4.546296296296297,12.74,3.189130434782609,54.44516129032258,4.7,3.4161290322580644,6768.9,1279.5,1674.5,552.3
2006-03-07,-0.03,90.77,4.555555555555555,12.66,3.1869565217391305,54.47419354838709,4.7,3.4193548387096775,6770.099999999999,1277.5,1665.5,543.1
2006-03-08,0.01,90.62,4.564814814814815,12.32,3.1847826086956523,54.50322580645161,4.7,3.42258064516129,6771.3,1279.5,1666.5,545.7
2006-03-09,0.02,90.75,4.574074074074074,12.68,3.182608695652174,54.53225806451613,4.7,3.425806451612903,6772.5,1272.0,1643.0,540.85
2006-03-10,0.02,90.85,4.583333333333333,11.85,3.1804347826086956,54.561290322580646,4.7,3.4290322580645163,6773.7,1293.0,1666.5,542.6
2006-03-11,0.023333333333333334,90.695,4.592592592592593,11.69,3.1782608695652175,54.59032258064516,4.7,3.432258064516129,6774.9,1293.9166666666667,1668.8333333333333,544.35
2006-03-12,0.026666666666666665,90.54,4.601851851851852,11.53,3.1760869565217393,54.619354838709675,4.7,3.435483870967742,6776.099999999999,1294.8333333333333,1671.1666666666667,546.1
2006-03-13,0.03,90.27000000000001,4.611111111111111,11.37,3.173913043478261,54.648387096774194,4.7,3.4387096774193546,6777.3,1295.75,1673.5,550.7
2006-03-14,0.05,90.0,4.62037037037037,10.74,3.1717391304347826,54.67741935483871,4.7,3.4419354838709677,6778.5,1308.75,1704.5,552.8
2006-03-15,0.04,89.7,4.62962962962963,11.35,3.1695652173913045,54.70645161290322,4.7,3.445161290322581,6779.7,1314.25,1714.5,555.2
2006-03-16,0.03,89.07,4.638888888888889,11.98,3.1673913043478263,54.73548387096774,4.7,3.4483870967741934,6780.9,1316.75,1700.0,553.7
2006-03-17,0.03,88.92,4.648148148148148,12.12,3.1652173913043478,54.76451612903226,4.7,3.4516129032258065,6782.1,1317.5,1704.5,554.1333333333333
2006-03-18,0.023333333333333334,89.025,4.657407407407407,12.01,3.1630434782608696,54.79354838709678,4.7,3.454838709677419,6783.3,1316.8333333333333,1704.8333333333333,554.5666666666667
2006-03-19,0.01666666666666667,89.13,4.666666666666667,11.899999999999999,3.1608695652173915,54.82258064516129,4.7,3.458064516129032,6784.5,1316.1666666666667,1705.1666666666667,555.0
2006-03-20,0.01,89.375,4.675925925925926,11.79,3.1586956521739133,54.851612903225806,4.7,3.4612903225806453,6785.7,1315.5,1705.5,552.2
2006-03-21,-0.01,89.62,4.685185185185185,11.62,3.1565217391304348,54.880645161290325,4.7,3.464516129032258,6786.900000000001,1307.5,1690.5,550.9
2006-03-22,-0.04,89.72,4.694444444444445,11.21,3.1543478260869566,54.90967741935484,4.7,3.467741935483871,6788.1,1314.5,1691.0,549.85
2006-03-23,-0.04,90.46,4.703703703703703,11.17,3.1521739130434785,54.938709677419354,4.7,3.4709677419354836,6789.3,1311.75,1690.5,560.45
2006-03-24,-0.05,90.07,4.712962962962963,11.19,3.1500000000000004,54.96774193548387,4.7,3.4741935483870967,6790.5,1312.75,1697.5,562.1625
2006-03-25,-0.04,90.07,4.722222222222222,11.28,3.1478260869565218,54.99677419354839,4.7,3.47741935483871,6791.7,1312.1666666666667,1698.0,563.875
2006-03-26,-0.030000000000000002,90.07,4.731481481481482,11.370000000000001,3.1456521739130436,55.02580645161291,4.7,3.4806451612903224,6792.900000000001,1311.5833333333333,1698.5,565.5875
2006-03-27,-0.02,90.07,4.7407407407407405,11.46,3.1434782608695655,55.05483870967742,4.7,3.4838709677419355,6794.1,1311.0,1699.0,567.3
2006-03-28,-0.02,90.25,4.75,11.58,3.141304347826087,55.08387096774194,4.7,3.4870967741935486,6795.3,1302.5,1691.0,563.8
2006-03-29,-0.01,90.25,4.75,10.95,3.139130434782609,55.112903225806456,4.7,3.490322580645161,6796.5,1310.0,1720.5,573.6
2006-03-30,0.02,89.39,4.75,11.57,3.1369565217391306,55.141935483870974,4.7,3.4935483870967743,6797.700000000001,1307.5,1725.0,588.45
2006-03-31,0.04,89.73,4.75,11.39,3.1347826086956525,55.170967741935485,4.7,3.496774193548387,6798.900000000001,1307.5,1720.0,583.65
2006-04-01,0.03333333333333333,89.68,4.75,11.450000000000001,3.132608695652174,55.2,4.7,3.5,6800.1,1306.9166666666667,1721.25,585.7249999999999
2006-04-02,0.026666666666666665,89.63,4.75,11.51,3.130434782608696,55.150000000000006,4.696666666666667,3.5233333333333334,6800.326666666667,1306.3333333333333,1722.5,587.8
2006-04-03,0.02,89.22999999999999,4.75,11.57,3.1282608695652177,55.1,4.693333333333333,3.546666666666667,6800.553333333333,1305.75,1723.75,586.8
2006-04-04,0.03,88.83,4.75,11.14,3.126086956521739,55.050000000000004,4.69,3.57,6800.780000000001,1314.75,1731.5,588.4
2006-04-05,0.03,88.63,4.75,11.13,3.123913043478261,55.0,4.6866666666666665,3.5933333333333333,6801.006666666667,1319.0,1747.25,595.4
2006-04-06,0.06,88.96,4.75,11.45,3.121739130434783,54.95,4.683333333333334,3.6166666666666667,6801.233333333334,1317.5,1754.75,588.85
2006-04-07,0.08,89.63,4.75,12.26,3.1195652173913047,54.900000000000006,4.68,3.64,6801.46,1304.0,1739.75,592.4666666666667
2006-04-08,0.08,89.675,4.75,12.236666666666666,3.117391304347826,54.85,4.676666666666667,3.6633333333333336,6801.6866666666665,1304.5,1738.3333333333333,596.0833333333334
2006-04-09,0.08,89.72,4.75,12.213333333333333,3.115217391304348,54.800000000000004,4.673333333333334,3.6866666666666665,6801.913333333334,1305.0,1736.9166666666667,599.7
2006-04-10,0.08,89.58,4.75,12.19,3.11304347826087,54.75,4.67,3.71,6802.14,1305.5,1735.5,593.5
2006-04-11,0.05,89.44,4.75,13.0,3.110869565217391,54.7,4.666666666666667,3.7333333333333334,6802.366666666667,1294.0,1720.75,598.35
2006-04-12,0.07,89.62,4.75,12.76,3.108695652173913,54.650000000000006,4.663333333333333,3.756666666666667,6802.593333333333,1295.5,1718.75,596.5
2006-04-13,0.09,89.62,4.75,12.38,3.106521739130435,54.6,4.66,3.7800000000000002,6802.82,1294.25,1725.5,596.65
2006-04-14,0.0925,89.29333333333334,4.75,12.43,3.104347826086957,54.550000000000004,4.656666666666666,3.8033333333333332,6803.046666666667,1293.9375,1721.75,602.2666666666667
2006-04-15,0.095,88.96666666666667,4.75,12.48,3.1021739130434782,54.5,4.653333333333333,3.8266666666666667,6803.2733333333335,1293.625,1718.0,607.8833333333333
2006-04-16,0.0975,88.64,4.75,12.530000000000001,3.1,54.45,4.65,3.85,6803.5,1293.3125,1714.25,613.5
2006-04-17,0.1,88.44,4.75,12.58,3.097826086956522,54.400000000000006,4.6466666666666665,3.8733333333333335,6803.7266666666665,1293.0,1710.5,620.9
2006-04-18,0.15,88.24,4.75,11.4,3.0956521739130434,54.35,4.6433333333333335,3.8966666666666665,6803.953333333333,1313.5,1739.75,639.9
2006-04-19,0.18,87.79,4.75,11.32,3.0934782608695652,54.300000000000004,4.64,3.92,6804.18,1315.25,1744.5,612.6
2006-04-20,0.15,88.25,4.75,11.64,3.091304347826087,54.25,4.636666666666667,3.9433333333333334,6804.406666666667,1317.0,1741.25,633.85
2006-04-21,0.11,88.05,4.75,11.59,3.089130434782609,54.2,4.633333333333333,3.966666666666667,6804.633333333333,1317.0,1719.0,629.5666666666667
2006-04-22,0.10666666666666667,87.75,4.75,11.643333333333333,3.0869565217391304,54.150000000000006,4.63,3.99,6804.86,1316.1666666666667,1719.8333333333333,625.2833333333333
2006-04-23,0.10333333333333333,87.45,4.75,11.696666666666667,3.0847826086956522,54.1,4.626666666666666,4.013333333333334,6805.086666666666,1315.3333333333333,1720.6666666666667,621.0
2006-04-24,0.1,87.38499999999999,4.75,11.75,3.082608695652174,54.050000000000004,4.623333333333333,4.036666666666667,6805.3133333333335,1314.5,1721.5,630.1
2006-04-25,0.12,87.32,4.75,11.75,3.0804347826086955,54.0,4.62,4.0600000000000005,6805.54,1309.5,1714.5,638.75
2006-04-26,0.13,87.22,4.75,11.76,3.0782608695652174,53.95,4.616666666666666,4.083333333333334,6805.766666666666,1309.0,1710.75,633.6
2006-04-27,0.18,86.63,4.75,11.84,3.0760869565217392,53.900000000000006,4.613333333333333,4.1066666666666665,6805.993333333333,1315.0,1727.5,654.95
2006-04-28,0.2,86.11,4.75,11.59,3.073913043478261,53.85,4.609999999999999,4.13,6806.219999999999,1316.0,1711.0,655.0166666666667
2006-04-29,0.2,86.03999999999999,4.75,11.906666666666666,3.0717391304347825,53.800000000000004,4.6066666666666665,4.153333333333333,6806.446666666667,1313.4166666666667,1705.0,655.0833333333334
2006-04-30,0.2,85.97,4.75,12.223333333333333,3.0695652173913044,53.75,4.603333333333333,4.176666666666667,6806.673333333333,1310.8333333333333,1699.0,655.15
2006-05-01,0.2,85.88,4.75,12.54,3.0673913043478263,53.7,4.6,4.2,6806.9,1308.25,1693.0,668.6
2006-05-02,0.2,85.79,4.777777777777778,11.99,3.0652173913043477,53.645161290322584,4.6,4.203225806451613,6808.125806451612,1318.0,1697.75,667.2
2006-05-03,0.21,85.84,4.805555555555555,11.99,3.0630434782608695,53.590322580645164,4.6,4.206451612903226,6809.351612903225,1312.25,1693.5,679.3
2006-05-04,0.19,85.84,4.833333333333333,11.86,3.0608695652173914,53.535483870967745,4.6,4.209677419354839,6810.577419354839,1317.0,1709.75,683.55
2006-05-05,0.18,85.12,4.861111111111111,11.62,3.0586956521739133,53.480645161290326,4.6,4.212903225806452,6811.803225806451,1329.0,1720.25,682.0
2006-05-06,0.16999999999999998,85.17500000000001,4.888888888888889,11.746666666666666,3.0565217391304347,53.42580645161291,4.6,4.216129032258064,6813.029032258064,1328.4166666666667,1720.5833333333333,680.4499999999999
2006-05-07,0.16,85.23,4.916666666666667,11.873333333333333,3.0543478260869565,53.37096774193549,4.6,4.219354838709678,6814.254838709677,1327.8333333333333,1720.9166666666667,678.9
2006-05-08,0.15,85.03,4.944444444444445,12.0,3.0521739130434784,53.31612903225807,4.6,4.22258064516129,6815.48064516129,1327.25,1721.25,700.6
2006-05-09,0.16,84.83,4.972222222222222,11.99,3.05,53.26129032258065,4.6,4.225806451612903,6816.706451612903,1329.25,1721.75,708.2
2006-05-10,0.12,84.5,5.0,11.78,3.0478260869565217,53.20645161290323,4.6,4.2290322580645165,6817.932258064516,1327.75,1700.75,714.25
2006-05-11,0.15,84.27,5.0,12.49,3.0456521739130435,53.15161290322581,4.6,4.232258064516129,6819.158064516128,1311.75,1664.75,715.05
2006-05-12,0.18,83.96,5.0,14.19,3.0434782608695654,53.09677419354839,4.6,4.235483870967742,6820.383870967741,1294.25,1641.5,702.5
2006-05-13,0.17333333333333334,84.25,5.0,13.983333333333333,3.041304347826087,53.04193548387097,4.6,4.2387096774193544,6821.609677419355,1295.25,1639.5833333333333,689.9499999999999
2006-05-14,0.16666666666666666,84.54,5.0,13.776666666666667,3.0391304347826087,52.98709677419355,4.6,4.241935483870968,6822.835483870967,1296.25,1637.6666666666667,677.4
2006-05-15,0.16,84.355,5.0,13.57,3.0369565217391306,52.932258064516134,4.6,4.245161290322581,6824.06129032258,1297.25,1635.75,690.2
2006-05-16,0.14,84.17,5.0,13.35,3.0347826086956524,52.877419354838715,4.6,4.248387096774193,6825.287096774193,1295.0,1628.25,687.15
2006-05-17,0.19,84.85,5.0,16.25999,3.032608695652174,52.82258064516129,4.6,4.251612903225807,6826.512903225806,1269.0,1604.75,682.65
2006-05-18,0.14,84.51,5.0,16.98999,3.0304347826086957,52.76774193548387,4.6,4.254838709677419,6827.738709677419,1263.0,1594.75,658.45
2006-05-19,0.09,84.88,5.0,17.17999,3.0282608695652176,52.71290322580645,4.6,4.258064516129032,6828.964516129032,1270.75,1605.25,657.5833333333334
2006-05-20,0.09333333333333334,84.615,5.0,17.35999,3.026086956521739,52.65806451612903,4.6,4.2612903225806456,6830.1903225806445,1267.8333333333333,1598.9166666666667,656.7166666666667
2006-05-21,0.09666666666666666,84.35,5.0,17.53999,3.023913043478261,52.60322580645161,4.6,4.264516129032258,6831.416129032258,1264.9166666666667,1592.5833333333333,655.85
2006-05-22,0.1,84.35,5.0,17.71999,3.0217391304347827,52.54838709677419,4.6,4.267741935483871,6832.641935483871,1262.0,1586.25,666.3
2006-05-23,0.1,84.35,5.0,18.25999,3.0195652173913046,52.49354838709677,4.6,4.2709677419354835,6833.8677419354835,1252.5,1565.25,640.6
2006-05-24,0.09,84.95,5.0,17.35999,3.017391304347826,52.438709677419354,4.6,4.274193548387097,6835.093548387096,1261.0,1584.5,651.25
2006-05-25,0.09,84.65,5.0,15.5,3.015217391304348,52.383870967741935,4.6,4.27741935483871,6836.319354838709,1276.0,1605.25,653.75
2006-05-26,0.1,85.26,5.0,14.26,3.0130434782608697,52.329032258064515,4.6,4.280645161290322,6837.5451612903225,1282.75,1609.75,652.4833333333333
2006-05-27,0.1,85.015,5.0,15.3599975,3.010869565217391,52.274193548387096,4.6,4.283870967741936,6838.770967741935,1281.8333333333333,1608.5833333333333,651.2166666666667
2006-05-28,0.1,84.77000000000001,5.0,16.459995,3.008695652173913,52.21935483870968,4.6,4.287096774193548,6839.996774193548,1280.9166666666667,1607.4166666666667,649.95
2006-05-29,0.1,84.525,5.0,17.5599925,3.006521739130435,52.16451612903226,4.6,4.290322580645161,6841.222580645161,1280.0,1606.25,652.75
2006-05-30,0.1,84.28,5.0,18.65999,3.0043478260869567,52.10967741935484,4.6,4.293548387096774,6842.448387096774,1260.0,1570.0,645.1
2006-05-31,0.08,84.72,5.0,16.43999,3.002173913043478,52.05483870967742,4.6,4.296774193548387,6843.674193548387,1272.0,1583.0,629.3
2006-06-01,0.07,84.79,5.0,14.52,3.0,52.0,4.6,4.3,6844.9,1285.75,1619.0,638.15
2006-06-02,0.08,84.05,5.008928571428571,14.32,2.992391304347826,52.03333333333333,4.603333333333333,4.293333333333333,6846.28,1288.25,1614.5,637.75
2006-06-03,0.06333333333333334,84.095,5.017857142857143,15.096663333333334,2.984782608695652,52.06666666666667,4.6066666666666665,4.286666666666666,6847.66,1282.0,1603.9166666666667,637.35
2006-06-04,0.04666666666666667,84.14,5.026785714285714,15.873326666666665,2.9771739130434782,52.1,4.609999999999999,4.279999999999999,6849.04,1275.75,1593.3333333333333,636.95
2006-06-05,0.03,84.435,5.035714285714286,16.64999,2.9695652173913043,52.13333333333333,4.613333333333333,4.273333333333333,6850.42,1269.5,1582.75,630.75
2006-06-06,0.02,84.73,5.044642857142857,17.34,2.9619565217391304,52.166666666666664,4.616666666666666,4.266666666666667,6851.799999999999,1265.75,1577.5,626.85
2006-06-07,0.0,84.99,5.053571428571429,17.79999,2.9543478260869565,52.2,4.62,4.26,6853.179999999999,1256.0,1562.5,612.9
2006-06-08,-0.01,85.91,5.0625,18.34999,2.9467391304347825,52.233333333333334,4.623333333333333,4.253333333333333,6854.5599999999995,1255.5,1556.5,607.95
2006-06-09,-0.03,85.72,5.071428571428571,18.12,2.9391304347826086,52.266666666666666,4.626666666666666,4.246666666666666,6855.94,1261.5,1567.5,606.8333333333334
2006-06-10,-0.03,85.785,5.080357142857143,19.066663333333334,2.9315217391304347,52.3,4.63,4.24,6857.32,1256.6666666666667,1558.75,605.7166666666667
2006-06-11,-0.03,85.85,5.089285714285714,20.013326666666668,2.9239130434782608,52.333333333333336,4.633333333333333,4.233333333333333,6858.7,1251.8333333333333,1550.0,604.6
2006-06-12,-0.03,86.14,5.098214285714286,20.95999,2.916304347826087,52.36666666666667,4.636666666666667,4.226666666666667,6860.08,1247.0,1541.25,562.95
2006-06-13,-0.05,86.43,5.107142857142857,23.81,2.908695652173913,52.4,4.64,4.22,6861.46,1232.5,1533.0,559.75
2006-06-14,-0.06,86.14,5.116071428571429,21.45999,2.901086956521739,52.43333333333333,4.6433333333333335,4.213333333333333,6862.84,1241.25,1545.75,576.25
2006-06-15,-0.04,86.02,5.125,15.9,2.893478260869565,52.46666666666667,4.6466666666666665,4.206666666666666,6864.22,1267.75,1594.5,581.15
2006-06-16,-0.03,85.92,5.133928571428571,17.25,2.885869565217391,52.5,4.65,4.199999999999999,6865.6,1260.0,1575.5,575.8833333333333
2006-06-17,-0.03666666666666667,86.11500000000001,5.142857142857143,17.44333,2.878260869565217,52.53333333333333,4.653333333333333,4.193333333333333,6866.98,1256.1666666666667,1572.0,570.6166666666667
2006-06-18,-0.043333333333333335,86.31,5.151785714285714,17.63666,2.8706521739130433,52.56666666666667,4.656666666666666,4.1866666666666665,6868.36,1252.3333333333333,1568.5,565.35
2006-06-19,-0.05,86.245,5.160714285714286,17.82999,2.8630434782608694,52.6,4.66,4.18,6869.74,1248.5,1565.0,575.85
2006-06-20,-0.04,86.18,5.169642857142857,16.68999,2.8554347826086954,52.63333333333333,4.663333333333333,4.173333333333333,6871.12,1252.5,1570.0,587.7
2006-06-21,-0.04,85.78,5.178571428571429,15.52,2.8478260869565215,52.666666666666664,4.666666666666667,4.166666666666666,6872.5,1261.75,1591.5,581.0
2006-06-22,-0.03,86.39,5.1875,15.88,2.8402173913043476,52.7,4.67,4.16,6873.88,1256.0,1573.5,583.05
2006-06-23,-0.04,86.82,5.196428571428571,15.89,2.8326086956521737,52.733333333333334,4.673333333333334,4.153333333333333,6875.26,1255.5,1568.5,583.7166666666666
2006-06-24,-0.03333333333333333,86.655,5.205357142857143,15.8,2.825,52.766666666666666,4.676666666666667,4.1466666666666665,6876.64,1257.0833333333333,1569.3333333333333,584.3833333333333
2006-06-25,-0.026666666666666665,86.49,5.214285714285714,15.709999999999999,2.817391304347826,52.8,4.68,4.14,6878.02,1258.6666666666667,1570.1666666666667,585.05
2006-06-26,-0.02,86.47999999999999,5.223214285714286,15.62,2.8097826086956523,52.833333333333336,4.683333333333334,4.133333333333333,6879.4,1260.25,1571.0,579.0
2006-06-27,-0.03,86.47,5.232142857142857,16.39999,2.8021739130434784,52.86666666666667,4.6866666666666665,4.126666666666666,6880.78,1249.75,1545.25,580.5
2006-06-28,-0.04,86.63,5.241071428571429,15.79,2.7945652173913045,52.9,4.69,4.119999999999999,6882.16,1257.75,1558.0,599.8
2006-06-29,0.01,85.87,5.25,13.03,2.7869565217391306,52.93333333333333,4.693333333333333,4.113333333333333,6883.54,1282.5,1605.0,615.85
2006-06-30,-0.01,85.22,5.25,13.08,2.7793478260869566,52.96666666666667,4.696666666666667,4.1066666666666665,6884.92,1279.5,1591.5,618.5
2006-07-01,-0.013333333333333334,85.2,5.25,13.07,2.7717391304347827,53.0,4.7,4.1,6886.3,1282.4166666666667,1594.8333333333333,621.15
2006-07-02,-0.016666666666666666,85.18,5.25,13.06,2.764130434782609,53.02258064516129,4.7,4.090322580645161,6887.293548387097,1285.3333333333333,1598.1666666666667,623.8
2006-07-03,-0.02,85.17,5.25,13.05,2.756521739130435,53.04516129032258,4.7,4.080645161290322,6888.287096774194,1288.25,1601.5,621.85
2006-07-04,-0.015,85.16,5.25,13.600000000000001,2.748913043478261,53.06774193548387,4.7,4.070967741935483,6889.2806451612905,1287.75,1601.75,628.1
2006-07-05,-0.01,85.6,5.25,14.15,2.741304347826087,53.090322580645164,4.7,4.0612903225806445,6890.274193548387,1279.75,1568.25,632.95
2006-07-06,-0.03,85.35,5.25,13.65,2.733695652173913,53.112903225806456,4.7,4.051612903225806,6891.267741935484,1282.75,1565.0,629.25
2006-07-07,-0.03,84.98,5.25,13.97,2.726086956521739,53.13548387096774,4.7,4.041935483870968,6892.261290322581,1275.0,1550.25,627.5833333333334
2006-07-08,-0.03333333333333333,85.24000000000001,5.25,13.986666666666666,2.7184782608695652,53.15806451612903,4.7,4.032258064516129,6893.254838709678,1275.6666666666667,1546.0833333333333,625.9166666666666
2006-07-09,-0.03666666666666667,85.5,5.25,14.003333333333334,2.7108695652173913,53.18064516129032,4.7,4.02258064516129,6894.248387096774,1276.3333333333333,1541.9166666666667,624.25
2006-07-10,-0.04,85.43,5.25,14.02,2.7032608695652174,53.20322580645161,4.7,4.012903225806451,6895.241935483871,1277.0,1537.75,641.15
2006-07-11,-0.07,85.36,5.25,13.14,2.6956521739130435,53.225806451612904,4.7,4.003225806451613,6896.235483870968,1282.25,1545.0,651.9
2006-07-12,-0.07,85.91,5.25,14.49,2.6880434782608695,53.248387096774195,4.7,3.993548387096774,6897.229032258065,1268.25,1516.75,659.85
2006-07-13,-0.04,85.79,5.25,17.78999,2.6804347826086956,53.270967741935486,4.7,3.983870967741935,6898.2225806451615,1247.5,1489.75,664.15
2006-07-14,-0.01,86.09,5.25,18.04999,2.6728260869565217,53.29354838709678,4.7,3.9741935483870967,6899.216129032258,1242.25,1475.0,657.1833333333333
2006-07-15,-0.023333333333333334,86.525,5.25,18.246660000000002,2.6652173913043478,53.31612903225807,4.7,3.964516129032258,6900.209677419355,1241.6666666666667,1476.75,650.2166666666667
2006-07-16,-0.03666666666666667,86.96,5.25,18.44333,2.657608695652174,53.33870967741936,4.7,3.954838709677419,6901.203225806452,1241.0833333333333,1478.5,643.25
2006-07-17,-0.05,86.985,5.25,18.64,2.65,53.36129032258064,4.7,3.9451612903225803,6902.196774193549,1240.5,1480.25,633.2
2006-07-18,-0.06,87.01,5.25,17.73999,2.642391304347826,53.383870967741935,4.7,3.9354838709677415,6903.190322580645,1245.75,1486.75,642.9
2006-07-19,-0.06,86.46,5.25,15.55,2.634782608695652,53.406451612903226,4.7,3.925806451612903,6904.183870967742,1262.5,1490.75,629.3
2006-07-20,-0.03,86.22,5.25,16.20999,2.627173913043478,53.42903225806452,4.7,3.9161290322580644,6905.177419354839,1254.25,1477.25,619.75
2006-07-21,-0.03,85.93,5.25,17.39999,2.619565217391304,53.45161290322581,4.7,3.9064516129032256,6906.170967741936,1244.75,1461.25,618.2
2006-07-22,-0.03666666666666667,86.135,5.25,16.593326666666666,2.6119565217391303,53.4741935483871,4.7,3.896774193548387,6907.164516129033,1252.3333333333333,1472.3333333333333,616.65
2006-07-23,-0.043333333333333335,86.34,5.25,15.786663333333333,2.6043478260869564,53.49677419354839,4.7,3.887096774193548,6908.158064516129,1259.9166666666667,1483.4166666666667,615.1
2006-07-24,-0.05,86.49000000000001,5.25,14.98,2.5967391304347824,53.51935483870968,4.7,3.8774193548387093,6909.151612903226,1267.5,1494.5,619.05
2006-07-25,-0.04,86.64,5.25,14.85,2.5891304347826085,53.54193548387097,4.7,3.867741935483871,6910.145161290323,1271.5,1492.25,624.6
2006-07-26,-0.02,85.93,5.25,14.62,2.5815217391304346,53.56451612903226,4.7,3.858064516129032,6911.13870967742,1273.25,1495.75,634.4
2006-07-27,0.0,85.87,5.25,14.94,2.5739130434782607,53.58709677419355,4.7,3.8483870967741933,6912.1322580645165,1272.25,1494.5,634.75
2006-07-28,0.02,85.44,5.25,14.33,2.5663043478260867,53.60967741935484,4.7,3.8387096774193545,6913.125806451613,1284.25,1521.25,635.3833333333333
2006-07-29,0.02,85.37,5.25,14.536666666666667,2.558695652173913,53.63225806451613,4.7,3.829032258064516,6914.11935483871,1283.4166666666667,1520.4166666666667,636.0166666666667
2006-07-30,0.02,85.3,5.25,14.743333333333332,2.551086956521739,53.65483870967742,4.7,3.8193548387096774,6915.112903225807,1282.5833333333333,1519.5833333333333,636.65
2006-07-31,0.02,85.175,5.25,14.95,2.543478260869565,53.67741935483871,4.7,3.8096774193548386,6916.106451612904,1281.75,1518.75,647.2
2006-08-01,0.02,85.05,5.25,15.05,2.535869565217391,53.7,4.7,3.8,6917.1,1276.75,1493.75,651.35
2006-08-02,-0.01,85.05,5.25,14.34,2.528260869565217,53.65161290322581,4.693548387096774,3.7451612903225806,6917.974193548387,1284.25,1509.75,645.05
2006-08-03,-0.02,85.02,5.25,14.46,2.520652173913043,53.60322580645162,4.687096774193549,3.690322580645161,6918.848387096775,1287.25,1521.25,646.45
2006-08-04,0.0,84.57,5.25,14.34,2.5130434782608693,53.55483870967742,4.680645161290323,3.6354838709677417,6919.7225806451615,1286.0,1515.5,647.2
2006-08-05,-0.01,84.66,5.25,14.636666666666667,2.5054347826086953,53.50645161290323,4.674193548387097,3.5806451612903225,6920.596774193548,1284.75,1511.1666666666667,647.95
2006-08-06,-0.02,84.75,5.25,14.933333333333334,2.497826086956522,53.458064516129035,4.667741935483871,3.525806451612903,6921.470967741936,1283.5,1506.8333333333333,648.7
2006-08-07,-0.03,84.705,5.25,15.23,2.4902173913043475,53.40967741935484,4.661290322580645,3.4709677419354836,6922.345161290323,1282.25,1502.5,642.5
2006-08-08,0.02,84.66,5.25,15.23,2.482608695652174,53.36129032258065,4.65483870967742,3.4161290322580644,6923.2193548387095,1276.75,1492.5,650.1
2006-08-09,0.01,84.71,5.25,15.2,2.4749999999999996,53.31290322580645,4.648387096774194,3.361290322580645,6924.093548387097,1271.5,1495.0,636.5
2006-08-10,0.0,85.08,5.25,14.46,2.467391304347826,53.26451612903226,4.641935483870967,3.3064516129032255,6924.967741935484,1275.5,1497.5,632.55
2006-08-11,0.01,85.52,5.25,14.3,2.459782608695652,53.21612903225807,4.635483870967742,3.2516129032258063,6925.841935483872,1272.25,1496.0,630.6333333333333
2006-08-12,0.003333333333333333,85.58,5.25,14.286666666666667,2.4521739130434783,53.167741935483875,4.629032258064516,3.196774193548387,6926.716129032258,1272.5833333333333,1497.4166666666667,628.7166666666666
2006-08-13,-0.003333333333333334,85.64,5.25,14.273333333333333,2.444565217391304,53.11935483870968,4.622580645161291,3.1419354838709674,6927.590322580645,1272.9166666666667,1498.8333333333333,626.8
2006-08-14,-0.01,85.43,5.25,14.26,2.4369565217391305,53.07096774193548,4.616129032258065,3.087096774193548,6928.464516129033,1273.25,1500.25,624.9
2006-08-15,-0.01,85.22,5.25,13.42,2.429347826086956,53.02258064516129,4.609677419354838,3.032258064516129,6929.3387096774195,1287.75,1540.5,628.9
2006-08-16,0.0,84.88,5.25,12.41,2.4217391304347826,52.9741935483871,4.603225806451613,2.97741935483871,6930.212903225806,1299.0,1576.25,614.0
