time,open,high,low,close,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2010-07-17T02:00:00+02:00,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,0.04951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-18T02:00:00+02:00,0.05941,0.08585,0.05941,0.08584,0.07703333333333333,0.07703333333333333,0.07703333333333333,0.07703333333333333,0.07703333333333333,0.07703333333333333,0.07703333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-19T02:00:00+02:00,0.0909,0.09307,0.07723,0.0808,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-20T02:00:00+02:00,0.08181,0.08181,0.07426,0.07474,0.07693666666666667,0.07693666666666667,0.07693666666666667,0.07693666666666667,0.07693666666666667,0.07693666666666667,0.07693666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-21T02:00:00+02:00,0.07425,0.07921,0.06634,0.07921,0.07492,0.07492,0.07492,0.07492,0.07492,0.07492,0.07492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-22T02:00:00+02:00,0.07921,0.08181,0.0505,0.05149,0.06126666666666666,0.06126666759798923,0.06126666573534408,0.061266668529311806,0.06126666480402151,0.06126666946063438,0.06126666387269893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-23T02:00:00+02:00,0.0505,0.06767,0.0505,0.06262,0.060263333333333335,0.060263333333333335,0.060263333333333335,0.060263333333333335,0.060263333333333335,0.060263333333333335,0.060263333333333335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-24T02:00:00+02:00,0.06161,0.06161,0.05049,0.05454,0.05554666666666667,0.05554666666666667,0.05554666666666667,0.05554666666666667,0.05554666666666667,0.05554666666666667,0.05554666666666667,0.06734375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-25T02:00:00+02:00,0.05545,0.05941,0.0505,0.0505,0.05346999999999999,0.053470000931322564,0.053469999068677415,0.05347000186264514,0.05346999813735484,0.053470002793967714,0.053469997206032266,0.06360069444444444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-26T02:00:00+02:00,0.05,0.056,0.05,0.056,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.0619116512345679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-27T02:00:00+02:00,0.0559,0.0605,0.053,0.06,0.05783333333333333,0.05783333333333333,0.05783333333333333,0.05783333333333333,0.05783333333333333,0.05783333333333333,0.05783333333333333,0.06148683984910836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-28T02:00:00+02:00,0.06,0.062,0.054,0.0589,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.060911986549306504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-29T02:00:00+02:00,0.0597,0.0699,0.0571,0.0699,0.06563333333333334,0.06563333333333334,0.06563333333333334,0.06563333333333334,0.06563333333333334,0.06563333333333334,0.06563333333333334,0.06290932287168284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-30T02:00:00+02:00,0.0698,0.0698,0.0582,0.0627,0.06356666666666667,0.06356666666666667,0.06356666666666667,0.06356666666666667,0.06356666666666667,0.06356666666666667,0.06356666666666667,0.06286280667797554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-31T02:00:00+02:00,0.065,0.06889,0.056,0.06785,0.06424666666666666,0.06424666666666666,0.06424666666666666,0.06424666666666666,0.06424666666666666,0.06424666666666666,0.06424666666666666,0.06397107186064764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.702236515129364,NaN,NaN,NaN
2010-08-01T02:00:00+02:00,0.061,0.065,0.06,0.0611,0.06203333333333332,0.06203333447396587,0.062033332192700776,0.062033335614598416,0.06203333105206823,0.06203333675523096,0.06203332991143568,0.06333305589161484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.84163659270965,NaN,NaN,NaN
2010-08-02T02:00:00+02:00,0.0625,0.0633,0.06,0.06001,0.061103333333333336,0.061103333333333336,0.061103333333333336,0.061103333333333336,0.061103333333333336,0.061103333333333336,0.061103333333333336,0.06259459902681154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.37337449806063,NaN,NaN,NaN
2010-08-03T02:00:00+02:00,0.06,0.065,0.059,0.06,0.06133333333333333,0.06133333333333333,0.06133333333333333,0.06133333333333333,0.06133333333333333,0.06133333333333333,0.06133333333333333,0.06201802146529786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,53.3687886856825,NaN,NaN,NaN
2010-08-04T02:00:00+02:00,0.0623,0.06231,0.057,0.057,0.058769999999999996,0.058769999999999996,0.058769999999999996,0.058769999999999996,0.058769999999999996,0.058769999999999996,0.058769999999999996,0.06090290558412056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,51.92735792829243,NaN,NaN,NaN
2010-08-05T02:00:00+02:00,0.0581,0.061,0.058,0.061,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.060000000000000005,0.060924482120982656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.529099556924917,4.176366518974972,53.7221058038937,NaN,NaN,NaN
2010-08-06T02:00:00+02:00,0.062,0.0624,0.0607,0.0623,0.06179999999999999,0.0618000006585445,0.061799999341455476,0.06180000131708901,0.061799998682910966,0.06180000197563352,0.061799998024366455,0.06123015276076429,0.06314333333333333,NaN,NaN,NaN,0.07335141172102128,0.05293525494564538,0.08355949010870922,0.042727176557957436,0.09376756849639717,0.03251909817026948,29.225216993057263,13.918105516660725,54.319015937165524,NaN,NaN,NaN
2010-08-07T02:00:00+02:00,0.0608,0.0622,0.059,0.059,0.060066666666666664,0.060066667325211175,0.06006666600812215,0.060066667983755685,0.06006666534957764,0.060066668642300196,0.06006666469103313,0.060734563258372225,0.06276666666666667,NaN,NaN,NaN,0.07248131088380548,0.05305202244952786,0.08219595510094428,0.04333737823238905,0.0919105993180831,0.03362273401525023,33.005893968414064,24.92007017279875,52.46892613429379,NaN,NaN,NaN
