time,close
1967-01-31T01:00:00+01:00,119.89
1967-02-28T01:00:00+01:00,119.81
1967-03-31T01:00:00+01:00,119.79
1967-04-28T01:00:00+01:00,119.72
1967-05-31T00:00:00+01:00,119.64
1967-06-30T00:00:00+01:00,119.63
1967-07-30T22:00:00+01:00,119.7
1967-08-31T00:00:00+01:00,119.75
1967-09-29T00:00:00+01:00,119.74
1967-10-31T01:00:00+01:00,119.73
1967-11-30T01:00:00+01:00,120.27
1967-12-29T01:00:00+01:00,121.79
1968-01-31T01:00:00+01:00,122.07
1968-02-29T01:00:00+01:00,122.08
1968-03-29T01:00:00+01:00,122
1968-04-30T00:00:00+01:00,122.01
1968-05-31T00:00:00+01:00,122.04
1968-06-28T00:00:00+01:00,122.22
1968-07-30T00:00:00+01:00,122.18
1968-08-30T00:00:00+01:00,122.18
1968-09-29T22:00:00+01:00,121.98
1968-10-31T01:00:00+01:00,122.03
1968-11-29T01:00:00+01:00,121.95
1968-12-31T01:00:00+01:00,121.96
1969-01-31T01:00:00+01:00,122.08
1969-02-28T01:00:00+01:00,122.19
1969-03-28T01:00:00+01:00,122.29
1969-04-30T00:00:00+01:00,122.26
1969-05-29T00:00:00+01:00,122.24
1969-06-29T22:00:00+01:00,122.34
1969-07-31T00:00:00+01:00,122.36
1969-08-29T00:00:00+01:00,123.46
1969-09-30T00:00:00+01:00,123.82
1969-10-31T01:00:00+01:00,122.18
1969-11-28T01:00:00+01:00,121.77
1969-12-31T01:00:00+01:00,121.74
1970-01-30T01:00:00+01:00,121.75
1970-02-27T01:00:00+01:00,121.72
1970-03-31T01:00:00+01:00,121.6
1970-04-30T00:00:00+01:00,121.36
1970-05-29T00:00:00+01:00,121.32
1970-06-30T00:00:00+01:00,120.98
1970-07-31T00:00:00+01:00,120.9
1970-08-30T22:00:00+01:00,120.7
1970-09-30T00:00:00+01:00,120.62
1970-10-30T01:00:00+01:00,120.64
1970-11-29T23:00:00+01:00,120.55
1970-12-31T01:00:00+01:00,120.64
1971-01-03T23:00:00+01:00,120.53
1971-01-05T01:00:00+01:00,120.52
1971-01-06T01:00:00+01:00,120.49
1971-01-07T01:00:00+01:00,120.55
1971-01-08T01:00:00+01:00,120.53
1971-01-10T23:00:00+01:00,120.53
1971-01-12T01:00:00+01:00,120.49
1971-01-13T01:00:00+01:00,120.47
1971-01-14T01:00:00+01:00,120.44
1971-01-15T01:00:00+01:00,120.44
1971-01-17T23:00:00+01:00,120.41
1971-01-19T01:00:00+01:00,120.37
1971-01-20T01:00:00+01:00,120.34
1971-01-21T01:00:00+01:00,120.33
1971-01-22T01:00:00+01:00,120.31
1971-01-24T23:00:00+01:00,120.27
1971-01-26T01:00:00+01:00,120.26
1971-01-27T01:00:00+01:00,120.25
1971-01-28T01:00:00+01:00,120.25
1971-01-29T01:00:00+01:00,120.24
1971-01-31T23:00:00+01:00,120.26
1971-02-02T01:00:00+01:00,120.28
1971-02-03T01:00:00+01:00,120.24
1971-02-04T01:00:00+01:00,120.24
1971-02-05T01:00:00+01:00,120.26
1971-02-07T23:00:00+01:00,120.26
1971-02-09T01:00:00+01:00,120.25
1971-02-10T01:00:00+01:00,120.28
1971-02-11T01:00:00+01:00,120.29
1971-02-16T01:00:00+01:00,120.22
1971-02-17T01:00:00+01:00,120.21
1971-02-18T01:00:00+01:00,120.21
1971-02-19T01:00:00+01:00,120.18
