time,open,high,low,close,"T10Y2Y, FEDERAL RESERVE BANK OF ST. LOUIS: Open","T10Y2Y, FEDERAL RESERVE BANK OF ST. LOUIS: High","T10Y2Y, FEDERAL RESERVE BANK OF ST. LOUIS: Low","T10Y2Y, FEDERAL RESERVE BANK OF ST. LOUIS: Close","USIRYY, BUREAU OF LABOUR STATISTICS: Open","USIRYY, BUREAU OF LABOUR STATISTICS: High","USIRYY, BUREAU OF LABOUR STATISTICS: Low","USIRYY, BUREAU OF LABOUR STATISTICS: Close","USINTR, FEDERAL RESERVE: Open","USINTR, FEDERAL RESERVE: High","USINTR, FEDERAL RESERVE: Low","USINTR, FEDERAL RESERVE: Close","USCPMI, INSTITUTE FOR SUPPLY MANAGEMENT: Open","USCPMI, INSTITUTE FOR SUPPLY MANAGEMENT: High","USCPMI, INSTITUTE FOR SUPPLY MANAGEMENT: Low","USCPMI, INSTITUTE FOR SUPPLY MANAGEMENT: Close",Volume,Volume MA
1970-02-27T01:00:00+01:00,121.72,121.72,121.72,121.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-03-31T01:00:00+01:00,121.6,121.6,121.6,121.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-04-30T00:00:00+01:00,121.36,121.36,121.36,121.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-05-29T00:00:00+01:00,121.32,121.32,121.32,121.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-06-30T00:00:00+01:00,120.98,120.98,120.98,120.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-07-31T00:00:00+01:00,120.9,120.9,120.9,120.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-08-30T22:00:00+01:00,120.7,120.7,120.7,120.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-09-30T00:00:00+01:00,120.62,120.62,120.62,120.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-10-30T01:00:00+01:00,120.64,120.64,120.64,120.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-11-29T23:00:00+01:00,120.55,120.55,120.55,120.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1970-12-31T01:00:00+01:00,120.64,120.64,120.64,120.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-03T23:00:00+01:00,120.53,120.53,120.53,120.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-05T01:00:00+01:00,120.52,120.52,120.52,120.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-06T01:00:00+01:00,120.49,120.49,120.49,120.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-07T01:00:00+01:00,120.55,120.55,120.55,120.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-08T01:00:00+01:00,120.53,120.53,120.53,120.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-10T23:00:00+01:00,120.53,120.53,120.53,120.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-12T01:00:00+01:00,120.49,120.49,120.49,120.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-13T01:00:00+01:00,120.47,120.47,120.47,120.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-14T01:00:00+01:00,120.44,120.44,120.44,120.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-15T01:00:00+01:00,120.44,120.44,120.44,120.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-17T23:00:00+01:00,120.41,120.41,120.41,120.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-19T01:00:00+01:00,120.37,120.37,120.37,120.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-20T01:00:00+01:00,120.34,120.34,120.34,120.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-21T01:00:00+01:00,120.33,120.33,120.33,120.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-22T01:00:00+01:00,120.31,120.31,120.31,120.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-24T23:00:00+01:00,120.27,120.27,120.27,120.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-26T01:00:00+01:00,120.26,120.26,120.26,120.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-27T01:00:00+01:00,120.25,120.25,120.25,120.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-28T01:00:00+01:00,120.25,120.25,120.25,120.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-29T01:00:00+01:00,120.24,120.24,120.24,120.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-01-31T23:00:00+01:00,120.26,120.26,120.26,120.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-02-02T01:00:00+01:00,120.28,120.28,120.28,120.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-02-03T01:00:00+01:00,120.24,120.24,120.24,120.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-02-04T01:00:00+01:00,120.24,120.24,120.24,120.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971-02-05T01:00:00+01:00,120.26,120.26,120.26,120.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
